���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
岩石ゴーレムの秘密,ガーディアンエルフのブヒルを訪ねる,,,,
岩石ゴーレムの秘密,ガーディアンエルフのブヒルと話す,ガーディアンエルフのブヒル,"いらっしゃい。私たちガーディアンエルフは弱まった守護樹のを生き返らせることを全力を尽くしながら生きています。
<p>しかし、私の考えは少し違います…守護樹がいつまでも生きられるかもわからないのに、守護樹だけに頼って生きるのは目先のことだけを見て生きているとは思いませんか？
<p>我が種族を絶やさないためにも守護樹がなくても生きていくすべを見つけなければならないと思います！
<p>そのためにいくつか研究しているのがありますが、よかったら手伝ってもらえませんか？
<p>デスウェアウルフは夜になると強さを増します。疲れることを知らないそのスタミナ！強靱力！あーあー
<p>奴らは夜になると強くなる理由を探りたいです。デスウェアウルフをなるべく多めに捕まえてください！",,
岩石ゴーレムの秘密,岩石ゴーレムを倒す,,,,
岩石ゴーレムの秘密,ガーディアンエルフのブヒルを訪ねる,,,,
岩石ゴーレムの秘密,ガーディアンエルフのブヒルと話す,ガーディアンエルフのブヒル,"おお！ついに実験開始です！！
<p>ついにウェアウルフの実験が！ほほっ、良いですね！
<p>これは約束したお金です！次回もお願いします！",,
実験用の魂,黒魔術師ザイドを訪ねる,,,,
実験用の魂,黒魔術師ザイドと話す,黒魔術師ザイド,"待て！ちょっと邪魔しないでくれ…（ブツブツ）
<p>よし！すごいことがわかった！
<p>君はデスデュラハンを知っているか？中でも特別な魂を持つものがいるらしい！ちょうど今研究している魔法に普通のデュラハンはどうも耐えられなくて。
<p>君ならデスデュラハンが捕まえられるか？
奴らさえ手に入れば実に面白くなりそうだ。",,
実験用の魂,充満した魂を集める,,,,
実験用の魂,黒魔術師ザイドを訪ねる,,,,
実験用の魂,黒魔術師ザイドと話す,黒魔術師ザイド,"ふふ、ついに手に入ったか。大事に使わせてもらう。魔法の開発に成功したら、君にも教えてあげよう。
<p>手間をかけたからお礼をしないと。このアデナを受け取ってくれ。ご苦労だった。",,
炎を守る指輪,アデン探検隊のドロシーを訪ねる,,,,
炎を守る指輪,アデン探検隊ドロシーと話す,アデン探検隊のドロシー,"あれ？今日も来たの？あなたも狩りかしら？
<p>そうだ、いいこと教えてあげる。あそこにいるウォームガーディアンの火炎攻撃を防げるガーディアンリングを手に入れる方法があるらしいの！
<p>あたしもギランの酒場で偶然耳にしたんだけどね。どう？一緒にその指輪を手に入れてみない？",,
炎を守る指輪,ガーディアンのリングを集める,,,,
炎を守る指輪,アデン探検隊のドロシーを訪ねる,,,,
炎を守る指輪,アデン探検隊ドロシーと話す,アデン探検隊のドロシー,"おお！！！ついに手に入れたの？やはり簡単には手に入らないんだね。 
<p>とりあえずこれは本当に効果があるかを確かめなければね！信じててあっけなく死ぬ訳にはいかないじゃない？炎の魔法か…私がクリッサに頼んで確かめてみる。
<p>今度会ったら結果を共有するねー",,
怪しい魔力の流れ,アデン探検隊クリッサを訪ねる,,,,
怪しい魔力の流れ,アデン探検隊クリッサと話す,アデン探検隊のクリッサ,"マナの流れがおかしいわ。あなたもそれを感じてここに？どうやら魔物を調べる必要があるわね。
<p>フローティングアイの魔力を採取するわ。でもサンプルがたくさん必要なの。私も集めてるけど、なかなかはかどらなくて。
<p>良かったら、手伝ってもらえるかしら？",,
怪しい魔力の流れ,恐怖のフローティングアイを倒す,,,,
怪しい魔力の流れ,アデン探検隊クリッサを訪ねる,,,,
怪しい魔力の流れ,アデン探検隊クリッサと話す,アデン探検隊のクリッサ,"やっぱりマナが急激に竜の洞窟のほうに流れ込んでいる。これ、ヤバいかもしれない。
<p>おかげで予想より調査が早く終わったわ。ありがとう！",,
盗みを働く魔物,アデン探検隊のミッケルを訪ねる,,,,
盗みを働く魔物,アデン探検隊のミッケルと話す,アデン探検隊ミッケル,"やれやれ。一緒に旅をしていた仲間たちとはぐれてしまったんだ。クリッサとドロシーって子たちを見かけなかったかい？
<p>はぁ、一緒に狩りをするためにパーティを組んだのに。こんなにはぐれたら、何の意味もないじゃないか。
<p>うーん、ダメだ。彼女たちを見つけなければ！
<p>あれ？ところで荷物は…確かあそこに置いたはず…ふむ…誰が持ち去ったんだろう…俺じゃない！君でもない！だとしたら犯人は！
<p>まさにあのダストウィンドだ！早く奴らを捕まえて荷物を取り戻そう！",,
盗みを働く魔物,ミッケルの荷物を探す,,,,
盗みを働く魔物,アデン探検隊のミッケルを訪ねる,,,,
盗みを働く魔物,アデン探検隊のミッケルと話す,アデン探検隊ミッケル,"ありがとう！ちょっと目を離した隙に荷物をくすねるとは！あなどれない奴らだな！
<p>とにかく、感謝の気持ちとしてこれを受け取ってくれ。",,
ニソスの贖罪：デスバインド,敗残兵ニソスを訪ねる,,,,
ニソスの贖罪：デスバインド,敗残兵ニソスと話す,敗残兵ニソス,"こんなところで人に会えるとは。君はここに何の用だ？
<p>私ならここでデスバインドを倒している。
<p>隊員たちがこいつらに殺されたんだ。彼らへの償いとして、1匹でも多くの魔物を倒すために、私は生きている。
<p>君さえよければ力を貸してくれないか？こいつらが少なくなるほど、犠牲者も減るってもんだ…",,
ニソスの贖罪：デスバインド,デスバインドを倒す,,,,
ニソスの贖罪：デスバインド,敗残兵ニソスを訪ねる,,,,
ニソスの贖罪：デスバインド,敗残兵ニソスと話す,敗残兵ニソス,ありがとう。君を見ると昔の隊員たちを思い出すな。まったく、自分だけ生き残るってのが、こんなに辛いとは…,,
さらわれたべレン：オーク呪術師,さらわれたべレンを訪ねる,,,,
さらわれたべレン：オーク呪術師,さらわれたべレンと話す,さらわれた商人べレン,"こんなところにいるとはなかなかの腕をしているようだね！私はギランに向かう商人の一人だが、途中の道でオーク共に襲われてしまったんだよ！
<p>奴らさえいなければ今頃ギランの酒場で一杯吞んでる頃なのにー力を貸してくれ。奪われた荷物を持って安全に脱出できるように手伝ってくれれば、それなりの報酬を出すから！ 
<p>あの呪術師が儀式のために私の荷物を全部奪ったんだよ！奴を倒せば荷物も取り戻せるはずだ！奴らを一掃して荷物を取り戻してくれ！！",,
さらわれたべレン：オーク呪術師,略奪された荷物を探す,,,,
さらわれたべレン：オーク呪術師,さらわれたべレンを訪ねる,,,,
さらわれたべレン：オーク呪術師,さらわれたべレンと話す,さらわれた商人べレン,おや！？他人の荷物まで持って来たのか！こりゃありがたい！大事に使わせてもらおう！！ハハハハハ！,,
ダリアンの復讐：オーク警戒兵,ダリアンを訪ねる,,,,
ダリアンの復讐：オーク警戒兵,ダリアンと話す,オークの復讐者ダリアン,"よく来てくれた。お前もオーレンの領主に言われて来たのか？
<p>俺は領主の依頼でここの偵察に来たんだ。調査で分かったことは、予想より警戒兵の数が多いってことだ。
<p>警戒兵を倒さないと、オーレンの兵士たちが到着する前に気づかれるか襲われる恐れがある。
<p>そうなる前に、警戒兵の数を減らしておいた方が良さそうだ。力を貸してくれないか？",,
ダリアンの復讐：オーク警戒兵,バレーブレカ警戒兵,,,,
ダリアンの復讐：オーク警戒兵,ダリアンを訪ねる,,,,
ダリアンの復讐：オーク警戒兵,ダリアンと話す,オークの復讐者ダリアン,"ハッ！オークの死に様を見てると気分が良くなる！オークなんかに罪悪感を持つなよ！
<p>奴らが生きてる分、俺たちの家族が死ぬ確率が高くなるんだからな。",,
クローレンスの依頼：プリマの尻尾,行商人クローレンスを訪ねる,,,,
クローレンスの依頼：プリマの尻尾,行商人クローレンスと話す,行商人クローレンス,"こんにちは。私は行商人のクローレンスと言います。あなたは傭兵のようですが、頼みを聞いてもらえませんか？
<p>あ！もちろんお礼は必ず。
<p>ここの魂食いプリマの尻尾を、オーレンでは戦士の象徴として家に飾るそうです。
<p>きっとオーレンでは飛ぶように売れるでしょう。いかがですか？手に入れてくれれば、それなりの値段で買い取りますよ。",,
クローレンスの依頼：プリマの尻尾,プリマの尻尾を集める,,,,
クローレンスの依頼：プリマの尻尾,行商人クローレンスを訪ねる,,,,
クローレンスの依頼：プリマの尻尾,行商人クローレンスと話す,行商人クローレンス,恩に着ます。早くオーレンで売り出さなければ！森の道に詳しい友人がいるんですよ。,,
ザイドの実験：クリムゾンバインド,黒魔術師ザイドを訪ねる,,,,
ザイドの実験：クリムゾンバインド,黒魔術師ザイドと話す,黒魔術師ザイド,"彷徨うクリムゾンバインドを見たことはあるか？彼らは、拷問で死んだ者が生き返ったような姿をしている。
<p>まあ、事情はともかく、彼らには闇の力が充満しているように見える。君は奴らを捕まえられるかい？なかなか興味深い研究対象でね。",,
ザイドの実験：クリムゾンバインド,彷徨うクリムゾンバインドを捕らえる,,,,
ザイドの実験：クリムゾンバインド,黒魔術師ザイドを訪ねる,,,,
ザイドの実験：クリムゾンバインド,黒魔術師ザイドと話す,黒魔術師ザイド,"これはありがたい。実験のことを考えるだけでワクワクして来るなー。
<p>キヤッホー！",,
怪しい客,闇商人カッチャーを訪ねる,,,,
怪しい客,闇商人カッチャーと話す,闇商人カッチャー,"クリムゾンバインドを見たことはあるか？両手を後ろに縛られている姿をした魔物だが、奴らのその拘束具を手に入れてほしい。
<p>そんなものを何に使うかって？それは聞かないでくれ。俺も客に頼まれてるだけだよ。",,
怪しい客,拷問器具を集める,,,,
怪しい客,闇商人カッチャーを訪ねる,,,,
怪しい客,闇商人カッチャーと話す,闇商人カッチャー,さあ、約束の報酬だよ。いい仕事ぶりだった。また会おう。,,
無くした指輪,アデン探検隊のドロシーを訪ねる,,,,
無くした指輪,アデン探検隊ドロシーと話す,アデン探検隊のドロシー,"この辺でグランディスの竜喰いを見たことはある？この間クリッサとミッケルとパーティを組んで狩りをしたけど、そこで風の指輪をなくして狩りの速度が多くなっちゃったの。
<p>指輪を見つけてくれたら私のアデナを全部あげるから。
<p>狩りができなくなったら何もできないからね。",,
無くした指輪,グランディスの竜喰いを倒す,,,,
無くした指輪,アデン探検隊のドロシーを訪ねる,,,,
無くした指輪,アデン探検隊ドロシーと話す,アデン探検隊のドロシー,はあ、やっぱり見つからなかったかあ…あーあ、私はもうおしまいだわあ…風の指輪ナシじゃ、狩りなんて無理よ…,,
道を塞ぐガーディアン,アデン探検隊のミッケルを訪ねる,,,,
道を塞ぐガーディアン,アデン探検隊のミッケルと話す,アデン探検隊ミッケル,"あっ！こんなところに死のフローティングアイが！前にドロシーから聞いたことがある！死のフローティングアイが大変高価な魔法書をドロップするという話を！
<p>冒険家なら当然挑戦すべきだと思わないか？さあ、魔法書を手に入れよう。君も手伝ってくれ！ちゃんと分け前は出すから！",,
流されやすいミッケル,死のフローティングアイを倒す,,,,
道を塞ぐガーディアン,アデン探検隊のミッケルを訪ねる,,,,
道を塞ぐガーディアン,アデン探検隊のミッケルと話す,アデン探検隊ミッケル,はは…魔法書を手に入れるのは本当に大変だな。もうヘトヘトだ…これくらいにしておこう。さあ報酬だ！元気になったらまた挑戦してみるよ！,,
ニソスの贖罪：ウォームガーディアン,敗残兵ニソスを訪ねる,,,,
ニソスの贖罪：ウォームガーディアン,敗残兵ニソスと話す,敗残兵ニソス,"君は銀の傭兵団か。うちの隊員たちも、君のように強ければよかったな…
<p>みんなウォームガーディアンとの戦いで死んでしまったんだ…
<p>頼みを聞いてくれないか？ウォームガーディアンの討伐に力を貸してくれ。どうしても部下達の復讐を諦められなくてね。",,
ニソスの贖罪：ウォームガーディアン,ウォームガーディアンを倒す,,,,
ニソスの贖罪：ウォームガーディアン,敗残兵ニソスを訪ねる,,,,
ニソスの贖罪：ウォームガーディアン,敗残兵ニソスと話す,敗残兵ニソス,ありがとう！おかげで少しは気が楽になった！本当にありがとう！,,
さらわれたべレン：オーク戦士,さらわれたべレンを訪ねる,,,,
さらわれたべレン：オーク戦士,さらわれたべレンと話す,さらわれた商人べレン,"こんな所に人がいるとは！君はいい腕をしているようだね！<p>なるほど、銀の傭兵団か！こりゃあちょうどいい！！実はギランに行く途中、魔物に襲われて悔しい思いをしていたところなんだ。
<p>特に私の馬車をバラバラに壊したバレーブレカ戦士ってやつらは許せないんだ！
<p>謝礼は十分に渡す！ブレカ族の狂戦士たちをこらしめてくれ！",,
さらわれたべレン：オーク戦士,バレーブレカ戦士を倒す,,,,
さらわれたべレン：オーク戦士,さらわれたべレンを訪ねる,,,,
さらわれたべレン：オーク戦士,さらわれたべレンと話す,さらわれた商人べレン,ハハハハッ！はあ、すっきりした！君がオーク戦士を倒している光景を見たら、今までの鬱憤が晴れたよ！ありがとう！,,
ダリアンの復讐：オーク将軍,ダリアンを訪ねる,,,,
ダリアンの復讐：オーク将軍,ダリアンと話す,オークの復讐者ダリアン,"あれを見ろ！！残忍なオークどもを！ブレカ将軍が、捕えた人々を無残に殺している！
<p>くそ、足さえ言うことを聞いてくれれば俺がなんとかするのに…！お前、あの将軍を倒せるか？
<p>それなら、急いでくれ！これ以上犠牲者を出す訳にはいかないんだ！",,
ダリアンの復讐：オーク将軍,死の大地のサハラ,,,,
ダリアンの復讐：オーク将軍,ダリアンを訪ねる,,,,
ダリアンの復讐：オーク将軍,ダリアンと話す,オークの復讐者ダリアン,よかった。お前のおかげで尊い命が救われたよ。感謝する！,,
ブヒルの実験：リーパー,ガーディアンエルフのブヒルを訪ねる,,,,
ブヒルの実験：リーパー,ガーディアンエルフのブヒルと話す,ガーディアンエルフのブヒル,"いらっしゃい。私たちガーディアンエルフは弱まった守護樹のを生き返らせることを全力を尽くしながら生きています。しかし、どう考えてもこれはおかしいと思います。
<p>いつまでも守護樹にしがみついて暮らす訳にはいきません。いつ守護樹が消えるかもわからないじゃないですか？守護樹なくても生きる術を見つけなければなりません！
<p>そのためにいくつか研究しているのがありますが、よかったら手伝ってもらえませんか？
<p>リーパーは生き物の魂を吸収してこの世に生きているそうです。あの魔物がここで生き残る術を探りたいです。リーパーを倒して奴らの残骸を持ってきてください。",,
ブヒルの実験：リーパー,リーパーの残骸を集める,,,,
ブヒルの実験：リーパー,ガーディアンエルフのブヒルを訪ねる,,,,
ブヒルの実験：リーパー,ガーディアンエルフのブヒルと話す,ガーディアンエルフのブヒル,ありがとう！この異界の物質で実験を行ってみます。きっと何かが見つかると思います。本当にありがとうございます！,,
クローレンスの依頼：バジリスクの肉,行商人クローレンスを訪ねる,,,,
クローレンスの依頼：バジリスクの肉,行商人クローレンスと話す,行商人クローレンス,"琥珀バジリスクをご存知ですか？その肉は見た目とは裏腹に、とっても柔らかくて香ばしいんです。特にビールのつまみとしては、この上なく合うんです。
<p>どうです？肉を集めてくれませんか？2人で食べて余ったものは、ギランに売りに出せばいい稼ぎになると思います！手に入れてもらえたらご馳走しますよ！",,
クローレンスの依頼：バジリスクの肉,バジリスクの肉を集める,,,,
クローレンスの依頼：バジリスクの肉,行商人クローレンスを訪ねる,,,,
クローレンスの依頼：バジリスクの肉,行商人クローレンスと話す,行商人クローレンス,うひゃー！ヤバいほど美味いですね！さあ、これはお礼です。これはきっと飛ぶように売れるはずです！ハハハハハ！,,
怪しい商人：サハラの宝石,闇商人カッチャーを訪ねる,,,,
怪しい商人：サハラの宝石,闇商人カッチャーと話す,闇商人カッチャー,"俺に何の用だ？
<p>まあ、よく来てくれた。ちょうど人手が欲しかったところだ…
<p>死の大地のサハラは、死ぬと体内の水分が宝石に変わるそうだ。しかし一瞬のうちに消えてしまうため、実際に目にした者はほとんどいないらしい。 
<p>サハラの宝石を見つけてくれたら高値で買い取ってやるぞ。",,
怪しい商人：サハラの宝石,サハラの宝石を集める,,,,
怪しい商人：サハラの宝石,闇商人カッチャーを訪ねる,,,,
怪しい商人：サハラの宝石,闇商人カッチャーと話す,闇商人カッチャー,"おお！サハラの宝石を手に入れるとは！いいぞ、実に素晴らしい！
<p>さあ、それをこっちへ。そして、約束の報酬だ！",,
ザイドの実験：デュラハン,黒魔術師ザイドを訪ねる,,,,
ザイドの実験：デュラハン,黒魔術師ザイドと話す,黒魔術師ザイド,"ようこそ。今日はいい天気だな。
<p>実はデュラハンが必要なんだが、捕まえてもらえないか？
<p>もちろん自分で狩ってもいいんだが、デュラハンには黒魔法があまり効かないんだ。
<p>君からは、奴らと戦えるほどの力を感じる。では、頼んだぞ。報酬の心配はするな。",,
ザイドの実験：デュラハン,デュラハンを抑える,,,,
ザイドの実験：デュラハン,黒魔術師ザイドを訪ねる,,,,
ザイドの実験：デュラハン,黒魔術師ザイドと話す,黒魔術師ザイド,ふふ。君のようなオーラを持つ傭兵には今まで何回か会ったことがあるんだ。共通点は、仕事ができるってことだ。,,
バレンタインイベントを楽しむ,パンと話す,,,,
バレンタインイベントを楽しむ,パンと話す,パン,"にゃーん！
今日はバレンタインイベントのことを教えるにゃ！
<p>恋人がいにゃくても参加できるから心配はいらないにゃ！にゃんだと？お前はいるのかって？
<p>にゃ！！今すぐ黙って欲しいのだにゃ！！
<p>とにかく！バレンタイン召喚石ダンジョンに向かうのにゃ！<RedBold>今回は特別に！</>弱いモンスターにしたにゃ！気軽に行って来るんだにゃ！",,
バレンタインイベントを楽しむ,ピンクステノアを討伐,,,,
バレンタインイベントを楽しむ,イベントダンジョンから出る,,,,
バレンタインイベントを楽しむ,イベントダンジョンから出る,,,,
バレンタインイベントを楽しむ,パンと話す,,,,
バレンタインイベントを楽しむ,パンと話す,パン,"ご苦労だったにゃ！今からチケットを渡すにゃ！
<p>チケットはバレンタイン召喚石ダンジョンのピンクステノアを倒すと獲得できるにゃ！仲間とも一緒に行けるから心配はいらないにゃ！
<p>それじゃあ、チケットを使うのにゃ！
イベントメニューにあるラックボックスを使えばいいにゃ！
また会おうにゃ！",,
バレンタインイベントを楽しむ,エンマと話す,,,,
バレンタインイベントを楽しむ,エンマと話す,エンマ,"おやおや、来たのかい。今回はおばちゃんがバレンタインイベントを教えてあげるよ。
<p>バレンタイン召喚石ダンジョンを用意したから行っておいで。",,
バレンタインイベントを楽しむ,ピンクステノアを討伐,,,,
バレンタインイベントを楽しむ,イベントダンジョンから出る,,,,
バレンタインイベントを楽しむ,イベントダンジョンから出る,,,,
バレンタインイベントを楽しむ,エンマと話す,,,,
バレンタインイベントを楽しむ,エンマと話す,エンマ,"あら、お帰りなさい。
<p>チケットはバレンタイン召喚石ダンジョンのピンクステノアを倒すと手に入るよ。仲間と協力するともっと楽になるからね。
<p>チケットは[イベント]メニューの[ラッキーボックス]で使えばいいよ。では、また会いましょうね。",,
狂気の祭壇（EASY）,リウェンの話を聞く,,,,
狂気の祭壇（EASY）,リウェンの話を聞く,魔術師リウェン,<BlueBold>銀の傭兵団</>の方々ですね！神よ…なんと感謝をすれば…一体何が起こったのかわかりません。<p>我々の仲間、<BlueBold>レニス</>からの連絡では狂暴なオークたちがティマックオーク呪術師の村を崩壊させているという話ばかりでした。<p>なぜ同族を攻撃したのかまでは分かりません。それを最後に<BlueBold>レニス</>とは連絡が途切れています。<p>さあ、村はこちらです。付いてきてください。,,
狂気の祭壇（EASY）,リウェンについて行く,,,,
狂気の祭壇（EASY）,リウェンに作戦を聞く,,,,
狂気の祭壇（EASY）,リウェンに作戦を聞く,魔術師リウェン,障害物は撤去しましたので、この通路から村に入れるはずです。<p>村に入りましたら、真っ先に<YellowBold>連絡用の烽火</>を探して消さなければなりません。烽火を守るオークもいますので気をつけてください。<p><RedBold>警備兵</>に見つかってしまうと、とんでもない数のオークと戦わないといけなくなります。幸運をお祈りします。,,
狂気の祭壇（EASY）,村に入る,,,,
狂気の祭壇（EASY）,西側の烽火を消す,,,,
狂気の祭壇（EASY）,東側の烽火を消す,,,,
狂気の祭壇（EASY）,村の奥に入る,,,,
狂気の祭壇（EASY）,爆弾兵から爆弾を奪う,,,,
狂気の祭壇（EASY）,障害物を破壊する,,,,
狂気の祭壇（EASY）,障害物を破壊する,,,,
狂気の祭壇（EASY）,警戒所に進入する,,,,
狂気の祭壇（EASY）,狂気のオークから生き残る,,,,
狂気の祭壇（EASY）,狂気のオークから生き残る,,,,
狂気の祭壇（EASY）,レニスを探す,,,,
狂気の祭壇（EASY）,ボランタ登場（カットシーン）,,,,
狂気の祭壇（EASY）,ボランタを倒す,,,,
狂気の祭壇（EASY）,レニスを助ける,,,,
狂気の祭壇（EASY）,レニスと話す,,,,
狂気の祭壇（EASY）,レニスと話す,魔術師レニス,本当に怖かったんですよ！毎日のように聞こえてくるティマックオーク呪術師の悲鳴で気が狂うところでしたよ！<p>ここは元々ティマックオーク呪術師の村でしたが、<RedBold>ラモグ</>という新しいティマックオークの族長がこのようにしたんです。<p>パアグリオの力を求めていた<RedBold>ラモグ</>は、反対するオーク呪術師を殺し始めたんです。生き残りは儀式のためにと、とこかに連れて行かれました。,,
狂気の祭壇（EASY）,警戒所から脱出する,,,,
狂気の祭壇（EASY）,障害物を破壊する,,,,
狂気の祭壇（EASY）,障害物を破壊する,,,,
狂気の祭壇（EASY）,レニスと話す,,,,
狂気の祭壇（EASY）,レニスと話す,魔術師レニス,パアグリオは火の神です。オークが拝む神でもあります。オーク呪術師は、自らの血を使ってパアグリオを迎えたと古代の著書に書かれています。<p>もし<RedBold>ラモグ</>がしようとしている儀式がパアグリオの力を手に入れるために儀式でしたら、これはオークが強くなるだけの話ではなく、全大陸が危険にさらされるほどのことです！<p>私はこの事実を象牙の塔に伝えに行きます！誰かはこの事実を外に知らせないといけませんからね。どうかご無事で、儀式を止めてくださいね！,,
狂気の祭壇（EASY）,祭壇の洞窟に入る,,,,
狂気の祭壇（EASY）,祭壇の洞窟に入る,,,,
狂気の祭壇（EASY）,洞窟内の汚れたゴーレムを倒す,,,,
狂気の祭壇（EASY）,狂気の祭壇に向かう,,,,
狂気の祭壇（EASY）,ラモグ（カットシーン）,,,,
狂気の祭壇（EASY）,ラモグを倒す,,,,
狂気の祭壇（EASY）,暴走する力,,,,
狂気の祭壇（EASY）,暴走する力,,,,
狂気の祭壇（EASY）,暴走する力,,,,
狂気の祭壇（EASY）,狂気の果て,,,,
狂気の祭壇（EASY）,狂気の果て,魔術師レニス,ごめんなさい！びっくりしましたか？ふふっ。<p>どうしても心配だったので、最も速いテレポートスクロールを使って仲間と一緒に戻って来たんです！<p>無事でよかったです。<BlueBold>銀の傭兵団</>の皆様のおかげで、あのオークの狂気を止めることが出来ました！ついでに無くしたネビュライトの欠片も回収できそうです。<p>象牙の塔を代表して感謝の言葉を言わせていただきます。<BlueBold>銀の傭兵団</>の行く先に光が共にあらんことを。,,
狂気の祭壇（NORMAL）,リウェンの話を聞く,,,,
狂気の祭壇（NORMAL）,リウェンの話を聞く,魔術師リウェン,<BlueBold>銀の傭兵団</>の方々ですね！神よ…なんと感謝をすれば…一体何が起こったのかわかりません。<p>我々の仲間、<BlueBold>レニス</>からの連絡では狂暴なオークたちがティマックオーク呪術師の村を崩壊させているという話ばかりでした。<p>なぜ同族を攻撃したのかまでは分かりません。それを最後に<BlueBold>レニス</>とは連絡が途切れています。<p>さあ、村はこちらです。付いてきてください。,,
狂気の祭壇（NORMAL）,リウェンについて行く,,,,
狂気の祭壇（NORMAL）,リウェンに作戦を聞く,,,,
狂気の祭壇（NORMAL）,リウェンに作戦を聞く,魔術師リウェン,障害物は撤去しましたので、この通路から村に入れるはずです。<p>村に入りましたら、真っ先に<YellowBold>連絡用の烽火</>を探して消さなければなりません。烽火を守るオークもいますので気をつけてください。<p><RedBold>警備兵</>に見つかってしまうと、とんでもない数のオークと戦わないといけなくなります。幸運をお祈りします。,,
狂気の祭壇（NORMAL）,村に入る,,,,
狂気の祭壇（NORMAL）,西側の烽火を消す,,,,
狂気の祭壇（NORMAL）,東側の烽火を消す,,,,
狂気の祭壇（NORMAL）,村の奥に入る,,,,
狂気の祭壇（NORMAL）,爆弾兵から爆弾を奪う,,,,
狂気の祭壇（NORMAL）,障害物を破壊する,,,,
狂気の祭壇（NORMAL）,障害物を破壊する,,,,
狂気の祭壇（NORMAL）,警戒所に進入する,,,,
狂気の祭壇（NORMAL）,狂気のオークから生き残る,,,,
狂気の祭壇（NORMAL）,狂気のオークから生き残る,,,,
狂気の祭壇（NORMAL）,レニスを探す,,,,
狂気の祭壇（NORMAL）,ボランタ登場（カットシーン）,,,,
狂気の祭壇（NORMAL）,ボランタを倒す,,,,
狂気の祭壇（NORMAL）,レニスを助ける,,,,
狂気の祭壇（NORMAL）,レニスと話す,,,,
狂気の祭壇（NORMAL）,レニスと話す,魔術師レニス,本当に怖かったんですよ！毎日のように聞こえてくるティマックオーク呪術師の悲鳴で気が狂うところでしたよ！<p>ここは元々ティマックオーク呪術師の村でしたが、<RedBold>ラモグ</>という新しいティマックオークの族長がこのようにしたんです。<p>パアグリオの力を求めていた<RedBold>ラモグ</>は、反対するオーク呪術師を殺し始めたんです。生き残りは儀式のためにと、とこかに連れて行かれました。,,
狂気の祭壇（NORMAL）,警戒所から脱出する,,,,
狂気の祭壇（NORMAL）,障害物を破壊する,,,,
狂気の祭壇（NORMAL）,障害物を破壊する,,,,
狂気の祭壇（NORMAL）,レニスと話す,,,,
狂気の祭壇（NORMAL）,レニスと話す,魔術師レニス,パアグリオは火の神です。オークが拝む神でもあります。オーク呪術師は、自らの血を使ってパアグリオを迎えたと古代の著書に書かれています。<p>もし<RedBold>ラモグ</>がしようとしている儀式がパアグリオの力を手に入れるために儀式でしたら、これはオークが強くなるだけの話ではなく、全大陸が危険にさらされるほどのことです！<p>私はこの事実を象牙の塔に伝えに行きます！誰かはこの事実を外に知らせないといけませんからね。どうかご無事で、儀式を止めてくださいね！,,
狂気の祭壇（NORMAL）,祭壇の洞窟に入る,,,,
狂気の祭壇（NORMAL）,祭壇の洞窟に入る,,,,
狂気の祭壇（NORMAL）,洞窟内の汚れたゴーレムを倒す,,,,
狂気の祭壇（NORMAL）,狂気の祭壇に向かう,,,,
狂気の祭壇（NORMAL）,ラモグ（カットシーン）,,,,
狂気の祭壇（NORMAL）,ラモグを倒す,,,,
狂気の祭壇（NORMAL）,暴走する力,,,,
狂気の祭壇（NORMAL）,暴走する力,,,,
狂気の祭壇（NORMAL）,暴走する力,,,,
狂気の祭壇（NORMAL）,狂気の果て,,,,
狂気の祭壇（NORMAL）,狂気の果て,魔術師レニス,ごめんなさい！びっくりしましたか？ふふっ。<p>どうしても心配だったので、最も速いテレポートスクロールを使って仲間と一緒に戻って来たんです！<p>無事でよかったです。<BlueBold>銀の傭兵団</>の皆様のおかげで、あのオークの狂気を止めることが出来ました！ついでに無くしたネビュライトの欠片も回収できそうです。<p>象牙の塔を代表して感謝の言葉を言わせていただきます。<BlueBold>銀の傭兵団</>の行く先に光が共にあらんことを。,,
狂気の祭壇（HARD）,リウェンの話を聞く,,,,
狂気の祭壇（HARD）,リウェンの話を聞く,魔術師リウェン,<BlueBold>銀の傭兵団</>の方々ですね！神よ…なんと感謝をすれば…一体何が起こったのかわかりません。<p>我々の仲間、<BlueBold>レニス</>からの連絡では狂暴なオークたちがティマックオーク呪術師の村を崩壊させているという話ばかりでした。<p>なぜ同族を攻撃したのかまでは分かりません。それを最後に<BlueBold>レニス</>とは連絡が途切れています。<p>さあ、村はこちらです。付いてきてください。,,
狂気の祭壇（HARD）,リウェンについて行く,,,,
狂気の祭壇（HARD）,リウェンに作戦を聞く,,,,
狂気の祭壇（HARD）,リウェンに作戦を聞く,魔術師リウェン,障害物は撤去しましたので、この通路から村に入れるはずです。<p>村に入りましたら、真っ先に<YellowBold>連絡用の烽火</>を探して消さなければなりません。烽火を守るオークもいますので気をつけてください。<p><RedBold>警備兵</>に見つかってしまうと、とんでもない数のオークと戦わないといけなくなります。幸運をお祈りします。,,
狂気の祭壇（HARD）,村に入る,,,,
狂気の祭壇（HARD）,西側の烽火を消す,,,,
狂気の祭壇（HARD）,東側の烽火を消す,,,,
狂気の祭壇（HARD）,村の奥に入る,,,,
狂気の祭壇（HARD）,爆弾兵から爆弾を奪う,,,,
狂気の祭壇（HARD）,障害物を破壊する,,,,
狂気の祭壇（HARD）,障害物を破壊する,,,,
狂気の祭壇（HARD）,警戒所に進入する,,,,
