Id,Name,Desc,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
800272039,최대 MP,광기의 속삭임 무작위효과7_3,60,750,939,,800272001
800272040,최대 MP,광기의 속삭임 무작위효과7_4,60,939,1128,,800272001
800272041,최대 MP,광기의 속삭임 무작위효과7_5,60,1128,1223,,800272001
800272042,최대 MP,광기의 속삭임 무작위효과7_6,60,1223,1318,,800272001
800272043,HP 회복량,광기의 속삭임 무작위효과8_1,51,53,80,,800272001
800272044,HP 회복량,광기의 속삭임 무작위효과8_2,51,80,107,,800272001
800272045,HP 회복량,광기의 속삭임 무작위효과8_3,51,107,135,,800272001
800272046,HP 회복량,광기의 속삭임 무작위효과8_4,51,135,162,,800272001
800272047,HP 회복량,광기의 속삭임 무작위효과8_5,51,162,176,,800272001
800272048,HP 회복량,광기의 속삭임 무작위효과8_6,51,176,190,,800272001
800272049,MP 회복량,광기의 속삭임 무작위효과9_1,67,53,80,,800272001
800272050,MP 회복량,광기의 속삭임 무작위효과9_2,67,80,107,,800272001
800272051,MP 회복량,광기의 속삭임 무작위효과9_3,67,107,135,,800272001
800272052,MP 회복량,광기의 속삭임 무작위효과9_4,67,135,162,,800272001
800272053,MP 회복량,광기의 속삭임 무작위효과9_5,67,162,176,,800272001
800272054,MP 회복량,광기의 속삭임 무작위효과9_6,67,176,190,,800272001
800272055,물리 공격력,광기의 속삭임 무작위효과1_1,1,248,373,,800272001
800272056,물리 공격력,광기의 속삭임 무작위효과1_2,1,373,499,,800272001
800272057,물리 공격력,광기의 속삭임 무작위효과1_3,1,499,625,,800272001
800272058,물리 공격력,광기의 속삭임 무작위효과1_4,1,625,751,,800272001
800272059,물리 공격력,광기의 속삭임 무작위효과1_5,1,751,814,,800272001
800272060,물리 공격력,광기의 속삭임 무작위효과1_6,1,814,877,,800272001
800272061,마법 공격력,광기의 속삭임 무작위효과2_1,2,248,373,,800272001
800272062,마법 공격력,광기의 속삭임 무작위효과2_2,2,373,499,,800272001
800272063,마법 공격력,광기의 속삭임 무작위효과2_3,2,499,625,,800272001
800272064,마법 공격력,광기의 속삭임 무작위효과2_4,2,625,751,,800272001
800272065,마법 공격력,광기의 속삭임 무작위효과2_5,2,751,814,,800272001
800272066,마법 공격력,광기의 속삭임 무작위효과2_6,2,814,877,,800272001
800272067,관통,광기의 속삭임 무작위효과3_1,101,190,286,,800272001
800272068,관통,광기의 속삭임 무작위효과3_2,101,286,383,,800272001
800272069,관통,광기의 속삭임 무작위효과3_3,101,383,479,,800272001
800272070,관통,광기의 속삭임 무작위효과3_4,101,479,576,,800272001
800272071,관통,광기의 속삭임 무작위효과3_5,101,576,624,,800272001
800272072,관통,광기의 속삭임 무작위효과3_6,101,624,673,,800272001
800272073,탄력,광기의 속삭임 무작위효과4_1,102,114,171,,800272001
800272074,탄력,광기의 속삭임 무작위효과4_2,102,171,229,,800272001
800272075,탄력,광기의 속삭임 무작위효과4_3,102,229,287,,800272001
800272076,탄력,광기의 속삭임 무작위효과4_4,102,287,345,,800272001
800272077,탄력,광기의 속삭임 무작위효과4_5,102,345,374,,800272001
800272078,탄력,광기의 속삭임 무작위효과4_6,102,374,403,,800272001
800272079,명중,광기의 속삭임 무작위효과5_1,29,212,319,,800272001
800272080,명중,광기의 속삭임 무작위효과5_2,29,319,427,,800272001
800272081,명중,광기의 속삭임 무작위효과5_3,29,427,535,,800272001
800272082,명중,광기의 속삭임 무작위효과5_4,29,535,643,,800272001
800272083,명중,광기의 속삭임 무작위효과5_5,29,643,697,,800272001
800272084,명중,광기의 속삭임 무작위효과5_6,29,697,751,,800272001
800272085,회피,광기의 속삭임 무작위효과6_1,26,212,319,,800272001
800272086,회피,광기의 속삭임 무작위효과6_2,26,319,427,,800272001
800272087,회피,광기의 속삭임 무작위효과6_3,26,427,535,,800272001
800272088,회피,광기의 속삭임 무작위효과6_4,26,535,643,,800272001
800272089,회피,광기의 속삭임 무작위효과6_5,26,643,697,,800272001
800272090,회피,광기의 속삭임 무작위효과6_6,26,697,751,,800272001
800272091,최대 MP,광기의 속삭임 무작위효과7_1,60,372,561,,800272001
800272092,최대 MP,광기의 속삭임 무작위효과7_2,60,561,750,,800272001
800272093,최대 MP,광기의 속삭임 무작위효과7_3,60,750,939,,800272001
800272094,최대 MP,광기의 속삭임 무작위효과7_4,60,939,1128,,800272001
800272095,최대 MP,광기의 속삭임 무작위효과7_5,60,1128,1223,,800272001
800272096,최대 MP,광기의 속삭임 무작위효과7_6,60,1223,1318,,800272001
800272097,HP 회복량,광기의 속삭임 무작위효과8_1,51,53,80,,800272001
800272098,HP 회복량,광기의 속삭임 무작위효과8_2,51,80,107,,800272001
800272099,HP 회복량,광기의 속삭임 무작위효과8_3,51,107,135,,800272001
800272100,HP 회복량,광기의 속삭임 무작위효과8_4,51,135,162,,800272001
800272101,HP 회복량,광기의 속삭임 무작위효과8_5,51,162,176,,800272001
800272102,HP 회복량,광기의 속삭임 무작위효과8_6,51,176,190,,800272001
800272103,MP 회복량,광기의 속삭임 무작위효과9_1,67,53,80,,800272001
800272104,MP 회복량,광기의 속삭임 무작위효과9_2,67,80,107,,800272001
800272105,MP 회복량,광기의 속삭임 무작위효과9_3,67,107,135,,800272001
800272106,MP 회복량,광기의 속삭임 무작위효과9_4,67,135,162,,800272001
800272107,MP 회복량,광기의 속삭임 무작위효과9_5,67,162,176,,800272001
800272108,MP 회복량,광기의 속삭임 무작위효과9_6,67,176,190,,800272001
800281001,관통,일반_탈리스만007_최상급 고유효과1,101,326,544,,800281001
800281002,명중,일반_탈리스만007_최상급 고유효과2,29,607,1012,,800281001
800281003,최대 MP,일반_탈리스만007_최상급 고유효과3,60,639,1065,,800281001
800282001,물리 공격력,일반_탈리스만007_최상급 무작위효과1_1,1,283,421,,800282001
800282002,물리 공격력,일반_탈리스만007_최상급 무작위효과1_2,1,421,559,,800282001
800282003,물리 공격력,일반_탈리스만007_최상급 무작위효과1_3,1,559,697,,800282001
800282004,물리 공격력,일반_탈리스만007_최상급 무작위효과1_4,1,697,835,,800282001
800282005,물리 공격력,일반_탈리스만007_최상급 무작위효과1_5,1,835,904,,800282001
800282006,물리 공격력,일반_탈리스만007_최상급 무작위효과1_6,1,904,974,,800282001
800282007,마법 공격력,일반_탈리스만007_최상급 무작위효과2_1,2,283,421,,800282001
800282008,마법 공격력,일반_탈리스만007_최상급 무작위효과2_2,2,421,559,,800282001
800282009,마법 공격력,일반_탈리스만007_최상급 무작위효과2_3,2,559,697,,800282001
800282010,마법 공격력,일반_탈리스만007_최상급 무작위효과2_4,2,697,835,,800282001
800282011,마법 공격력,일반_탈리스만007_최상급 무작위효과2_5,2,835,904,,800282001
800282012,마법 공격력,일반_탈리스만007_최상급 무작위효과2_6,2,904,974,,800282001
800282013,관통,일반_탈리스만007_최상급 무작위효과3_1,101,217,323,,800282001
800282014,관통,일반_탈리스만007_최상급 무작위효과3_2,101,323,429,,800282001
800282015,관통,일반_탈리스만007_최상급 무작위효과3_3,101,429,535,,800282001
800282016,관통,일반_탈리스만007_최상급 무작위효과3_4,101,535,641,,800282001
800282017,관통,일반_탈리스만007_최상급 무작위효과3_5,101,641,694,,800282001
800282018,관통,일반_탈리스만007_최상급 무작위효과3_6,101,694,748,,800282001
800282019,탄력,일반_탈리스만007_최상급 무작위효과4_1,102,130,193,,800282001
800282020,탄력,일반_탈리스만007_최상급 무작위효과4_2,102,193,257,,800282001
800282021,탄력,일반_탈리스만007_최상급 무작위효과4_3,102,257,320,,800282001
800282022,탄력,일반_탈리스만007_최상급 무작위효과4_4,102,320,384,,800282001
800282023,탄력,일반_탈리스만007_최상급 무작위효과4_5,102,384,416,,800282001
800282024,탄력,일반_탈리스만007_최상급 무작위효과4_6,102,416,448,,800282001
800282025,명중,일반_탈리스만007_최상급 무작위효과5_1,29,242,360,,800282001
800282026,명중,일반_탈리스만007_최상급 무작위효과5_2,29,360,478,,800282001
800282027,명중,일반_탈리스만007_최상급 무작위효과5_3,29,478,597,,800282001
800282028,명중,일반_탈리스만007_최상급 무작위효과5_4,29,597,715,,800282001
800282029,명중,일반_탈리스만007_최상급 무작위효과5_5,29,715,774,,800282001
800282030,명중,일반_탈리스만007_최상급 무작위효과5_6,29,774,834,,800282001
800282031,회피,일반_탈리스만007_최상급 무작위효과6_1,26,242,360,,800282001
800282032,회피,일반_탈리스만007_최상급 무작위효과6_2,26,360,478,,800282001
800282033,회피,일반_탈리스만007_최상급 무작위효과6_3,26,478,597,,800282001
800282034,회피,일반_탈리스만007_최상급 무작위효과6_4,26,597,715,,800282001
800282035,회피,일반_탈리스만007_최상급 무작위효과6_5,26,715,774,,800282001
800282036,회피,일반_탈리스만007_최상급 무작위효과6_6,26,774,834,,800282001
800282037,최대 MP,일반_탈리스만007_최상급 무작위효과7_1,60,426,633,,800282001
800282038,최대 MP,일반_탈리스만007_최상급 무작위효과7_2,60,633,841,,800282001
800282039,최대 MP,일반_탈리스만007_최상급 무작위효과7_3,60,841,1049,,800282001
800282040,최대 MP,일반_탈리스만007_최상급 무작위효과7_4,60,1049,1257,,800282001
800282041,최대 MP,일반_탈리스만007_최상급 무작위효과7_5,60,1257,1361,,800282001
800282042,최대 MP,일반_탈리스만007_최상급 무작위효과7_6,60,1361,1465,,800282001
800282043,HP 회복량,일반_탈리스만007_최상급 무작위효과8_1,51,61,91,,800282001
800282044,HP 회복량,일반_탈리스만007_최상급 무작위효과8_2,51,91,121,,800282001
800282045,HP 회복량,일반_탈리스만007_최상급 무작위효과8_3,51,121,151,,800282001
800282046,HP 회복량,일반_탈리스만007_최상급 무작위효과8_4,51,151,181,,800282001
800282047,HP 회복량,일반_탈리스만007_최상급 무작위효과8_5,51,181,196,,800282001
800282048,HP 회복량,일반_탈리스만007_최상급 무작위효과8_6,51,196,211,,800282001
800282049,MP 회복량,일반_탈리스만007_최상급 무작위효과9_1,67,61,91,,800282001
800282050,MP 회복량,일반_탈리스만007_최상급 무작위효과9_2,67,91,121,,800282001
800282051,MP 회복량,일반_탈리스만007_최상급 무작위효과9_3,67,121,151,,800282001
800282052,MP 회복량,일반_탈리스만007_최상급 무작위효과9_4,67,151,181,,800282001
800282053,MP 회복량,일반_탈리스만007_최상급 무작위효과9_5,67,181,196,,800282001
800282054,MP 회복량,일반_탈리스만007_최상급 무작위효과9_6,67,196,211,,800282001
800282055,물리 공격력,일반_탈리스만007_최상급 무작위효과1_1,1,283,421,,800282001
800282056,물리 공격력,일반_탈리스만007_최상급 무작위효과1_2,1,421,559,,800282001
800282057,물리 공격력,일반_탈리스만007_최상급 무작위효과1_3,1,559,697,,800282001
800282058,물리 공격력,일반_탈리스만007_최상급 무작위효과1_4,1,697,835,,800282001
800282059,물리 공격력,일반_탈리스만007_최상급 무작위효과1_5,1,835,904,,800282001
800282060,물리 공격력,일반_탈리스만007_최상급 무작위효과1_6,1,904,974,,800282001
800282061,마법 공격력,일반_탈리스만007_최상급 무작위효과2_1,2,283,421,,800282001
800282062,마법 공격력,일반_탈리스만007_최상급 무작위효과2_2,2,421,559,,800282001
800282063,마법 공격력,일반_탈리스만007_최상급 무작위효과2_3,2,559,697,,800282001
800282064,마법 공격력,일반_탈리스만007_최상급 무작위효과2_4,2,697,835,,800282001
800282065,마법 공격력,일반_탈리스만007_최상급 무작위효과2_5,2,835,904,,800282001
800282066,마법 공격력,일반_탈리스만007_최상급 무작위효과2_6,2,904,974,,800282001
800282067,관통,일반_탈리스만007_최상급 무작위효과3_1,101,217,323,,800282001
800282068,관통,일반_탈리스만007_최상급 무작위효과3_2,101,323,429,,800282001
800282069,관통,일반_탈리스만007_최상급 무작위효과3_3,101,429,535,,800282001
800282070,관통,일반_탈리스만007_최상급 무작위효과3_4,101,535,641,,800282001
800282071,관통,일반_탈리스만007_최상급 무작위효과3_5,101,641,694,,800282001
800282072,관통,일반_탈리스만007_최상급 무작위효과3_6,101,694,748,,800282001
800282073,탄력,일반_탈리스만007_최상급 무작위효과4_1,102,130,193,,800282001
800282074,탄력,일반_탈리스만007_최상급 무작위효과4_2,102,193,257,,800282001
800282075,탄력,일반_탈리스만007_최상급 무작위효과4_3,102,257,320,,800282001
800282076,탄력,일반_탈리스만007_최상급 무작위효과4_4,102,320,384,,800282001
800282077,탄력,일반_탈리스만007_최상급 무작위효과4_5,102,384,416,,800282001
800282078,탄력,일반_탈리스만007_최상급 무작위효과4_6,102,416,448,,800282001
800282079,명중,일반_탈리스만007_최상급 무작위효과5_1,29,242,360,,800282001
800282080,명중,일반_탈리스만007_최상급 무작위효과5_2,29,360,478,,800282001
800282081,명중,일반_탈리스만007_최상급 무작위효과5_3,29,478,597,,800282001
800282082,명중,일반_탈리스만007_최상급 무작위효과5_4,29,597,715,,800282001
800282083,명중,일반_탈리스만007_최상급 무작위효과5_5,29,715,774,,800282001
800282084,명중,일반_탈리스만007_최상급 무작위효과5_6,29,774,834,,800282001
800282085,회피,일반_탈리스만007_최상급 무작위효과6_1,26,242,360,,800282001
800282086,회피,일반_탈리스만007_최상급 무작위효과6_2,26,360,478,,800282001
800282087,회피,일반_탈리스만007_최상급 무작위효과6_3,26,478,597,,800282001
800282088,회피,일반_탈리스만007_최상급 무작위효과6_4,26,597,715,,800282001
800282089,회피,일반_탈리스만007_최상급 무작위효과6_5,26,715,774,,800282001
800282090,회피,일반_탈리스만007_최상급 무작위효과6_6,26,774,834,,800282001
800282091,최대 MP,일반_탈리스만007_최상급 무작위효과7_1,60,426,633,,800282001
800282092,최대 MP,일반_탈리스만007_최상급 무작위효과7_2,60,633,841,,800282001
800282093,최대 MP,일반_탈리스만007_최상급 무작위효과7_3,60,841,1049,,800282001
800282094,최대 MP,일반_탈리스만007_최상급 무작위효과7_4,60,1049,1257,,800282001
800282095,최대 MP,일반_탈리스만007_최상급 무작위효과7_5,60,1257,1361,,800282001
800282096,최대 MP,일반_탈리스만007_최상급 무작위효과7_6,60,1361,1465,,800282001
800282097,HP 회복량,일반_탈리스만007_최상급 무작위효과8_1,51,61,91,,800282001
800282098,HP 회복량,일반_탈리스만007_최상급 무작위효과8_2,51,91,121,,800282001
800282099,HP 회복량,일반_탈리스만007_최상급 무작위효과8_3,51,121,151,,800282001
800282100,HP 회복량,일반_탈리스만007_최상급 무작위효과8_4,51,151,181,,800282001
800282101,HP 회복량,일반_탈리스만007_최상급 무작위효과8_5,51,181,196,,800282001
800282102,HP 회복량,일반_탈리스만007_최상급 무작위효과8_6,51,196,211,,800282001
800282103,MP 회복량,일반_탈리스만007_최상급 무작위효과9_1,67,61,91,,800282001
800282104,MP 회복량,일반_탈리스만007_최상급 무작위효과9_2,67,91,121,,800282001
800282105,MP 회복량,일반_탈리스만007_최상급 무작위효과9_3,67,121,151,,800282001
800282106,MP 회복량,일반_탈리스만007_최상급 무작위효과9_4,67,151,181,,800282001
800282107,MP 회복량,일반_탈리스만007_최상급 무작위효과9_5,67,181,196,,800282001
800282108,MP 회복량,일반_탈리스만007_최상급 무작위효과9_6,67,196,211,,800282001
800291001,탄력,사냥꾼의 영광 고유효과1,102,204,380,,800291001
800292001,물리 방어력,사냥꾼의 영광 무작위효과1_1,21,204,320,,800292001
800292002,물리 방어력,사냥꾼의 영광 무작위효과1_2,21,320,436,,800292001
800292003,물리 방어력,사냥꾼의 영광 무작위효과1_3,21,436,552,,800292001
800292004,물리 방어력,사냥꾼의 영광 무작위효과1_4,21,552,668,,800292001
800292005,물리 방어력,사냥꾼의 영광 무작위효과1_5,21,668,726,,800292001
800292006,물리 방어력,사냥꾼의 영광 무작위효과1_6,21,726,785,,800292001
800292007,마법 방어력,사냥꾼의 영광 무작위효과2_1,22,204,320,,800292001
800292008,마법 방어력,사냥꾼의 영광 무작위효과2_2,22,320,436,,800292001
800292009,마법 방어력,사냥꾼의 영광 무작위효과2_3,22,436,552,,800292001
800292010,마법 방어력,사냥꾼의 영광 무작위효과2_4,22,552,668,,800292001
800292011,마법 방어력,사냥꾼의 영광 무작위효과2_5,22,668,726,,800292001
800292012,마법 방어력,사냥꾼의 영광 무작위효과2_6,22,726,785,,800292001
800292013,탄력,사냥꾼의 영광 무작위효과3_1,102,136,213,,800292001
800292014,탄력,사냥꾼의 영광 무작위효과3_2,102,213,290,,800292001
800292015,탄력,사냥꾼의 영광 무작위효과3_3,102,290,368,,800292001
800292016,탄력,사냥꾼의 영광 무작위효과3_4,102,368,445,,800292001
800292017,탄력,사냥꾼의 영광 무작위효과3_5,102,445,484,,800292001
800292018,탄력,사냥꾼의 영광 무작위효과3_6,102,484,523,,800292001
800292019,최대 HP,사냥꾼의 영광 무작위효과4_1,58,159,250,,800292001
800292020,최대 HP,사냥꾼의 영광 무작위효과4_2,58,250,341,,800292001
800292021,최대 HP,사냥꾼의 영광 무작위효과4_3,58,341,432,,800292001
800292022,최대 HP,사냥꾼의 영광 무작위효과4_4,58,432,523,,800292001
800292023,최대 HP,사냥꾼의 영광 무작위효과4_5,58,523,569,,800292001
800292024,최대 HP,사냥꾼의 영광 무작위효과4_6,58,569,615,,800292001
800292025,회피,사냥꾼의 영광 무작위효과5_1,26,151,237,,800292001
800292026,회피,사냥꾼의 영광 무작위효과5_2,26,237,324,,800292001
800292027,회피,사냥꾼의 영광 무작위효과5_3,26,324,410,,800292001
800292028,회피,사냥꾼의 영광 무작위효과5_4,26,410,497,,800292001
800292029,회피,사냥꾼의 영광 무작위효과5_5,26,497,540,,800292001
800292030,회피,사냥꾼의 영광 무작위효과5_6,26,540,584,,800292001
800292031,명중,사냥꾼의 영광 무작위효과6_1,29,151,237,,800292001
800292032,명중,사냥꾼의 영광 무작위효과6_2,29,237,324,,800292001
800292033,명중,사냥꾼의 영광 무작위효과6_3,29,324,410,,800292001
800292034,명중,사냥꾼의 영광 무작위효과6_4,29,410,497,,800292001
800292035,명중,사냥꾼의 영광 무작위효과6_5,29,497,540,,800292001
800292036,명중,사냥꾼의 영광 무작위효과6_6,29,540,584,,800292001
800292037,최대 MP,사냥꾼의 영광 무작위효과7_1,60,159,250,,800292001
800292038,최대 MP,사냥꾼의 영광 무작위효과7_2,60,250,341,,800292001
800292039,최대 MP,사냥꾼의 영광 무작위효과7_3,60,341,432,,800292001
800292040,최대 MP,사냥꾼의 영광 무작위효과7_4,60,432,523,,800292001
800292041,최대 MP,사냥꾼의 영광 무작위효과7_5,60,523,569,,800292001
800292042,최대 MP,사냥꾼의 영광 무작위효과7_6,60,569,615,,800292001
800292043,HP 회복량,사냥꾼의 영광 무작위효과8_1,51,38,59,,800292001
800292044,HP 회복량,사냥꾼의 영광 무작위효과8_2,51,59,81,,800292001
800292045,HP 회복량,사냥꾼의 영광 무작위효과8_3,51,81,103,,800292001
800292046,HP 회복량,사냥꾼의 영광 무작위효과8_4,51,103,125,,800292001
800292047,HP 회복량,사냥꾼의 영광 무작위효과8_5,51,125,136,,800292001
800292048,HP 회복량,사냥꾼의 영광 무작위효과8_6,51,136,147,,800292001
800292049,MP 회복량,사냥꾼의 영광 무작위효과9_1,67,38,59,,800292001
800292050,MP 회복량,사냥꾼의 영광 무작위효과9_2,67,59,81,,800292001
800292051,MP 회복량,사냥꾼의 영광 무작위효과9_3,67,81,103,,800292001
800292052,MP 회복량,사냥꾼의 영광 무작위효과9_4,67,103,125,,800292001
800292053,MP 회복량,사냥꾼의 영광 무작위효과9_5,67,125,136,,800292001
800292054,MP 회복량,사냥꾼의 영광 무작위효과9_6,67,136,147,,800292001
800292055,물리 방어력,사냥꾼의 영광 무작위효과1_1,21,204,320,,800292001
800292056,물리 방어력,사냥꾼의 영광 무작위효과1_2,21,320,436,,800292001
800292057,물리 방어력,사냥꾼의 영광 무작위효과1_3,21,436,552,,800292001
800292058,물리 방어력,사냥꾼의 영광 무작위효과1_4,21,552,668,,800292001
800292059,물리 방어력,사냥꾼의 영광 무작위효과1_5,21,668,726,,800292001
800292060,물리 방어력,사냥꾼의 영광 무작위효과1_6,21,726,785,,800292001
800292061,마법 방어력,사냥꾼의 영광 무작위효과2_1,22,204,320,,800292001
800292062,마법 방어력,사냥꾼의 영광 무작위효과2_2,22,320,436,,800292001
800292063,마법 방어력,사냥꾼의 영광 무작위효과2_3,22,436,552,,800292001
800292064,마법 방어력,사냥꾼의 영광 무작위효과2_4,22,552,668,,800292001
800292065,마법 방어력,사냥꾼의 영광 무작위효과2_5,22,668,726,,800292001
800292066,마법 방어력,사냥꾼의 영광 무작위효과2_6,22,726,785,,800292001
800292067,탄력,사냥꾼의 영광 무작위효과3_1,102,136,213,,800292001
800292068,탄력,사냥꾼의 영광 무작위효과3_2,102,213,290,,800292001
800292069,탄력,사냥꾼의 영광 무작위효과3_3,102,290,368,,800292001
800292070,탄력,사냥꾼의 영광 무작위효과3_4,102,368,445,,800292001
800292071,탄력,사냥꾼의 영광 무작위효과3_5,102,445,484,,800292001
800292072,탄력,사냥꾼의 영광 무작위효과3_6,102,484,523,,800292001
800292073,최대 HP,사냥꾼의 영광 무작위효과4_1,58,159,250,,800292001
800292074,최대 HP,사냥꾼의 영광 무작위효과4_2,58,250,341,,800292001
800292075,최대 HP,사냥꾼의 영광 무작위효과4_3,58,341,432,,800292001
800292076,최대 HP,사냥꾼의 영광 무작위효과4_4,58,432,523,,800292001
800292077,최대 HP,사냥꾼의 영광 무작위효과4_5,58,523,569,,800292001
800292078,최대 HP,사냥꾼의 영광 무작위효과4_6,58,569,615,,800292001
800292079,회피,사냥꾼의 영광 무작위효과5_1,26,151,237,,800292001
800292080,회피,사냥꾼의 영광 무작위효과5_2,26,237,324,,800292001
800292081,회피,사냥꾼의 영광 무작위효과5_3,26,324,410,,800292001
800292082,회피,사냥꾼의 영광 무작위효과5_4,26,410,497,,800292001
800292083,회피,사냥꾼의 영광 무작위효과5_5,26,497,540,,800292001
800292084,회피,사냥꾼의 영광 무작위효과5_6,26,540,584,,800292001
800292085,명중,사냥꾼의 영광 무작위효과6_1,29,151,237,,800292001
800292086,명중,사냥꾼의 영광 무작위효과6_2,29,237,324,,800292001
800292087,명중,사냥꾼의 영광 무작위효과6_3,29,324,410,,800292001
800292088,명중,사냥꾼의 영광 무작위효과6_4,29,410,497,,800292001
800292089,명중,사냥꾼의 영광 무작위효과6_5,29,497,540,,800292001
800292090,명중,사냥꾼의 영광 무작위효과6_6,29,540,584,,800292001
800292091,최대 MP,사냥꾼의 영광 무작위효과7_1,60,159,250,,800292001
800292092,최대 MP,사냥꾼의 영광 무작위효과7_2,60,250,341,,800292001
800292093,최대 MP,사냥꾼의 영광 무작위효과7_3,60,341,432,,800292001
800292094,최대 MP,사냥꾼의 영광 무작위효과7_4,60,432,523,,800292001
800292095,최대 MP,사냥꾼의 영광 무작위효과7_5,60,523,569,,800292001
800292096,최대 MP,사냥꾼의 영광 무작위효과7_6,60,569,615,,800292001
800292097,HP 회복량,사냥꾼의 영광 무작위효과8_1,51,38,59,,800292001
800292098,HP 회복량,사냥꾼의 영광 무작위효과8_2,51,59,81,,800292001
800292099,HP 회복량,사냥꾼의 영광 무작위효과8_3,51,81,103,,800292001
800292100,HP 회복량,사냥꾼의 영광 무작위효과8_4,51,103,125,,800292001
800292101,HP 회복량,사냥꾼의 영광 무작위효과8_5,51,125,136,,800292001
800292102,HP 회복량,사냥꾼의 영광 무작위효과8_6,51,136,147,,800292001
800292103,MP 회복량,사냥꾼의 영광 무작위효과9_1,67,38,59,,800292001
800292104,MP 회복량,사냥꾼의 영광 무작위효과9_2,67,59,81,,800292001
800292105,MP 회복량,사냥꾼의 영광 무작위효과9_3,67,81,103,,800292001
800292106,MP 회복량,사냥꾼의 영광 무작위효과9_4,67,103,125,,800292001
800292107,MP 회복량,사냥꾼의 영광 무작위효과9_5,67,125,136,,800292001
800292108,MP 회복량,사냥꾼의 영광 무작위효과9_6,67,136,147,,800292001
800301001,탄력,마샤의 부채 고유효과1,102,244,435,,800301001
800301002,회피,마샤의 부채 고유효과2,26,455,809,,800301001
800302001,물리 방어력,마샤의 부채 무작위효과1_1,21,244,374,,800302001
800302002,물리 방어력,마샤의 부채 무작위효과1_2,21,374,505,,800302001
800302003,물리 방어력,마샤의 부채 무작위효과1_3,21,505,635,,800302001
800302004,물리 방어력,마샤의 부채 무작위효과1_4,21,635,766,,800302001
800302005,물리 방어력,마샤의 부채 무작위효과1_5,21,766,831,,800302001
800302006,물리 방어력,마샤의 부채 무작위효과1_6,21,831,897,,800302001
800302007,마법 방어력,마샤의 부채 무작위효과2_1,22,244,374,,800302001
800302008,마법 방어력,마샤의 부채 무작위효과2_2,22,374,505,,800302001
800302009,마법 방어력,마샤의 부채 무작위효과2_3,22,505,635,,800302001
800302010,마법 방어력,마샤의 부채 무작위효과2_4,22,635,766,,800302001
800302011,마법 방어력,마샤의 부채 무작위효과2_5,22,766,831,,800302001
800302012,마법 방어력,마샤의 부채 무작위효과2_6,22,831,897,,800302001
800302013,탄력,마샤의 부채 무작위효과3_1,102,163,250,,800302001
800302014,탄력,마샤의 부채 무작위효과3_2,102,250,337,,800302001
800302015,탄력,마샤의 부채 무작위효과3_3,102,337,424,,800302001
800302016,탄력,마샤의 부채 무작위효과3_4,102,424,511,,800302001
800302017,탄력,마샤의 부채 무작위효과3_5,102,511,554,,800302001
800302018,탄력,마샤의 부채 무작위효과3_6,102,554,598,,800302001
800302019,최대 HP,마샤의 부채 무작위효과4_1,58,191,293,,800302001
800302020,최대 HP,마샤의 부채 무작위효과4_2,58,293,395,,800302001
800302021,최대 HP,마샤의 부채 무작위효과4_3,58,395,498,,800302001
800302022,최대 HP,마샤의 부채 무작위효과4_4,58,498,600,,800302001
800302023,최대 HP,마샤의 부채 무작위효과4_5,58,600,651,,800302001
800302024,최대 HP,마샤의 부채 무작위효과4_6,58,651,703,,800302001
800302025,회피,마샤의 부채 무작위효과5_1,26,182,279,,800302001
800302026,회피,마샤의 부채 무작위효과5_2,26,279,376,,800302001
800302027,회피,마샤의 부채 무작위효과5_3,26,376,473,,800302001
800302028,회피,마샤의 부채 무작위효과5_4,26,473,570,,800302001
800302029,회피,마샤의 부채 무작위효과5_5,26,570,618,,800302001
800302030,회피,마샤의 부채 무작위효과5_6,26,618,667,,800302001
800302031,명중,마샤의 부채 무작위효과6_1,29,182,279,,800302001
800302032,명중,마샤의 부채 무작위효과6_2,29,279,376,,800302001
800302033,명중,마샤의 부채 무작위효과6_3,29,376,473,,800302001
800302034,명중,마샤의 부채 무작위효과6_4,29,473,570,,800302001
800302035,명중,마샤의 부채 무작위효과6_5,29,570,618,,800302001
800302036,명중,마샤의 부채 무작위효과6_6,29,618,667,,800302001
800302037,최대 MP,마샤의 부채 무작위효과7_1,60,191,293,,800302001
800302038,최대 MP,마샤의 부채 무작위효과7_2,60,293,395,,800302001
800302039,최대 MP,마샤의 부채 무작위효과7_3,60,395,498,,800302001
800302040,최대 MP,마샤의 부채 무작위효과7_4,60,498,600,,800302001
800302041,최대 MP,마샤의 부채 무작위효과7_5,60,600,651,,800302001
800302042,최대 MP,마샤의 부채 무작위효과7_6,60,651,703,,800302001
800302043,HP 회복량,마샤의 부채 무작위효과8_1,51,46,70,,800302001
800302044,HP 회복량,마샤의 부채 무작위효과8_2,51,70,94,,800302001
800302045,HP 회복량,마샤의 부채 무작위효과8_3,51,94,119,,800302001
800302046,HP 회복량,마샤의 부채 무작위효과8_4,51,119,143,,800302001
800302047,HP 회복량,마샤의 부채 무작위효과8_5,51,143,155,,800302001
800302048,HP 회복량,마샤의 부채 무작위효과8_6,51,155,168,,800302001
800302049,MP 회복량,마샤의 부채 무작위효과9_1,67,46,70,,800302001
800302050,MP 회복량,마샤의 부채 무작위효과9_2,67,70,94,,800302001
800302051,MP 회복량,마샤의 부채 무작위효과9_3,67,94,119,,800302001
800302052,MP 회복량,마샤의 부채 무작위효과9_4,67,119,143,,800302001
