Id,EquipEffectDescription,ConditionRoomTypeList,ConditionType,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffName,EquipEffectBuffDescription
7100818,"일반공격 적중시 <Fontblue>9.6%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력27.2%+마법공격력27.2%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,960,85,1,990118,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>9.6%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100819,"일반공격 적중시 <Fontblue>9.8%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력27.6%+마법공격력27.6%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,980,85,1,990119,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>9.8%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100820,"일반공격 적중시 <Fontblue>10%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력28%+마법공격력28%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1000,85,1,990120,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>10%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100821,"일반공격 적중시 <Fontblue>10.2%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력28.4%+마법공격력28.4%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1020,85,1,990121,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>10.2%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100822,"일반공격 적중시 <Fontblue>10.4%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력28.8%+마법공격력28.8%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1040,85,1,990122,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>10.4%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100823,"일반공격 적중시 <Fontblue>10.6%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력29.2%+마법공격력29.2%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1060,85,1,990123,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>10.6%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100824,"일반공격 적중시 <Fontblue>10.8%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력29.6%+마법공격력29.6%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1080,85,1,990124,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>10.8%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100825,"일반공격 적중시 <Fontblue>11%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력30%+마법공격력30%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1100,85,1,990125,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>11%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100826,"일반공격 적중시 <Fontblue>11.2%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력30.4%+마법공격력30.4%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1120,85,1,990126,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>11.2%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100827,"일반공격 적중시 <Fontblue>11.4%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력30.8%+마법공격력30.8%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1140,85,1,990127,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>11.4%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100828,"일반공격 적중시 <Fontblue>11.6%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력31.2%+마법공격력31.2%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1160,85,1,990128,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>11.6%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100829,"일반공격 적중시 <Fontblue>11.8%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>2회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력31.6%+마법공격력31.6%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1180,85,1,990129,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>11.8%</>확률로 주변의 적 3명에게<fontblue>낙뢰 2회</>. 데미지+이동속도50%감소. 쿨타임2분
7100830,"일반공격 적중시 <Fontblue>12%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1200,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>12%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100831,"일반공격 적중시 <Fontblue>12.2%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1220,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>12.2%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100832,"일반공격 적중시 <Fontblue>12.4%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1240,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>12.4%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100833,"일반공격 적중시 <Fontblue>12.6%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1260,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>12.6%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100834,"일반공격 적중시 <Fontblue>12.8%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1280,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>12.8%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100835,"일반공격 적중시 <Fontblue>13%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1300,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>13%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100836,"일반공격 적중시 <Fontblue>13.2%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1320,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>13.2%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100837,"일반공격 적중시 <Fontblue>13.4%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1340,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>13.4%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100838,"일반공격 적중시 <Fontblue>13.6%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1360,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>13.6%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100839,"일반공격 적중시 <Fontblue>13.8%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1380,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>13.8%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100840,"일반공격 적중시 <Fontblue>14%</>확률로 주변의 적 3명에게
<Fontblue>하기오스의 낙뢰</>를 최대 <Fontblue>3회</> 시전합니다.
낙뢰에 피격 된 대상은,
<Fontblue>물리공격력32%+마법공격력32%</>의 피해와,
<FontBlue>1초간 이동속도가 50% 감소</> 되며,
<Fontblue>마지막 낙뢰는 1초간 대상을 스턴</> 시킵니다.
(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,1400,85,1,990130,Icon_Buff_CapeEquipEffect_01,하기오스의 망토 착용효과,일반공격 적중시 <Fontblue>14%</>확률로 주변의 적 3명에게<fontblue>낙뢰 3회</>. 데미지+이동속도50%감소+마지막 낙뢰는 대상에 스턴 1초. 쿨타임2분
7100901,"일반공격 적중시 <Fontblue>6.2%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력20.0%+마법공격력20.0%</>의 피해와
<FontBlue>50% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,620,85,1,990401,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>6.2%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+50%확률로 0.5초 스턴. 쿨타임2분
7100902,"일반공격 적중시 <Fontblue>6.4%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력20.3%+마법공격력20.3%</>의 피해와
<FontBlue>51.7% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,640,85,1,990402,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>6.4%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+51.7%확률로 0.5초 스턴. 쿨타임2분
7100903,"일반공격 적중시 <Fontblue>6.6%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력20.6%+마법공격력20.6%</>의 피해와
<FontBlue>53.4% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,660,85,1,990403,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>6.6%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+53.4%확률로 0.5초 스턴. 쿨타임2분
7100904,"일반공격 적중시 <Fontblue>6.8%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력20.9%+마법공격력20.9%</>의 피해와
<FontBlue>55.1% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,680,85,1,990404,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>6.8%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+55.1%확률로 0.5초 스턴. 쿨타임2분
7100905,"일반공격 적중시 <Fontblue>7%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력21.2%+마법공격력21.2%</>의 피해와
<FontBlue>56.8% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,700,85,1,990405,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>7%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+56.8%확률로 0.5초 스턴. 쿨타임2분
7100906,"일반공격 적중시 <Fontblue>7.2%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력21.5%+마법공격력21.5%</>의 피해와
<FontBlue>58.5% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,720,85,1,990406,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>7.2%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+58.5%확률로 0.5초 스턴. 쿨타임2분
7100907,"일반공격 적중시 <Fontblue>7.4%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력21.8%+마법공격력21.8%</>의 피해와
<FontBlue>60.2% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,740,85,1,990407,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>7.4%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+60.2%확률로 0.5초 스턴. 쿨타임2분
7100908,"일반공격 적중시 <Fontblue>7.6%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력22.1%+마법공격력22.1%</>의 피해와
<FontBlue>61.9% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,760,85,1,990408,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>7.6%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+61.9%확률로 0.5초 스턴. 쿨타임2분
7100909,"일반공격 적중시 <Fontblue>7.8%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 4회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력22.4%+마법공격력22.4%</>의 피해와
<FontBlue>63.6% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,780,85,1,990409,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>7.8%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 4회</>. 데미지+63.6%확률로 0.5초 스턴. 쿨타임2분
7100910,"일반공격 적중시 <Fontblue>8%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력22.7%+마법공격력22.7%</>의 피해와
<FontBlue>65.3% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,800,85,1,990410,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>8%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+65.3%확률로 0.5초 스턴. 쿨타임2분
7100911,"일반공격 적중시 <Fontblue>8.2%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력23%+마법공격력23%</>의 피해와
<FontBlue>67% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,820,85,1,990411,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>8.2%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+67%확률로 0.5초 스턴. 쿨타임2분
7100912,"일반공격 적중시 <Fontblue>8.4%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력23.3%+마법공격력23.3%</>의 피해와
<FontBlue>68.7% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,840,85,1,990412,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>8.4%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+68.7%확률로 0.5초 스턴. 쿨타임2분
7100913,"일반공격 적중시 <Fontblue>8.6%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력23.6%+마법공격력23.6%</>의 피해와
<FontBlue>70.4% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,860,85,1,990413,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>8.6%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+70.4%확률로 0.5초 스턴. 쿨타임2분
7100914,"일반공격 적중시 <Fontblue>8.8%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력23.9%+마법공격력23.9%</>의 피해와
<FontBlue>72.1% 확률로 0.5초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,880,85,1,990414,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>8.8%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+72.1%확률로 0.5초 스턴. 쿨타임2분
7100915,"일반공격 적중시 <Fontblue>9%</>확률로 자기 주변을 기준으로 일정 범위 내 랜덤한 위치에 
<Fontblue>대지파괴 스킬을 5회</> 시전합니다.
바위에 피격 된 대상은,
<Fontblue>물리공격력24.2%+마법공격력24.2%</>의 피해와
<FontBlue>73.8% 확률로 0.6초간 스턴상태가</> 됩니다.

(이 효과는 2분에 한번만 발동됩니다.)
(적용장소 : 모든 장소에서 적용)",,12,900,85,1,990415,Icon_Buff_CapeEquipEffect_01,각성한 엠브리온의 망토 착용효과,일반공격 적중시 <Fontblue>9%</>확률로 일정 범위 내 랜덤한 위치에<fontblue>대지 파괴 5회</>. 데미지+73.8%확률로 0.6초 스턴. 쿨타임2분
