Key,Value,WarningSoundPlay
PK_MODE_TIP,"파티는 어떤 경우에도 공격할 수 없습니다.
적대 혈맹은 PK모드와는 <FontRed>관계 없이</> 공격 가능합니다.",0
DUNGEON_ALERT_ALTEROFMADNESS_FIRESEED_PARTY,<FontBlue>[Name]</>님이 <FontRed>[BuffName]</>가 붙었습니다.,0
DUNGEON_ALERT_ALTEROFMADNESS_FIRESEED_SELF,<FontRed>불씨</>가 붙었습니다! 곧 폭발합니다!,0
DUNGEON_ALERT_ALTEROFMADNESS_IGNITION_PARTY,<FontBlue>[Name]</>님이 <FontRed>[BuffName]</> 상태입니다! 주의하세요!,0
DUNGEON_ALERT_ALTEROFMADNESS_IGNITION_SELF,<FontRed>[BuffName]</> 상태입니다! 주의하세요!,0
EVENTGACHA_REMAINS,남은 수량 <BlueBold>[Count]</>,0
EVENTGACHA_REWARD,[Rank]위 보상! [Reward] 획득!!,0
EVENTGACHA_READY,현재 최고의 상품을 준비 중입니다!,0
EVENTGACHA_END,이벤트가 종료되었습니다.,0
EVENTGACHA_RESET_TIME,상품은 <Blue>[ResetTime]</>분마다 초기화됩니다.,0
EVENTGACHA_EVENT_COUNT,이벤트 회차 : <Blue>[Count]</>,0
EVENTGACHA_EVENT_MAX_COUNT,<Blue> / [MaxCount]</>,0
EVENTGACHA_RANK,[Rank]위,0
EVENTGACHA_PERIOD,[yyyy-mm-dd],0
EVENTPERIOD_ACHIEVEMENT,[yyyy-mm-dd],0
MONSTERBOOK_SELECT_NONBINDCORE,"비귀속 아이템이 선택되었습니다.
계속 하시겠습니까?",0
MONSTERBOOK_SELECT_REGISTCORE,주의! 수집에 이용가능한 아이템이 포함되어 있습니다.,0
MONSTERBOOK_BREAK_SELECTCORE,선택한 [Count]개의 아이템을 분해하시겠습니까?,0
PARTYDUNGEON_TIMEATTACK,공략시간,0
PARTYDUNGEON_APPEAR_MONSTER,출현 몬스터,0
PARTYDUNGEON_POSSIBLE_COUNT_TODAY,오늘 획득 가능 횟수,0
PARTYDUNGEON_JOIN,던전 참가,0
PARTYDUNGEON_DIFFICULTY_EASY,쉬움,0
PARTYDUNGEON_DIFFICULTY_HARD,어려움,0
PARTYDUNGEON_DIFFICULTY_NORMAL,보통,0
PARTYDUNGEON_POSSIBLE,가능,0
PARTYDUNGEON_IMPOSSIBLE,불가능,0
PARTYDUNGEON_DUNGEON_NAME,던전 이름,0
PARTYDUNGEON_DIFFICULTY,난이도,0
PARTYDUNGEON_COMBAT,전투력,0
PARTYDUNGEON_LEVEL,레벨,0
PARTYDUNGEON_DEGREE_OF_PROGRESS,진행도,0
PARTYDUNGEON_REGISTER_ORDER,등록 순,0
PARTYDUNGEON_CHECK_GET_REWARD,보상 획득 여부,0
PARTYDUNGEON_SHOW_TO_ENTER,참가 가능 던전만 보기,0
PARTYDUNGEON_LIST_REFRESH,새로 고침,0
PARTYDUNGEON_OPEN_DUNGEON_COUNT,열려있는 던전 수,0
PARTYDUNGEON_EMPTY,열려있는 시공의 균열이 없습니다.,0
PARTYDUNGEON_START_DESC,[TaskName] 과제가 시작되었습니다.,0
PARTYDUNGEON_FAILD_DESC,[TaskName] 과제 달성에 실패했습니다.,0
PARTYDUNGEON_PROGRESS,총 진행률,0
PARTYDUNGEON_OPENTIME,던전 오픈 시간,0
PARTYDUNGEON_POSSIBLE_REWARD_COUNT_TODAY,오늘 보상 획득 가능 횟수,0
PARTYDUNGEON_MAIN_REWARD,특별 보상,0
PARTYDUNGEON_RECRUIT_LIST,파티 모집 목록,0
PARTYDUNGEON_SHORTCUT,바로 가기,0
PARTYDUNGEON_JOIN2,시공의 균열 참가,0
PARTYDUNGEON_NAME,던전 이름,0
PARTYDUNGEON_REQUIRE_LEVEL,필요 레벨,0
PARTYDUNGEON_REQUIRE_COMBAT,필요 전투력,0
PARTYDUNGEON_PERSONAL,인원,0
PARTYDUNGEON_CONTRIBUTE,전투 기여도,0
PARTYDUNGEON_CLASS,클래스,0
PARTYDUNGEON_PARTY_INFO,참가 파티 정보,0
PARTYDUNGEON_PARTY_INFO_TIP,시공의 균열 마지막 과제에 참여한 플레이어의 기록만 출력합니다.,0
PARTYDUNGEON_BOARD_TITLE,시공의 균열 현황판,0
PARTYDUNGEON_HELP_CANCEL,현재 진행중인 시공의 균열 파티원 모집을 취소하시겠습니까?,0
PARTYDUNGEON_HELP_CANCEL_SYSTEM,시공의 균열 파티원 모집이 취소 되었습니다.,0
PARTYDUNGEON_HELP_IN_ERROR,해당 시공의 균열에 이미 입장한 상태입니다.,0
PARTYDUNGEON_HELP_COOLDOWN,시공의 균열 파티원 모집은 [n]초 후 가능합니다.,0
PARTYDUNGEON_DISSOLVE_PARTY,"파티를 해산 하고 모두 시공의 균열에서 나갑니다.
파티를 해산 하시겠습니까?",0
PARTYDUNGEON_RECRUIT,파티원 모집,0
PARTYDUNGEON_RECRUIT_OFF,파티원 모집하기,0
PARTYDUNGEON_RECRUIT_ON,파티원 모집 중,0
PARTYDUNGEON_RECRUIT_SETTING_CHANGE,"현재 진행 중인 파티 모집을 취소하거나,
기존의 제한 조건으로 파티 모집을 다시 할 수 있습니다.",0
PARTYDUNGEON_RECRUIT_STOP,파티원 모집 취소,0
PARTYDUNGEON_RECRUIT_RETRY,재 모집,0
PARTYDUNGEON_CHARGE_TITLE,보상 획득 횟수를 충전 하시겠습니까?,0
PARTYDUNGEON_CHARGE_COUNT,오늘 충전 가능 횟수: [Count1],0
PARTYDUNGEON_CHARGE_FAIL,충전 가능 횟수가 부족 합니다.,0
PARTYDUNGEON_CHARGE_SUCCESS,보상 획득 가능 횟수가 충전 되었습니다.,0
PARTYDUNGEON_UNABLE_TO_ENTER_GUIDE,"최근 진행 중 탈주한 기록이 있어서
일정 시간 동안 입장이 불가능합니다.
입장 가능 시간 <FontYellow> [Time] </>남음",0
PARTYDUNGEON_CANT_ENTRANCE,입장 불가,0
PARTYDUNGEON_LEAVE_POPUP,"지금 나갈 경우 페널티를 받게 됩니다.
정말 나가시겠습니까?",0
PARTYDUNGEON_RESULT_NOREWARD,보상 획득 가능 횟수를 모두 소진하여 획득 할 수 없습니다.,0
PARTYDUNGEON_POPUP_NOREWARD,"보상을 획득 할 수 없습니다.
보상 획득 횟수를 충전 하시겠습니까?",0
PARTYDUNGEON_REWARD_FIXED,고정 보상,0
PARTYDUNGEON_REWARD_RANDOM,랜덤 보상,0
PARTYDUNGEON_CHARGE_FULL,보상 획득 횟수가 있을 경우 충전할 수 없습니다.,0
PARTYDUNGEON_SCHEDULE_END_NOTICE,미정,0
PARTYDUNGEON_POPUP_NOTHINGOPEN,현재 열려 있는 시공의 균열이 없습니다.,0
PARTYDUNGEON_POPUP_CLOSED,균열이 닫혀 있어 입장할 수 없습니다.,0
PARTYDUNGEON_POPUP_EXIT,"시공의 균열 진행 중에는 사용할 수 없습니다.
우선 시공의 균열을 종료해 주시기 바랍니다.",0
PARTYDUNGEON_HARDMODE_NOTICE_01,보스와 전투 시 구역 출입이 제한됩니다.,0
PARTYDUNGEON_HARDMODE_NOTICE_02,제자리 부활의 대기 시간이 추가됩니다.,0
PARTYDUNGEON_HARDMODE_NOTICE_03,물약 재사용 시간이 증가합니다.,0
PARTYDUNGEON_HARDMODE_RECRUIT_NOTICE_ABILITYMIN,"해당 던전의
제한 특성 대항력 이상으로 입력해야 합니다.

제한 특성 대항력 : [RecommendedAbilityType] [RecommendedAbilityPower]",0
PARTYDUNGEON_HARDMODE_RECRUIT_NOTICE_ABILITYMAX,"특성 대항력 최대 입력값은 9999입니다.
최대 입력값 이하로 입력해주세요.",0
PARTYDUNGEON_CONTRIBUTE_RANKING,전투 기여도 순위,0
PARTYDUNGEON_CONTRIBUTE_JOIN_REWARD,지원 참가 보상,0
PARTYDUNGEON_CONTRIBUTE_PERSONAL_REWARD,개인 참가 보상,0
TOWN_ENTER_PROGRESS,마을로 이동하는 중,0
STORAGE_UNABLE,[StorageName]는 50레벨 이상 사용가능합니다.,0
ATTENDANCE_NEWSERVER,신규 서버,0
AUTO_SELL_SELECT,자동 판매 선택,0
AUTO_SELL_TIP,사용 선택 시 30초마다 습득한 아이템을 자동으로 판매합니다.,0
COMMON_HOLD_EFFECT,보유 효과,0
COMMON_KEEP_EFFECT,효과 유지,0
COMMON_HOLD_EFFECT_CHANGE,보유 효과 변경,0
COMMON_HOLD_EFFECT_PREVIEW,보유 효과 미리보기,0
COMMON_HOLD_MATERIAL,보유 재료,0
COMMON_LOCK_MATERIAL_NAME,변환 잠금 재료 이름,0
COMMON_HOLD_EFFECT_DESC,보유 효과 변경 선택 시 모든 보유 효과가 랜덤으로 선택 됩니다.,0
COMMON_LOCK_MATERIAL_DESC,"변환 잠금 재료를 사용하면, 해당 효과는 변경되지 않고 유지됩니다.",0
COMMON_EFFECT_LOCK_VOLUME,(효과 [VALUE]개 잠금),0
COMMON_ACQUIRE,습득,0
COMMON_HOLD_GOODS,보유 재화,0
COMMON_PUT_ON_EFFECT,착용 효과,0
COMMON_LEVELUP_MAX,최대 레벨업,0
COMMON_LEVELUP_MATERIAL_ERROR,레벨업 재료 부족,0
COMMON_HOLD_EFFECT_COUNT,보유 효과 개수:,0
COMMON_ACQUIRE_CONDITION,습득 조건,0
COMMON_COLOR_CHANGE,색상 변경,0
GUILD_HOLD_MATERIAL,혈맹 보유 재료,0
COMMON_CHANGE_POINT_NO,변경 사항 없음,0
SERVER_CHANGE_WARNING,[주의],0
SERVER_CHANGE_DESC1,선택한 서버로 캐릭터 서버 이전을 신청합니다.,0
SERVER_CHANGE_DESC2,선택이 완료되면 이전할 서버를 변경할 수 없습니다.,0
GUILD_NAME_REGISTER,혈맹 이름 등록,0
ACCOUNT_DEPOT_TITLE,계정 창고,0
CORE_LUMP_SELECT,일괄 선택,0
CORE_SELECT_DEAL_IMPOSSIBILITY,거래 불가능 아이템 선택,0
CORE_SELECT_DEAL_POSSIBILITY,거래 가능 아이템 선택,0
CORE_INCLUDE_DEAL_POSSIBILITY,거래 가능 코어 포함,0
CORE_SELECT_REGISTER_COMPLETE,등록이 완료된 아이템만 선택,0
COMMON_REAL_TIME_TITLE,실시간,0
EVENT_SOULCRYSTAL_EXTRACTION,집혼석 추출 비용 이벤트 중,0
INFO_MONSTER_TYPE,몬스터 타입,0
INFO_MONSTER_GRADE,몬스터 등급,0
INFO_MONSTER_GET_CORE,획득가능 코어,0
AUTO_SELL_USE,사용,0
AUTO_SELL_NOT_USE,사용안함,0
COMMON_AUTO_SELL_TIP,* 일정 시간마다 습득한 아이템을 자동으로 판매합니다.,0
DUNGEON_ALERT_ALTEROFMADNESS_TARGETING,<FontBlue>[Name]</>이 <FontRed>표적</>이 되었습니다. 모여서 맞아 피해를 분산하세요!,0
HERO_DUNGEON_QUEST_MADNESS_08,길이 막혀 있습니다. 폭탄이 있다면….,0
HERO_DUNGEON_QUEST_MADNESS_09,쓰러진 폭탄병에게서 폭탄을 구했습니다. (폭탄 수량 : 2/2),0
HERO_DUNGEON_QUEST_MADNESS_10,폭탄으로 바리케이트가 해체됐습니다. (폭탄 수량 : 1/2),0
HERO_DUNGEON_QUEST_MADNESS_11,파아그리오의 힘이 폭주하고 있습니다!!,0
QUEST_TYPE_STORAGE,창고,0
TARGET_CHANGE_SERVER,이전 서버 변경,0
CONTINUE_BUY,구매 계속하기,0
CONTINUE_CHANGE_SERVER,서버 이전 계속하기,0
OLD_SERVER_NAME,(이전 서버 : [Name]),0
NEED_TO_BUY_MONTHLYITEM,"<YellowBold>매일 사냥 혜택</> 상품을 구입하시면
<YellowBold>자동 판매</> 기능을 사용할수 있습니다.
상점으로 이동 하시겠습니까?",0
NEED_TO_BUY_MONTHLYITEM_QUEST,"<YellowBold>매일 퀘스트 혜택</> 상품을 구입하시면 
<YellowBold>자동 퀘스트</> 기능을 사용할수 있습니다.
상점으로 이동 하시겠습니까?",0
EVENTGACHA_EMPTY,진행 중인 이벤트가 없습니다.,0
DAYILY_BANEFIT_TITLE,매일 혜택 상점,0
PACKAGE_SHOP_TITLE,패키지 상점,0
ALLIANCE_CREATE,동맹 창설,0
ALLIANCE_CREATE_PENALTY,<FontRed>[TimeValue]</> 후 동맹 창설이 가능합니다.,0
ALLIANCE_CREATE_DESC,마음이 맞는 혈맹과 함께 아덴 월드에서 모험을 즐기세요!,0
ALLIANCE_CREATE_CONDITION,동맹 창설 조건,0
ALLIANCE_CREATE_CONDITION_ERROR,"동맹 창설 조건을 만족하지 못하였습니다.
1. 혈맹 레벨 5이상 달성
2. 동맹 탈퇴(해산) 페널티가 없는 상태",0
ALLIANCE_JOIN,동맹 가입,0
ALLIANCE_JOIN_DESC,"동맹에 가입하여, 다양한 동맹 컨텐츠를 즐겨보세요!",0
ALLIANCE_NAME_REGISTER,동맹 이름을 입력해주세요.,0
ALLIANCE_INTRODUCE_REGISTER,동맹 소개글을 작성해주세요. (최대 100글자),0
ALLIANCE_INTEREST_SELECT,아래에서 동맹 관심사를 선택해주세요.,0
ALLIANCE_INTRODUCE_REGISTER_FIX,동맹 인사말 수정,0
ALLIANCE_DISPERSE_DAY_LIMIT,동맹을 창설한 혈맹의 군주가 동맹 대표의 역할을 수행합니다.,0
ALLIANCE_CREATE_COST_ERROR,피의 증거가 부족합니다.,0
ALLIANCE_FRIENDLY,친목,0
ALLIANCE_GROWTH,성장,0
ALLIANCE_BOSS,보스,0
ALLIANCE_PK,PK,0
ALLIANCE_HOSTILITYWAR,적대 전쟁,0
ALLIANCE_BATTLEFIELD,전장,0
ALLIANCE_FORTRESS,요새전,0
ALLIANCE_CASTLESIEGE,공성전,0
ALLIANCE_LOGO,동맹 문장,0
ALLIANCE_BELONG_GUILD,소속된 혈맹,0
ALLIANCE_MEMBERS,인원,0
ALLIANCE_INTEREST,관심사,0
ALLIANCE_INTRODUCE,동맹 소개,0
ALLIANCE_NAME_SEARCH,동맹 이름 검색,0
ALLIANCE_JOIN_REQUEST,가입 요청,0
ALLIANCE_INFO,동맹 정보,0
ALLIANCE_MEMBERS_PEOPLE,동맹원,0
ALLIANCE_ADMIN,동맹 관리,0
ALLIANCE_NOTICE,동맹 공지사항,0
ALLIANCE_LEAVE,동맹 탈퇴,0
ALLIANCE_LEAVE_DESC,"정말 동맹을 탈퇴하시겠습니까?

동맹 탈퇴 후에는 <FontRed>[Value]</>일 동안 
새로운 동맹 창설 및 동맹 가입이 제한됩니다.",0
ALLIANCE_BREAK_UP_DESC,"정말 동맹을 파기하시겠습니까?

동맹 파기 후에는 <FontRed>[Value]</>일 동안 
새로운 동맹을 맺을 수 없습니다.",0
ALLIANCE_BREAK_UP_REMIND,"정말 동맹을 해산하시겠습니까?
해산된 동맹은 다시 복구할 수 없습니다.",0
ALLIANCE_LEAVE_REMIND,"정말 동맹을 탈퇴하시겠습니까?
동맹을 탈퇴하면 패널티가 적용됩니다.",0
ALLIANCE_NOTICE_FIX,동맹 공지 수정,0
ALLIANCE_INTRODUCE_FIX,동맹 소개 수정,0
AUTOQUEST_SCROLL_USE_COUNT,서브 퀘스트 완료 횟수,0
AUTOQUEST_WEEKQUEST_COUNT,주간 퀘스트 완료 횟수,0
AUTOQUEST_EXP,획득 경험치,0
AUTOQUEST_ADENA,획득 아데나,0
AUTOQUEST_REWARD_ITEM,퀘스트 보상 아이템,0
AUTOQUEST_CANCEL,자동 수행 취소,0
AUTOQUEST_SELECTSCROLL_USE,자동 수행,0
ALLIANCE_MASTER,동맹 대표,0
ALLIANCE_MEMBERS_LONG,동맹 인원,0
ALLIANCE_CREATE_DAY,동맹 창설일,0
ALLIANCE_INVITE,동맹 초대,0
ALLIANCE_WAIT_AGREE,동맹 수락 대기중,0
ALLIANCE_ANNULMENT,동맹 파기,0
ALLIANCE_ANNULMENT_DESC,정말 동맹을 파기하시겠습니까?,0
ALLIANCE_GUILD_LOCK,잠겨 있음,0
ALLIANCE_PENALTY_TIME,탈퇴(추방) 페널티 시간,0
ALLIANCE_AGIT_ENTERANCE,아지트 입장,0
ALLIANCE_LOGO_REGISTER,동맹 문장 등록,0
ALLIANCE_LOGO_REGISTER_DESC1,- 문장 이미지는 256*128 사이즈로 제작해야 합니다.,0
ALLIANCE_LOGO_REGISTER_DESC2,- 이미지 파일은 TGA 파일만 등록할 수 있습니다.,0
ALLIANCE_LOGO_REGISTER_DESC3,- 등록하신 문장은 매주 월요일 04시에 적용됩니다.,0
ALLIANCE_LOGO_REGISTER_DESC4,"비방, 음란물 등 타인에게 불쾌감을 주는 문장 등록 시, 삭제 조치가 되고 불이익을 받으실 수 있습니다.",0
ALLIANCE_REGISTER,등록,0
ALLIANCE_LOGO_REGISTER_UPLOAD,"동맹 문장을 업로드 하시겠습니까?
등록 후에는 일정 재화를 사용해야지만, 문장을 변경할 수 있습니다.",0
ALLIANCE_REGISTER_IMAGE,문장 이미지를 먼저 등록해주세요.,0
ALLIANCE_REGISTER_FILE_KB,"파일 용량이 초과되었습니다.
[Kb]Kb까지 등록할 수 있습니다.",0
ALLIANCE_CHARACTER_INFO,캐릭터 정보,0
ALLIANCE_WEEK_CONTRIBUTION,이번주 공헌도,0
ALLIANCE_MEMO,메모,0
ALLIANCE_ONLINE,Online,0
ALLIANCE_GUILD_MEMBER_SEARCH,동맹 혈맹원 검색,0
ALLIANCE_AUTO_REJECT_DESC,"<FontYellow>[Day]</>일 동안 응답하지 않으면, 자동 거절 됩니다.",0
ALLIANCE_GUILD_NAME_SEARCH,초대할 혈맹 이름 검색,0
COMMON_TIME_AGO,[Time]전,0
ALLIANCE_COUNT_MAX,[COUNT]/[MAXCOUNT]명,0
ALLIANCE_GUILD_MASTER,혈맹 대표,0
ALLIANCE_CONCLUSION,동맹 체결,0
ALLIANCE_GUILD_SLOT_MAX_ERROR,"동맹이 가득 차 있어, 동맹 신청을 받을 수 없습니다.",0
AUTOQUEST_SUB_TITLE,자동 서브 퀘스트,0
AUTOQUEST_SCROLL_TITLE,자동 주간 퀘스트,0
GUILD_WAR_END,전쟁 종료,0
AUTOQUEST_COMPLETE,자동 퀘스트 진행 완료,0
AUTOQUEST_CANCEL_GUIDE,"자동 수행을 취소 하시겠습니까?
취소 후, 다시 자동 수행을 하실 수 있습니다.",0
AUTOQUEST_SELECTSCROLL_ENABLE,"이미 오늘 수행 가능 횟수만큼 
선택되었습니다.",0
AUTOQUEST_SELECTSCROLL_FULL,3종류까지만 선택할 수 있습니다.,0
CANT_IN_PARTYDUNGEON,시공의 균열 진행 중에는 사용할 수 없습니다.,0
PARTY_DUNGEON_OPENTIME,[M]월 [D]일 [H]시 [m]분 열림,0
TUTORIAL_CHARACTER_NAME,발디르,0
OFFICIAL_COMMUNITY,공식 커뮤니티,0
ITEM_PERIOD,[Time] 까지 사용 가능,0
ITEM_PERIOD_WARNNING,"상품 구성 아이템 사용가능 기간이 
<FontRed>[Time]</>까지 입니다.
구매하시겠습니까?",0
PERIOD_EXPIRED_ITEM,사용 기간이 만료되었습니다.,0
PERIOD_EXPIRED_ITEM_DESC,[ItemName] 기간제 아이템의 사용기간이 만료되어 삭제되었습니다.,0
PERIOD_EXPIRED_SHOP,상품의 사용 기간이 만료되어 구매할 수 없습니다.,0
PERIOD_EXPIRED_ITEMCRAFT,사용 기간이 만료되어 획득할 수 없습니다.,0
TUTORIAL_CANT_START_IN_DUNGEON,튜토리얼을 시작할 수 없는 장소입니다.,0
SERVER_TRANSFER_WAREHOUSENOTEMPTY,"현재 서버의 계정 창고에 아이템이 있는 경우,
서버 이전 신청이 불가합니다.
창고를 모두 비운 후 다시 이용 부탁드립니다.",0
SHOP_PRODUCT_DETAIL_DEFAULT,패키지 구성 상품 상세,0
SHOP_PRODUCT_DETAIL_GUILD,혈맹원 지급 상품 상세,0
SHOP_PRODUCT_DETAIL_SHOPPER,구매자 지급 상품 상세,0
EVENT_DICE_POINT_INFO_TITLE,주사위 포인트 정보,0
EVENT_DICE_POINT_INFO_DESC,"주사위 포인트는 하단의 컨텐츠에서 획득이 가능하며, 획득 포인트는 다음과 같습니다.",0
EVENT_DICE_GET_POINT_DESC,"1. 주간 퀘스트 클리어 시 (15P)
2. 혈맹 개인 아지트 퀘스트 완료 시 (20P)
3. 장비 던전 입장 시 (40P)
4. 시공의 균열 완료 보상 획득 시 (20P)
5. 자유 요새전 플레이 완료 시 (300P)
6. 한정 상점에서 구매 (100P)",0
SERVER_TRANSFER_WAREHOUSENOTEMPTY_TITLE,계정 창고 상태 알림,0
CHANGABLE_OPTION_LIST,변경 가능한 보유 효과,0
CHANGABLE_OPTION_LIST_GUIDE,위 효과 중 한 가지가 무작위로 선택됩니다.,0
LARGEROOM_GUILD_VOICE_CHATTING,혈맹 음성 채팅,0
LARGEROOM_ENTERANCE_DESC,에 입장했습니다.,0
LARGEROOM_GUILD_VOICE_CHATTING_DESC,지휘 권한이 있으면 혈맹원에게 음성을 전달할 수 있습니다.,0
LARGEROOM_GUILD_VOICE_CHATTING_MINIDIALOG,"음성 채팅을 하기 위해선, 지휘 권한이 있어야해요!",0
LARGEROOM_COMMAND,지휘 권한,0
GUILD_MEMBER_LIST,혈맹원 목록,0
LARGEROOM_GUILD_VOICE_CHATTING_COMMAND_DESC,"군주, 부군주 외 3명에게 지휘 권한을 부여할 수 있습니다.
<ChatBlue>지휘 권한</>을 가진 유저는 <ChatBlue>혈맹 음성 채팅</>을 사용할 수 있습니다.",0
LARGEROOM_COMMAND_SETTING,지휘 권한 설정,0
LARGEROOM_GUILD_COMMAND_ERROR,존재하지 않는 혈맹원입니다.,0
LARGEROOM_GUILD_ASSIGN,"지휘 권한이 <FontYellow>부여</>되었습니다.
혈맹 음성 채팅을 사용할 수 있습니다.",0
LARGEROOM_GUILD_RELIEVE,"지휘 권한이 <FontRed>해제</>되었습니다.
혈맹 음성 채팅을 사용할 수 없습니다.",0
DIRECTION_FINALATTACK,Final Attack!,0
BOSS_CLEAR_CONTRIBUTION_PERCENT,: 처치 기여도 [Value]%,0
BOSS_CLEAR_FINALATTACK_PERCENT,피해량 [Value],0
BOSS_CLEAR,처치 완료,0
BOSS_CLEAR_GET_REWARD,처치 보상 획득!,0
BOSS_CLEAR_MY_REWARD,내가 획득한 보상,0
BOSS_CLEAR_CONTRIBUTION_TOP_REWARD,기여도 1위 보상,0
BOSS_CLEAR_FINALATTACK_REWARD,마지막 피해 보상,0
CHARACTER_TITLE_SORT,칭호 정렬 방식 선택,0
CHARACTER_TITLE_SORT_HIDDEN,습득할 수 없는 칭호 감추기,0
FREESIEGE_TITLE_30,30vs30 자유요새전,0
FREESIEGE_TITLE_DESC,실시간으로 진행되는 30vs30 규모의 자유요새전입니다. 누구나 참여 가능한 이곳에서 팀원들과 함께 대규모 전투를 경험해보세요.,0
FREESIEGE_TITLE_TIP,"자유요새전은 혼자서, 혹은 전장 파티를 맺어 진행할 수 있습니다. 자유요새전에서는 동등한 능력치의 캐릭터 및 클래스를 자유롭게 선택하여 사용하실 수 있습니다.",0
FREESIEGE_REWARD_CHECK,보상 확인,0
FREESIEGE_FIGHT_RECORD,이전 전투 기록,0
FREESIEGE_LAST_SELECT_CLASS,최종 선택 클래스,0
FREESIEGE_KILL_DEATH,[Value] 처치 / [Value] 사망,0
FREESIEGE_TRY_COUNT,[Count]회,0
FREESIEGE_WIN_TIE_LOSE,[WinCount]승 [TieCount]무 [LoseCount]패,0
FREESIEGE_REMAIN_TIME,[Hour]:[Minute]:[Second] 남음,0
FREESIEGE_TITLE,자유요새전,0
FREESIEGE_KILL_DEATH_DESC,처치 / 사망,0
FREESIEGE_RECORD,총 전적,0
FREESIEGE_WIN_RATE,승률,0
FREESIEGE_PLAY_TIME,진행 시간,0
FREESIEGE_ENTER,자유요새전 입장,0
FREESIEGE_START_DAY,매주 [Day],0
FREESIEGE_PLAY_TIME_DESC,[Time1] ~ [Time2] 이용 가능,0
SWAP_RECIPE,레시피 교환,0
SWAP_RECIPE_SELECT_GUIDE,교환할 레시피를 선택해주세요.,0
SWAP_RECIPE_OWN_LIST,보유 레시피 목록,0
SWAP_RECIPE_NO_POSSESSION,교환할 수 있는 레시피가 없습니다.,0
SWAP_RECIPE_SELECT_TIP,보유 레시피 중 1개를 선택하여 교환할 수 있습니다.,0
EQUIPMENTCRAFT_RECIPE,제작 재료 교환,0
EQUIPMENTCRAFT_RECIPE_SELECT_GUIDE,교환할 제작 재료를 선택해주세요.,0
EQUIPMENTCRAFT_RECIPE_OWN_LIST,보유 제작 재료 목록,0
EQUIPMENTCRAFT_RECIPE_NO_POSSESSION,교환할 수 있는 제작 재료가 없습니다.,0
EQUIPMENTCRAFT_RECIPE_SELECT_TIP,보유 제작 재료 중 1개를 선택하여 교환할 수 있습니다.,0
FREESIEGE_PLUS_SCORE,+[Count]점,0
FREESIEGE_ENTERANCE_POSSIBLE,입장신청가능,0
FREESIEGE_ENTERANCE_PLAYING,진행중,0
FREESIEGE_ENTERANCE_READY,참여신청완료,0
FREESIEGE_ENTERANCE_ERROR,해당 지역에서는 자유요새전 입장이 불가능합니다.,0
FREESIEGE_EXIT_TITLE,자유요새전을 나가시겠습니까?,0
FREESIEGE_EXIT_DESC,자유요새전 참여 횟수가 차감된 경우 다시 참여하는 것이 불가능 합니다.,0
FREESIEGE_SUBMISSION_COMPLETE,서브 미션 완료! [Count]점 획득!,0
FREESIEGE_SUBMISSION_TITLE,서브 미션,0
FREESIEGE_DEATH_TITLE,[TeamName]의 [Name]님에게 죽었습니다.,0
FREESIEGE_CLASS_CHANGE,클래스 변경,0
FREESIEGE_PLAYER_CARVING,각인중,0
FREESIEGE_SKILL_SETTING_OK,스킬 설정 완료,0
FREESIEGE_SKILL_SETTING_CONDITION,스킬 설정 변경은 Lv.31 이상부터 가능합니다.,0
FREESIEGE_SKILL_UNIQUESKILL_CONDITION,레어 스킬 (Lv.100),0
FREESIEGE_SKILL_REGISTER,등록 스킬,0
FREESIEGE_FINAL_SCORE,[Value]점,0
FREESIEGE_FINAL_SCORE_DESC,최종 점수,0
FREESIEGE_CARVING_SUCCESS,님이 성물 각인에 성공했습니다.,0
FREESIEGE_SELECT_CLASS,클래스 선택,0
FREESIEGE_SELECTING,선택중,0
FREESIEGE_READY_WAIT,준비중…,0
FREESIEGE_READY_OK,준비 완료,0
FREESIEGE_ENTERANCE_POPUP_TITLE,자유요새전 입장 준비,0
FREESIEGE_APPLY_TEAM_LEADER,팀 리더로 지원하기,0
FREESIEGE_MATCHING_WAIT,신청 완료 매칭 대기중…,0
FREESIEGE_ENTERANCE,자유요새전 입장,0
FREESIEGE_ENTERANCE_CANCEL,입장 신청 취소,0
FREESIEGE_ENTERANCE_MIDDLEWAY,중도 참여 신청,0
FREESIEGE_INVITE_PARTYMEMBER_EMPTY,초대할 수 있는 파티원이 없습니다.,0
FREESIEGE_MISSION_SCORE,미션 점수,0
FREESIEGE_RESULT_REWARD,결과 보상,0
FREESIEGE_CONTRUBUTION_REWARD,기여도 보상,0
FREESIEGE_REWARD_TITLE,획득 가능 보상,0
FREESIEGE_CLASS_PREVIEW,클래스 외형,0
FREESIEGE_SKILL_SETTING_CHANGE,스킬 설정 변경,0
FREESIEGE_CHARACTER_SELECT_OK,캐릭터 변경 완료,0
FREESIEGE_CHARACTER_SELECT_WAIT_TIME,변경 대기시간 [MM:SS],0
FREESIEGE_CLASS_CHANGE_PROGRESSBAR,클래스 변경 하러가기,0
MOVE_YOUR_OBSERVE,선택한 위치로 이동하시겠습니까?,0
MOVE_OBSERVE,이동,0
ITEM_SWAP_WARNING,"S등급 이상의 아이템이 포함되어 있습니다.
정말 교환하시겠습니까?",0
ITEM_SWAP_LIKE_WARNING,"즐겨찾기 되어 있는 아이템이 있습니다.
교환 후 아이템은 소멸됩니다.
계속 진행하시겠습니까?",0
ITEM_SWAP_RESULT,교환 결과,0
