笲M@9_aquiredId,AchievementGroupId,Type,GroupType,Name,Desc,TaskType,ItemAbilityId,CompleteNotifyType,TaskCount,AchievementIcon,EffectType,EffectParam,EffectType2,EffectParam2
540503,540502,5405,12,15,수호 특성 신발 초월 (3단계),수호 특성을 가진 36레벨 초월 신발을 수집하세요.,47,17,0,36,Icon_ItemAchievement_01,102,227,101,134
540504,540503,5405,12,15,수호 특성 신발 초월 (4단계),수호 특성을 가진 38레벨 초월 신발을 수집하세요.,47,17,0,38,Icon_ItemAchievement_01,102,336,101,198
540505,540504,5405,12,15,수호 특성 신발 초월 (5단계),수호 특성을 가진 40레벨 초월 신발을 수집하세요.,47,17,0,40,Icon_ItemAchievement_01,102,517,101,305
610201,,6102,9,15,용린 특성 투구 레벨 (1단계),용린 특성을 가진 15레벨 SR등급 투구를 수집하세요.,49,19,0,15,Icon_ItemAchievement_Helmet,26,87,58,44
610202,610201,6102,9,15,용린 특성 투구 레벨 (2단계),용린 특성을 가진 30레벨 SR등급 투구를 수집하세요.,49,19,0,30,Icon_ItemAchievement_Helmet,26,174,58,88
610203,610202,6102,9,15,용린 특성 투구 레벨 (3단계),용린 특성을 가진 15레벨 UR등급 투구를 수집하세요.,49,19,0,15,Icon_ItemAchievement_Helmet,26,296,58,149
610204,610203,6102,9,15,용린 특성 투구 레벨 (4단계),용린 특성을 가진 30레벨 UR등급 투구를 수집하세요.,49,19,0,30,Icon_ItemAchievement_Helmet,26,437,58,221
610205,610204,6102,9,15,용린 특성 투구 레벨 (5단계),용린 특성을 가진 40레벨 UR등급 투구를 수집하세요.,49,19,0,40,Icon_ItemAchievement_Helmet,26,673,58,340
610301,,6103,9,15,용린 특성 투구 강화 (1단계),용린 특성을 가진 +10강 투구를 수집하세요.,56,19,0,10,Icon_ItemAchievement_01,11,87,10,56
610302,610301,6103,9,15,용린 특성 투구 강화 (2단계),용린 특성을 가진 +15강 투구를 수집하세요.,56,19,0,15,Icon_ItemAchievement_01,11,174,10,113
610303,610302,6103,9,15,용린 특성 투구 강화 (3단계),용린 특성을 가진 +20강 투구를 수집하세요.,56,19,0,20,Icon_ItemAchievement_01,11,296,10,192
610304,610303,6103,9,15,용린 특성 투구 강화 (4단계),용린 특성을 가진 +25강 투구를 수집하세요.,56,19,0,25,Icon_ItemAchievement_01,11,437,10,284
610305,610304,6103,9,15,용린 특성 투구 강화 (5단계),용린 특성을 가진 +30강 투구를 수집하세요.,56,19,0,30,Icon_ItemAchievement_01,11,673,10,437
610401,,6104,9,15,용린 특성 레벨 달성 (1단계),2레벨 용린 특성을 가진 투구를 수집하세요.,48,19,0,2,Icon_ItemAchievement_Ability_12,233,69,60,76
610402,610401,6104,9,15,용린 특성 레벨 달성 (2단계),4레벨 용린 특성을 가진 투구를 수집하세요.,48,19,0,4,Icon_ItemAchievement_Ability_12,233,139,60,152
610403,610402,6104,9,15,용린 특성 레벨 달성 (3단계),6레벨 용린 특성을 가진 투구를 수집하세요.,48,19,0,6,Icon_ItemAchievement_Ability_12,233,235,60,258
610404,610403,6104,9,15,용린 특성 레벨 달성 (4단계),8레벨 용린 특성을 가진 투구를 수집하세요.,48,19,0,8,Icon_ItemAchievement_Ability_12,233,347,60,381
610405,610404,6104,9,15,용린 특성 레벨 달성 (5단계),10레벨 용린 특성을 가진 투구를 수집하세요.,48,19,0,10,Icon_ItemAchievement_Ability_12,233,535,60,587
610501,,6105,9,15,용린 특성 투구 초월 (1단계),용린 특성을 가진 32레벨 초월 투구를 수집하세요.,47,19,0,32,Icon_ItemAchievement_01,102,67,101,39
610502,610501,6105,9,15,용린 특성 투구 초월 (2단계),용린 특성을 가진 34레벨 초월 투구를 수집하세요.,47,19,0,34,Icon_ItemAchievement_01,102,134,101,79
610503,610502,6105,9,15,용린 특성 투구 초월 (3단계),용린 특성을 가진 36레벨 초월 투구를 수집하세요.,47,19,0,36,Icon_ItemAchievement_01,102,227,101,134
610504,610503,6105,9,15,용린 특성 투구 초월 (4단계),용린 특성을 가진 38레벨 초월 투구를 수집하세요.,47,19,0,38,Icon_ItemAchievement_01,102,336,101,198
610505,610504,6105,9,15,용린 특성 투구 초월 (5단계),용린 특성을 가진 40레벨 초월 투구를 수집하세요.,47,19,0,40,Icon_ItemAchievement_01,102,517,101,305
620201,,6202,10,15,용린 특성 갑옷 레벨 (1단계),용린 특성을 가진 15레벨 SR등급 갑옷을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Armor,26,87,58,44
620202,620201,6202,10,15,용린 특성 갑옷 레벨 (2단계),용린 특성을 가진 30레벨 SR등급 갑옷을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Armor,26,174,58,88
620203,620202,6202,10,15,용린 특성 갑옷 레벨 (3단계),용린 특성을 가진 15레벨 UR등급 갑옷을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Armor,26,296,58,149
620204,620203,6202,10,15,용린 특성 갑옷 레벨 (4단계),용린 특성을 가진 30레벨 UR등급 갑옷을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Armor,26,437,58,221
620205,620204,6202,10,15,용린 특성 갑옷 레벨 (5단계),용린 특성을 가진 40레벨 UR등급 갑옷을 수집하세요.,49,19,0,40,Icon_ItemAchievement_Armor,26,673,58,340
620301,,6203,10,15,용린 특성 갑옷 강화 (1단계),용린 특성을 가진 +10강 갑옷을 수집하세요.,56,19,0,10,Icon_ItemAchievement_01,11,87,10,56
620302,620301,6203,10,15,용린 특성 갑옷 강화 (2단계),용린 특성을 가진 +15강 갑옷을 수집하세요.,56,19,0,15,Icon_ItemAchievement_01,11,174,10,113
620303,620302,6203,10,15,용린 특성 갑옷 강화 (3단계),용린 특성을 가진 +20강 갑옷을 수집하세요.,56,19,0,20,Icon_ItemAchievement_01,11,296,10,192
620304,620303,6203,10,15,용린 특성 갑옷 강화 (4단계),용린 특성을 가진 +25강 갑옷을 수집하세요.,56,19,0,25,Icon_ItemAchievement_01,11,437,10,284
620305,620304,6203,10,15,용린 특성 갑옷 강화 (5단계),용린 특성을 가진 +30강 갑옷을 수집하세요.,56,19,0,30,Icon_ItemAchievement_01,11,673,10,437
620401,,6204,10,15,용린 특성 레벨 달성 (1단계),2레벨 용린 특성을 가진 갑옷을 수집하세요.,48,19,0,2,Icon_ItemAchievement_Ability_12,233,69,60,76
620402,620401,6204,10,15,용린 특성 레벨 달성 (2단계),4레벨 용린 특성을 가진 갑옷을 수집하세요.,48,19,0,4,Icon_ItemAchievement_Ability_12,233,139,60,152
620403,620402,6204,10,15,용린 특성 레벨 달성 (3단계),6레벨 용린 특성을 가진 갑옷을 수집하세요.,48,19,0,6,Icon_ItemAchievement_Ability_12,233,235,60,258
620404,620403,6204,10,15,용린 특성 레벨 달성 (4단계),8레벨 용린 특성을 가진 갑옷을 수집하세요.,48,19,0,8,Icon_ItemAchievement_Ability_12,233,347,60,381
620405,620404,6204,10,15,용린 특성 레벨 달성 (5단계),10레벨 용린 특성을 가진 갑옷을 수집하세요.,48,19,0,10,Icon_ItemAchievement_Ability_12,233,535,60,587
620501,,6205,10,15,용린 특성 갑옷 초월 (1단계),용린 특성을 가진 32레벨 초월 갑옷을 수집하세요.,47,19,0,32,Icon_ItemAchievement_01,102,67,101,39
620502,620501,6205,10,15,용린 특성 갑옷 초월 (2단계),용린 특성을 가진 34레벨 초월 갑옷을 수집하세요.,47,19,0,34,Icon_ItemAchievement_01,102,134,101,79
620503,620502,6205,10,15,용린 특성 갑옷 초월 (3단계),용린 특성을 가진 36레벨 초월 갑옷을 수집하세요.,47,19,0,36,Icon_ItemAchievement_01,102,227,101,134
620504,620503,6205,10,15,용린 특성 갑옷 초월 (4단계),용린 특성을 가진 38레벨 초월 갑옷을 수집하세요.,47,19,0,38,Icon_ItemAchievement_01,102,336,101,198
620505,620504,6205,10,15,용린 특성 갑옷 초월 (5단계),용린 특성을 가진 40레벨 초월 갑옷을 수집하세요.,47,19,0,40,Icon_ItemAchievement_01,102,517,101,305
630201,,6302,11,15,용린 특성 장갑 레벨 (1단계),용린 특성을 가진 15레벨 SR등급 장갑을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Gloves,26,87,58,44
630202,630201,6302,11,15,용린 특성 장갑 레벨 (2단계),용린 특성을 가진 30레벨 SR등급 장갑을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Gloves,26,174,58,88
630203,630202,6302,11,15,용린 특성 장갑 레벨 (3단계),용린 특성을 가진 15레벨 UR등급 장갑을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Gloves,26,296,58,149
630204,630203,6302,11,15,용린 특성 장갑 레벨 (4단계),용린 특성을 가진 30레벨 UR등급 장갑을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Gloves,26,437,58,221
630205,630204,6302,11,15,용린 특성 장갑 레벨 (5단계),용린 특성을 가진 40레벨 UR등급 장갑을 수집하세요.,49,19,0,40,Icon_ItemAchievement_Gloves,26,673,58,340
630301,,6303,11,15,용린 특성 장갑 강화 (1단계),용린 특성을 가진 +10강 장갑을 수집하세요.,56,19,0,10,Icon_ItemAchievement_01,11,87,10,56
630302,630301,6303,11,15,용린 특성 장갑 강화 (2단계),용린 특성을 가진 +15강 장갑을 수집하세요.,56,19,0,15,Icon_ItemAchievement_01,11,174,10,113
630303,630302,6303,11,15,용린 특성 장갑 강화 (3단계),용린 특성을 가진 +20강 장갑을 수집하세요.,56,19,0,20,Icon_ItemAchievement_01,11,296,10,192
630304,630303,6303,11,15,용린 특성 장갑 강화 (4단계),용린 특성을 가진 +25강 장갑을 수집하세요.,56,19,0,25,Icon_ItemAchievement_01,11,437,10,284
630305,630304,6303,11,15,용린 특성 장갑 강화 (5단계),용린 특성을 가진 +30강 장갑을 수집하세요.,56,19,0,30,Icon_ItemAchievement_01,11,673,10,437
630401,,6304,11,15,용린 특성 레벨 달성 (1단계),2레벨 용린 특성을 가진 장갑을 수집하세요.,48,19,0,2,Icon_ItemAchievement_Ability_12,233,69,60,76
630402,630401,6304,11,15,용린 특성 레벨 달성 (2단계),4레벨 용린 특성을 가진 장갑을 수집하세요.,48,19,0,4,Icon_ItemAchievement_Ability_12,233,139,60,152
630403,630402,6304,11,15,용린 특성 레벨 달성 (3단계),6레벨 용린 특성을 가진 장갑을 수집하세요.,48,19,0,6,Icon_ItemAchievement_Ability_12,233,235,60,258
630404,630403,6304,11,15,용린 특성 레벨 달성 (4단계),8레벨 용린 특성을 가진 장갑을 수집하세요.,48,19,0,8,Icon_ItemAchievement_Ability_12,233,347,60,381
630405,630404,6304,11,15,용린 특성 레벨 달성 (5단계),10레벨 용린 특성을 가진 장갑을 수집하세요.,48,19,0,10,Icon_ItemAchievement_Ability_12,233,535,60,587
630501,,6305,11,15,용린 특성 장갑 초월 (1단계),용린 특성을 가진 32레벨 초월 장갑을 수집하세요.,47,19,0,32,Icon_ItemAchievement_01,102,67,101,39
630502,630501,6305,11,15,용린 특성 장갑 초월 (2단계),용린 특성을 가진 34레벨 초월 장갑을 수집하세요.,47,19,0,34,Icon_ItemAchievement_01,102,134,101,79
630503,630502,6305,11,15,용린 특성 장갑 초월 (3단계),용린 특성을 가진 36레벨 초월 장갑을 수집하세요.,47,19,0,36,Icon_ItemAchievement_01,102,227,101,134
630504,630503,6305,11,15,용린 특성 장갑 초월 (4단계),용린 특성을 가진 38레벨 초월 장갑을 수집하세요.,47,19,0,38,Icon_ItemAchievement_01,102,336,101,198
630505,630504,6305,11,15,용린 특성 장갑 초월 (5단계),용린 특성을 가진 40레벨 초월 장갑을 수집하세요.,47,19,0,40,Icon_ItemAchievement_01,102,517,101,305
640201,,6402,12,15,용린 특성 신발 레벨 (1단계),용린 특성을 가진 15레벨 SR등급 신발을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Boots,26,87,58,44
640202,640201,6402,12,15,용린 특성 신발 레벨 (2단계),용린 특성을 가진 30레벨 SR등급 신발을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Boots,26,174,58,88
640203,640202,6402,12,15,용린 특성 신발 레벨 (3단계),용린 특성을 가진 15레벨 UR등급 신발을 수집하세요.,49,19,0,15,Icon_ItemAchievement_Boots,26,296,58,149
640204,640203,6402,12,15,용린 특성 신발 레벨 (4단계),용린 특성을 가진 30레벨 UR등급 신발을 수집하세요.,49,19,0,30,Icon_ItemAchievement_Boots,26,437,58,221
640205,640204,6402,12,15,용린 특성 신발 레벨 (5단계),용린 특성을 가진 40레벨 UR등급 신발을 수집하세요.,49,19,0,40,Icon_ItemAchievement_Boots,26,673,58,340
640301,,6403,12,15,용린 특성 신발 강화 (1단계),용린 특성을 가진 +10강 신발을 수집하세요.,56,19,0,10,Icon_ItemAchievement_01,11,87,10,56
640302,640301,6403,12,15,용린 특성 신발 강화 (2단계),용린 특성을 가진 +15강 신발을 수집하세요.,56,19,0,15,Icon_ItemAchievement_01,11,174,10,113
640303,640302,6403,12,15,용린 특성 신발 강화 (3단계),용린 특성을 가진 +20강 신발을 수집하세요.,56,19,0,20,Icon_ItemAchievement_01,11,296,10,192
640304,640303,6403,12,15,용린 특성 신발 강화 (4단계),용린 특성을 가진 +25강 신발을 수집하세요.,56,19,0,25,Icon_ItemAchievement_01,11,437,10,284
640305,640304,6403,12,15,용린 특성 신발 강화 (5단계),용린 특성을 가진 +30강 신발을 수집하세요.,56,19,0,30,Icon_ItemAchievement_01,11,673,10,437
640401,,6404,12,15,용린 특성 레벨 달성 (1단계),2레벨 용린 특성을 가진 신발을 수집하세요.,48,19,0,2,Icon_ItemAchievement_Ability_12,233,69,60,76
640402,640401,6404,12,15,용린 특성 레벨 달성 (2단계),4레벨 용린 특성을 가진 신발을 수집하세요.,48,19,0,4,Icon_ItemAchievement_Ability_12,233,139,60,152
640403,640402,6404,12,15,용린 특성 레벨 달성 (3단계),6레벨 용린 특성을 가진 신발을 수집하세요.,48,19,0,6,Icon_ItemAchievement_Ability_12,233,235,60,258
640404,640403,6404,12,15,용린 특성 레벨 달성 (4단계),8레벨 용린 특성을 가진 신발을 수집하세요.,48,19,0,8,Icon_ItemAchievement_Ability_12,233,347,60,381
640405,640404,6404,12,15,용린 특성 레벨 달성 (5단계),10레벨 용린 특성을 가진 신발을 수집하세요.,48,19,0,10,Icon_ItemAchievement_Ability_12,233,535,60,587
640501,,6405,12,15,용린 특성 신발 초월 (1단계),용린 특성을 가진 32레벨 초월 신발을 수집하세요.,47,19,0,32,Icon_ItemAchievement_01,102,67,101,39
640502,640501,6405,12,15,용린 특성 신발 초월 (2단계),용린 특성을 가진 34레벨 초월 신발을 수집하세요.,47,19,0,34,Icon_ItemAchievement_01,102,134,101,79
640503,640502,6405,12,15,용린 특성 신발 초월 (3단계),용린 특성을 가진 36레벨 초월 신발을 수집하세요.,47,19,0,36,Icon_ItemAchievement_01,102,227,101,134
640504,640503,6405,12,15,용린 특성 신발 초월 (4단계),용린 특성을 가진 38레벨 초월 신발을 수집하세요.,47,19,0,38,Icon_ItemAchievement_01,102,336,101,198
640505,640504,6405,12,15,용린 특성 신발 초월 (5단계),용린 특성을 가진 40레벨 초월 신발을 수집하세요.,47,19,0,40,Icon_ItemAchievement_01,102,517,101,305
