Id,GroupId,Name,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,AuctionTradingUnit,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoPreviewId,AbilityInfoId,SellingPrice,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,TypeDesc,ClassType,LimitDesc,UsingDesc,Desc,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId,PeriodItem,ItemUseDesc,GuildWarehouseGrantRestrict,LimitBreakInfoId
920140,900000,2018 복주머니,38,,18,12,12,6,3,3,,9,4,,0,,,Icon__GachaItem_LuckyBox_01,30000,253,,253,,253,,,,,0,,,,,,,,,,소모품,,,"함께하는 혈맹원에게 복을 전달하는 아이템입니다.
사용 시 고급 HP 포션 10개, 고급 MP 포션 10개, 정령탄 압축팩 1개, 텔레포트 주문서 5장, 던전 소탕권 5장, 부자되세요 폭죽 중 1 종을 랜덤하게 획득합니다.",사용 후 획득한 아이템은 거래할 수 없습니다,,,,0,,0,5,0,0,1,0,0,,,,0,
920141,900000,발렌타인 폭죽 랜덤 상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Firework01,30000,253,,253,,253,,,,,0,,,,,,,,,,소모품,,,사용 시 해피 발렌타인 폭죽/러브유 폭죽 중 1개를 랜덤하게 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
920142,900000,발렌타인 축복받은 강화주문서 묶음 상자,38,,18,12,12,6,3,3,,9,4,,1,,,Icon_Box_BlessedScroll_01,30000,253,,253,,253,,,,,0,,,,,,,,,,소모품,0,,"기간제 축복받은 강화주문서가 들어 있는 상자입니다.
사용 시 축복받은 강화주문서 종류 별로 1개씩 획득합니다.",사용 후 획득한 아이템은 거래할 수 없습니다,,,,0,,0,5,0,0,1,0,0,,,,0,
919264,919264,운영자 포션,80,,18,12,12,6,3,3,,9,4,,0,,,UI_Icon_CapeColorChange_01,30000,8,510003,253,,253,,,,,1,,,,,,,,,,물약,,,이벤트용 포션,,,,,0,,0,5,0,0,1,1,0,,,,0,
920143,900000,용사님의 케이크,38,,18,12,12,6,3,3,,9,4,,0,,,Icon__GachaItem_LuckyBox_02,30000,253,,253,,253,,,,,0,,,,,,,,,,소모품,,,"사용 시 S~SR등급 특성의 돌, 마프르의 가호, 미확인 비즈, 축복받은 강화주문서 류, SR등급 초월의 돌, 미확인 레시피를 랜덤하게 획득합니다.","용사님이 만들어주신 케이크, 같이 나누어 먹어요.",,,,0,,0,5,0,0,1,0,0,,,,0,
919265,919265,투명 포션,80,,18,12,12,6,3,3,,9,4,,0,,,Icon_Skill_Passive_22262,30000,8,510005,253,,253,,,,,1,,,,,,,,,,물약,,,이벤트용 포션,,,,,0,,0,5,0,0,1,1,0,,,,0,
490086,490027,망토 초월의 돌,105,,18,12,12,6,3,3,,9,4,,1,,,Icon_Transcendence_Cape,30000,253,1,253,,253,,,,,50000,,,,,12,13,,,,소모품,,,"망토 초월 시 재료로 사용 됩니다. 단, 영웅의 망토 초월에는 사용할 수 없습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
490087,490026,탑승펫 초월의 돌,106,,18,12,12,6,3,3,,9,4,,1,,,Icon_Transcendence_Pet,30000,253,1,253,,253,,,,,,,,,,12,13,,,,소모품,,,탑승펫 초월 시 재료로 사용 됩니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
10049,10000,복주머니 무기 연마제,46,,2,12,12,6,3,3,,9,4,,0,207,1,Icon_WeaponLevelMaterial_04,30000,253,,253,,253,,,,,,488,1,,,,,,,,재료,0,,새해 복이 가득 담긴 무기 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,0,0,0,0,0,0,,,,0,
10050,10000,복주머니 방어구 연마제,47,,2,12,12,6,3,3,,9,4,,0,305,1,Icon_ArmorLevelMaterial_04,30000,253,,253,,253,,,,,,488,1,,,,,,,,재료,0,,새해 복이 가득 담긴 방어구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,1,0,0,0,0,0,,,,0,
10051,10000,복주머니 장신구 연마제,48,,2,12,12,6,3,3,,9,4,,0,404,1,Icon_AccLevelMaterial_04,30000,253,,253,,253,,,,,,488,1,,,,,,,,재료,0,,새해 복이 가득 담긴 장신구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,2,0,0,0,0,0,,,,0,
10052,10000,복주머니 무기 연마제,46,,3,12,12,6,3,3,,9,4,,0,207,1,Icon_WeaponLevelMaterial_04,30000,253,,253,,253,,,,,,1194,1,,,,,,,,재료,0,,새해 복이 가득 담긴 무기 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,0,0,0,0,0,0,,,,0,
10053,10000,복주머니 방어구 연마제,47,,3,12,12,6,3,3,,9,4,,0,305,1,Icon_ArmorLevelMaterial_04,30000,253,,253,,253,,,,,,1194,1,,,,,,,,재료,0,,새해 복이 가득 담긴 방어구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,1,0,0,0,0,0,,,,0,
10054,10000,복주머니 장신구 연마제,48,,3,12,12,6,3,3,,9,4,,0,404,1,Icon_AccLevelMaterial_04,30000,253,,253,,253,,,,,,1194,1,,,,,,,,재료,0,,새해 복이 가득 담긴 장신구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,2,0,0,0,0,0,,,,0,
10055,10000,복주머니 무기 연마제,46,,4,12,12,6,3,3,,9,4,,0,207,1,Icon_WeaponLevelMaterial_04,30000,253,,253,,253,,,,,,2998,1,,,,,,,,재료,0,,새해 복이 가득 담긴 무기 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,0,0,0,0,0,0,,,,0,
10056,10000,복주머니 방어구 연마제,47,,4,12,12,6,3,3,,9,4,,0,305,1,Icon_ArmorLevelMaterial_04,30000,253,,253,,253,,,,,,2998,1,,,,,,,,재료,0,,새해 복이 가득 담긴 방어구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,1,0,0,0,0,0,,,,0,
10057,10000,복주머니 장신구 연마제,48,,4,12,12,6,3,3,,9,4,,0,404,1,Icon_AccLevelMaterial_04,30000,253,,253,,253,,,,,,2998,1,,,,,,,,재료,0,,새해 복이 가득 담긴 장신구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,2,0,0,0,0,0,,,,0,
10058,10000,복주머니 무기 연마제,46,,5,12,12,6,3,3,,9,4,,0,207,1,Icon_WeaponLevelMaterial_04,30000,253,,253,,253,,,,,,5997,1,,,,,,,,재료,0,,새해 복이 가득 담긴 무기 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,0,0,0,0,0,0,,,,0,
10059,10000,복주머니 방어구 연마제,47,,5,12,12,6,3,3,,9,4,,0,305,1,Icon_ArmorLevelMaterial_04,30000,253,,253,,253,,,,,,5997,1,,,,,,,,재료,0,,새해 복이 가득 담긴 방어구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,1,0,0,0,0,0,,,,0,
10060,10000,복주머니 장신구 연마제,48,,5,12,12,6,3,3,,9,4,,0,404,1,Icon_AccLevelMaterial_04,30000,253,,253,,253,,,,,,5997,1,,,,,,,,재료,0,,새해 복이 가득 담긴 장신구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,2,0,0,0,0,0,,,,0,
10061,10000,복주머니 무기 연마제,46,,6,12,12,6,3,3,,9,4,,1,207,1,Icon_WeaponLevelMaterial_04,30000,253,,253,,253,,,,,,10000,1,,,,,,,,재료,0,,새해 복이 가득 담긴 무기 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,0,0,0,0,0,0,,,,0,
10062,10000,복주머니 방어구 연마제,47,,6,12,12,6,3,3,,9,4,,1,305,1,Icon_ArmorLevelMaterial_04,30000,253,,253,,253,,,,,,10000,1,,,,,,,,재료,0,,새해 복이 가득 담긴 방어구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,1,0,0,0,0,0,,,,0,
10063,10000,복주머니 장신구 연마제,48,,6,12,12,6,3,3,,9,4,,1,404,1,Icon_AccLevelMaterial_04,30000,253,,253,,253,,,,,,10000,1,,,,,,,,재료,0,,새해 복이 가득 담긴 장신구 연마제입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,2,0,0,0,0,0,,,,0,
10064,10000,복주머니 집혼석 연마제,81,,2,12,12,6,3,3,,9,4,,0,511,1,Icon_SoulCrystalMaterial_04,30000,253,,253,,253,,,,,,1088,1,,,,,,,,재료,0,,새해 복이 가득 담긴 집혼석 연마제 입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,3,0,0,0,0,0,,,,0,
10065,10000,복주머니 집혼석 연마제,81,,3,12,12,6,3,3,,9,4,,0,511,1,Icon_SoulCrystalMaterial_04,30000,253,,253,,253,,,,,,2233,1,,,,,,,,재료,0,,새해 복이 가득 담긴 집혼석 연마제 입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,3,0,0,0,0,0,,,,0,
10066,10000,복주머니 집혼석 연마제,81,,4,12,12,6,3,3,,9,4,,0,511,1,Icon_SoulCrystalMaterial_04,30000,253,,253,,253,,,,,,5477,1,,,,,,,,재료,0,,새해 복이 가득 담긴 집혼석 연마제 입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,3,0,0,0,0,0,,,,0,
10067,10000,복주머니 집혼석 연마제,81,,5,12,12,6,3,3,,9,4,,1,511,1,Icon_SoulCrystalMaterial_04,30000,253,,253,,253,,,,,,11330,1,,,,,,,,재료,0,,새해 복이 가득 담긴 집혼석 연마제 입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,3,0,0,0,0,0,,,,0,
10068,10000,복주머니 집혼석 연마제,81,,6,12,12,6,3,3,,9,4,,1,511,1,Icon_SoulCrystalMaterial_04,30000,253,,253,,253,,,,,,19787,1,,,,,,,,재료,0,,새해 복이 가득 담긴 집혼석 연마제 입니다. 사용 시 1아데나가 소모됩니다.,,,,,0,,0,3,0,0,0,0,0,,,,0,
919266,900000,명예의 전장 시즌4 보상 - 브론즈,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_01,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 브론즈 보상을 획득할 수 있습니다.
[그린다이아 40개][명예의 주화 48개][B등급 영웅의 귀걸이 1개]
[S등급 특성의 돌 - 전장영웅 1개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919267,900000,명예의 전장 시즌4 보상 - 실버,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_01,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 실버 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 루키의 징표][그린다이아 100개][명예의 주화 84개]
[B등급 영웅의 귀걸이 1개][마프르의 가호 2개][S등급 특성의 돌 - 전장영웅 1개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919268,900000,명예의 전장 시즌4 보상 - 골드,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_01,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 골드 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 루키의 징표][그린다이아 200개][명예의 주화 120개]
[A등급 영웅의 귀걸이 1개][마프르의 가호 4개][R등급 특성의 돌 - 전장영웅 1개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919269,900000,명예의 전장 시즌4 보상 - 플래티넘,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_02,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 플래티넘 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 근성의 징표][그린다이아 400개][명예의 주화 180개]
[A등급 영웅의 귀걸이 1개][마프르의 가호 4개][미확인 레시피 1개]
[명예 탈리스만 소환 상자 1개][R등급 특성의 돌 - 전장영웅 1개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919270,900000,명예의 전장 시즌4 보상 - 다이아,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_02,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 다이아 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 근성의 징표][그린다이아 600개][명예의 주화 210개]
[S등급 영웅의 귀걸이 1개][마프르의 가호 6개][미확인 레시피 2개]
[명예 탈리스만 소환 상자 2개][R등급 특성의 돌 - 전장영웅 2개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919271,900000,명예의 전장 시즌4 보상 - 마스터,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_02,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 마스터 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 용맹의 징표][그린다이아 800개][명예의 주화 240개]
[S등급 영웅의 귀걸이 1개][마프르의 가호 6개][미확인 레시피 3개]
[명예 탈리스만 소환 상자 3개][SR등급 특성의 돌 - 전장영웅 1개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919272,900000,명예의 전장 시즌4 보상 - 그랜드 마스터,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_03,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 그랜드 마스터 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 야성의 징표][그린다이아 1000개][명예의 주화 270개]
[R등급 영웅의 귀걸이 1개][마프르의 가호 8개][미확인 레시피 4개]
[명예 탈리스만 소환 상자 4개][SR등급 특성의 돌 - 전장영웅 2개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919273,900000,명예의 전장 시즌4 보상 - 레전드,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Box_Dia_Green_03,30000,253,,253,,253,,,,,0,,,,,32,,,,,소모품,,,"사용 시 명예의 전장 시즌4 - 레전드 마스터 보상을 획득할 수 있습니다.
[명예의 전장 시즌4 대전사의 징표][그린다이아 1400개][명예의 주화 300개]
[SR등급 영웅의 귀걸이 1개][마프르의 가호 10개][미확인 레시피 5개]
[명예 탈리스만 소환 상자 5개][SR등급 특성의 돌 - 전장영웅 3개]",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
919274,919274,행운의 복조리,80,,18,12,12,6,3,3,,9,4,,0,,,Icon_Event_Bokjori_01,30000,8,601663,253,,253,,,,,1,,,,,,,,,,물약,,,행운이 깃들어 있는 복조리입니다.,"1시간 동안
보물 파수꾼의 등장확률 20.18% 증가
크리티컬 확률 5% 증가
회피율 5% 증가",,,,0,,0,5,0,0,1,1,0,,,,0,
81000127,81000127,핑크스테노아 소환석,50,,18,12,12,6,3,3,,9,4,8100801,1,,,Icon_SummonGem_EventValentine_01,30000,253,,253,,253,,,,,1,,,,,,,,,,소환석,,,"소환되는 대상 : 핑크 스테노아

'어둠의 결사' 가 어둠 에너지를 얻기 위해 마물을 소환할 때 사용하는 소환석 입니다.

사용시 핑크스테노아가 위치한 비밀 공간으로 입장하는 이동마법석을 소환합니다.",,1,70,,0,,0,5,0,0,1,0,0,,,,0,
919275,900000,행운 복주머니,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Event_LuckyBag_01,30000,253,,253,,253,,,,,,,,,,,,,,,소모품,,,"은빛 용병단에서 준비한 행운이 가득한 복주머니입니다.
사용 시 다양한 아이템을 랜덤하게 획득합니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
10069,10000,핑크스테노아 소환석 조각,11,,18,12,12,6,3,3,,9,4,,0,,,Icon_SummonGem_Piece_EventValentine_01,30000,253,,253,,253,,,,,1,,,,,,,,,,보석,,,조합을 통해 핑크 스테노아 소환석을 획득할 수 있습니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
10070,10000,연금술의 서 - 핑크스테노아 소환석,11,,18,12,12,6,3,3,,9,4,,0,,,Icon_Combine_SummonGem_EventValentine_01,30000,253,,253,,253,,,,,1,,,,,,,,,,보석,,,조합을 통해 핑크 스테노아 소환석을 획득할 수 있습니다.,,,,,0,,0,6,0,0,0,0,0,,,,0,
919276,900000,강화 복주머니,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Gacha_Newyear_01,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 축복받은 강화주문서 1~10개 또는 마프르의 가호 1~10개를 랜덤으로 획득할 수 있는 행운의 강화 복주머니입니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919277,900000,UR 복주머니,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Gacha_Newyear_02,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,"사용 시 미확인 비즈 10~20개, 찢어진 일반/장신구 레시피 조각 5개, 결정체 500~2000개, 미확인 일반/장신구 레시피 1개 
중 1종의 상품을 랜덤으로 획득할 수 있는 행운의 UR 복주머니입니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919278,900000,SR등급 인내 방어구 선택상자,38,,6,12,12,6,3,3,,9,4,,0,,,Icon_Box_Ability_Patience_01,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 목록에 포함된 SR등급의 인내 특성 방어구 중 1 개를 자유롭게 선택하여 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919279,900000,SR등급 가호 방어구 선택상자,38,,6,12,12,6,3,3,,9,4,,0,,,Icon_Box_Ability_Blessing_01,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 목록에 포함된 SR등급의 가호 특성 방어구 중 1 개를 자유롭게 선택하여 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919280,900000,인내 방어구 레시피 선택상자,38,,7,12,12,6,3,3,,9,4,,0,,,Icon_SelectBox_ArmorRecipe_Patience,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 목록에 포함된 인내 특성 방어구 레시피 중 1 개를 자유롭게 선택하여 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919281,900000,가호 방어구 레시피 선택상자,38,,7,12,12,6,3,3,,9,4,,0,,,Icon_SelectBox_ArmorRecipe_Blessing,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 목록에 포함된 가호 특성 방어구 레시피 중 1 개를 자유롭게 선택하여 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919282,900000,SR등급 일반무기 전용 특성의 돌 선택상자,38,,6,12,12,6,3,3,,9,4,,0,,,Icon_SelectBox_AbilityStone_Weapon_01,30000,253,,253,,253,,,,,0,,,,,13,,,,,소모품,,,사용 시 SR등급 일반 무기의 특성에 맞는 전용 특성의 돌 중 1개를 자유롭게 선택하여 획득합니다.,,,,,0,,0,5,0,0,1,0,0,,,,0,
919283,900000,픽시의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_Fixie_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용시 픽시에게서 획득할 수 있는 픽시의 약속, 픽시의 날개, 픽시의 축복 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919284,900000,정복자의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_MasterCoin_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 정복자의 전당에서 획득할 수 있는 정복자의 영광, 정복자의 도전 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919285,900000,사냥꾼의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_CoreShop_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 코어상점에서 획득할 수 있는 사냥꾼의 징표, 침묵의 사냥꾼, 사냥꾼의 영광, 사냥꾼의 가호 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919286,900000,광기의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_PartyDungeon_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 광기의 제단-악몽에서 획득할 수 있는 광기의 속삭임, 광기의 유혹 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919287,900000,피의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_PartyDungeon_02,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 피의 여백작-악몽에서 획득할 수 있는 여백작의 손톱, 여백작의 반지 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919288,900000,고통의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_WorldBoss_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 월드보스 기요틴에게서 획득할 수 있는 기요틴의 왕관, 기요틴의 철갑조각 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919289,900000,악마의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_FieldBoss_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용시 필드보스에게서 획득할 수 있는 마락스의 뿔, 마락스의 발톱, 마샤의 부채 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919290,900000,해적의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_GachaItem_Talisman_WorldBoss_02,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용시 월드보스 자켄에게서 획득할 수 있는 자켄의 눈동자, 자켄의 반지 탈리스만 중 1 가지를 선택하여 획득할 수 있습니다.",,,,,0,,0,5,0,0,1,0,0,,,,0,
919291,900000,명예의 탈리스만 선택상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Gacha_Talisman_Honor_01,30000,253,,253,,253,,,,,0,,,,,51,,,,,소모품,,,"사용 시 전장의 광채, 전투의 흔적, 영원한 명예 탈리스만 중 1가지를 선택하여 획득할 수 있습니다.",,1,,,0,,0,5,0,0,1,0,0,,,,0,
919292,900000,황금의 축복받은 강화주문서 상자,38,,18,12,12,6,3,3,,9,4,,0,,,Icon_Gacha_EnchantScroll,30000,253,,253,,253,,,,,0,,,,,,,,,,소모품,0,,"사용 시 축복받은 무기, 방어구, 장신구 강화주문서 1~30장을 랜덤하게 획득합니다.",사용 후 획득한 아이템은 거래할 수 없습니다,1,,,0,,0,5,0,0,1,0,0,,,,0,
400003,400003,하거인의 연구일지,111,,18,12,12,6,3,3,,9,4,,1,,,Icon_Asset_Protector_02,30000,253,,253,,253,,,,,1000,,,,,73,,,,,재료,,,"하거인의 생명 창조 연구가 기록된 일지 입니다. 몬스터 카드를 성장 할 때 사용할 경우, 성공에 도움을 줍니다. ",,,,,0,,0,6,0,0,0,0,0,,,,0,
1111112,1111112,카드 조각,112,,18,12,12,6,3,3,,9,4,,0,,,Icon_Asset_CardPiece,30000,253,,253,,253,,,,,1,,,,,57,,,,,재료,,,"몬스터 카드 분해시 습득하며, 몬스터 상점에서 사용됩니다.",,,,,0,,0,6,-1,0,0,0,1,,,,0,
3470011,3470000,블랙 티스 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_BlackWolf,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"블랙 티스의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470012,3470000,실버 혼 카드,110,,2,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_Antelope,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"실버 혼의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470013,3470000,퀸 실롭 카드,110,,2,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_GiantSpider,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"퀸 실롭의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470014,3470000,우르카 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_TurekOrcArcher,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"우르카의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470015,3470000,코바카 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_TurekOrcSkirmisher,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"코바카의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470021,3470000,스팅 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_Hornet,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"스팅의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470022,3470000,레드 루즈 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_DesertFox,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"레드 루즈의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
3470023,3470000,타카 카드,110,,1,12,12,6,3,3,,9,4,,0,8501,1,Icon_MonsterCore_TurekOrcGeneral,30000,253,,253,,253,,,,,100,,,,,1,,,,,카드,,,"타카의 기운이 담긴 몬스터 카드입니다.
몬스터 카드 성장을 통해 능력치를 올릴수 있습니다.",,,,,0,,0,6,0,0,0,0,0,,,,0,
