Id,Name,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,NetmarbleSItemId,Display,DisplayOrder,DisplayType,DisplayTypeValue,IsGotcha,CostType,CostValue,DiscountRate,SpecialDiscountRate,PurchaseFree,PurchaseFreeTime,PurchaseLimit,LimitPeriodeValue,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,LeagueLimit,SupportVersion,IconTexture,IconTexture2,PromotionType,RecommendPackage,Desc,ReplacementProduct,Desc2,FlatRatePeriod,RetentionPeriod,EfficiencyRate
150013,찢어진 레시피 조각 4개,8,50,,,,,,,0,100,10,,0,1,300,,,0,,2,,3,,,,,Icon_Combine_Unidentifiy_Material01_Shop,,25,0,"찢어진 레시피 조각입니다. 
조각 10개로 미확인 레시피 1개를 조합할 수 있습니다.",0,,,,
150014,찢어진 장신구 레시피 조각 4개,8,50,,,,,,,0,200,10,,0,1,600,,,0,,2,,3,,,,,Icon_Combine_Unidentifiy_Material03_Shop,,25,0,"찢어진 장신구 레시피 조각입니다. 
조각 10개로 미확인 장신구 레시피 1개를 조합할 수 있습니다.",0,,,,
150015,창조의 마법 옷감 3개,8,50,,,,,,,0,900,10,,0,0,250000,,,0,,2,,3,,,,,UI_Icon_CapeOptionChangeMaterial_04_Shop,,25,0,"창조의 마법 옷감 3 개를 획득합니다.
하기오스의 망토 보유 효과 변경에 사용합니다.",0,,,,
150016,연금술의 서 - SR등급 초월의 돌,8,50,,,,,,,0,300,10,,0,22,1500,,,0,,2,,1,,,,,Icon_Combine_LimiteBreake_SR_Shop,,25,0,"SR등급 초월의 돌 조합식이 적혀있는 문서. 
초월의 기운을 조합하여 SR등급 초월의 돌을 획득할 수 있습니다.",0,,,,
150017,혈맹 성장 패키지,8,50,,,,,,,0,400,10,,0,1,300,,,0,,2,,1,,,,,Image_SelectBox_Guild_08_Shop,,25,0,"[붉은 스타 스톤 400개]
[피의 증거 800개]
[70,000 아데나]",0,,,,
150018,광란의 파편 100개,8,50,,,,,,,0,600,10,,0,1,350,,,0,,2,,1,,,,,UI_Icon_CapeExpMaterial_Private_02_Shop,,25,0,"광란의 파편 100개를 획득합니다.
붉은 파멸의 망토 레벨업에 필요한 재료입니다.
광란의 파편 1000개로 붉은 파멸의 망토 브로치를 조합할 수 있습니다.",0,,,,
150019,트리샤의 눈물 100개,8,50,,,,,,,0,800,10,,0,1,350,,,0,,2,,1,,,,,UI_Icon_CapeExpMaterial_Private_03_Shop,,25,0,"트리샤의 눈물 100개를 획득합니다.
고결한 피의 망토 레벨업에 필요한 재료입니다.
트리샤의 눈물 1000개로 고결한 피의 망토 브로치를 조합할 수 있습니다.",0,,,,
150020,하기오스의 원소코어 100개,8,50,,,,,,,0,1000,10,,0,1,400,,,0,,2,,1,,,,,UI_Icon_CapeExpMaterial_Private_04_Shop,,25,0,"하기오스의 원소코어 100개를 획득합니다.
하기오스의 망토 레벨업에 필요한 재료입니다.
하기오스의 원소코어 1000개로 하기오스의 망토 브로치를 조합할 수 있습니다.",0,,,,
150021,하거인의 연구일지 3개,8,50,,,,,,,0,250,10,,0,1,200,,,0,,2,,2,,,,,Icon_Asset_Protector_02_Shop,,25,0,"하거인의 생명 창조 연구가 기록된 일지 입니다. 
몬스터 카드를 성장 할 때 사용할 경우, 성공에 도움을 줍니다. ",0,,,,
151006,갈기 사자 소환석 조각 5개,8,51,,,,,,,0,600,10,,0,1,150,,,0,,2,0,4,,,,,Icon_Asset_PetStoneManedLion_Piece01_Shop,,25,0,갈기 사자 소환석 조각 5개를 획득합니다.,0,,,,
151007,R등급 탑승펫 면갑 연마제,8,51,,,,,,,0,700,10,,0,0,120000,,,0,,2,0,2,,,,,Icon_PetHelmet_LevelMaterial_01_R_Shop,,25,0,R등급 탑승펫 면갑 연마제 1개를 획득합니다.,0,,,,
151008,R등급 탑승펫 아머 연마제,8,51,,,,,,,0,800,10,,0,0,120000,,,0,,2,0,2,,,,,Icon_PetArmor_LevelMaterial_01_R_Shop,,25,0,R등급 탑승펫 아머 연마제 1개를 획득합니다.,0,,,,
151009,R등급 탑승펫 안장 연마제,8,51,,,,,,,0,900,10,,0,0,120000,,,0,,2,0,2,,,,,Icon_PetSaddle_LevelMaterial_01_R_Shop,,25,0,R등급 탑승펫 안장 연마제 1개를 획득합니다.,0,,,,
151010,R등급 탑승펫 부츠 연마제,8,51,,,,,,,0,1000,10,,0,0,120000,,,0,,2,0,2,,,,,Icon_PetHoof_LevelMaterial_01_R_Shop,,25,0,R등급 탑승펫 부츠 연마제 1개를 획득합니다.,0,,,,
151011,S등급 강철 면갑,8,51,,,,,,,0,1100,10,,0,0,150000,,,0,,2,0,1,,,,,Icon_RidingPetArmor_Helmet_01_S_Shop,,25,0,S등급 강철 면갑 1개를 획득합니다.,0,,,,
151012,S등급 강철 아머,8,51,,,,,,,0,1200,10,,0,0,150000,,,0,,2,0,1,,,,,Icon_RidingPetArmor_Armor_01_S_Shop,,25,0,S등급 강철 아머 1개를 획득합니다.,0,,,,
151013,블랙베어 소환석 조각 20개,8,51,,,,,,,0,1300,10,,0,0,30000,,,0,,2,0,3,,,,,Icon_Asset_PetStoneBlackBear_Piece01_Shop,,25,0,블랙베어 소환석 조각 20개를 획득합니다.,0,,,,
151014,샤이닝레이디 소환석 조각 20개,8,51,,,,,,,0,1400,10,,0,0,50000,,,0,,2,0,3,,,,,Icon_Asset_PetStoneKnightHorse_Piece01_Shop,,25,0,샤이닝레이디 소환석 조각 20개를 획득합니다.,0,,,,
151015,쿠쿠린 소환석 조각 20개,8,51,,,,,,,0,1500,10,,0,0,70000,,,0,,2,0,3,,,,,Icon_Asset_PetStoneKukurin_Piece01_Shop,,25,0,쿠쿠린 소환석 조각 20개를 획득합니다.,0,,,,
152001,한정상점 축강 패키지,8,52,,,,,,lineage2_package54,0,100,10,,0,4,,,,0,,2,0,1,,,,,Image_SelectBox_Enchant03,,25,0,"축복받은 강화주문서 선택 상자 3 개, 
마프르의 가호 조각 20 개를 획득합니다.",0,,,,
152004,스킬포인트 300개 상자,8,52,,,,,,,0,400,10,,0,1,300,,,0,,2,0,2,,,,,Icon_Box_SP_01,,25,0,스킬 포인트 300 개 상자를 획득합니다.,0,,,,
152005,축복받은 방어구 강화 주문서 2개,8,52,,,,,,,0,500,10,,0,1,300,,,0,,2,0,5,,,,,Icon_Shop_EnchantScroll_05,,25,0,축복받은 방어구 강화주문서 2 개를 획득합니다.,0,,,,
152006,축복받은 무기 강화 주문서 2개,8,52,,,,,,,0,600,10,,0,1,300,,,0,,2,0,5,,,,,Icon_Shop_EnchantScroll_04,,25,0,축복받은 무기 강화주문서 2 개를 획득합니다,0,,,,
152007,축복받은 장신구 강화 주문서 2개,8,52,,,,,,,0,700,10,,0,1,300,,,0,,2,0,5,,,,,Icon_Shop_EnchantScroll_06,,25,0,축복받은 장신구 강화주문서 2 개를 획득합니다.,0,,,,
152008,승급석 선택상자 5개,8,52,,,,,,,0,800,10,,0,1,300,,,0,,2,0,10,,,,,Icon_GachaItem_Transcendence,,25,0,승급석 선택상자 5 개를 획득합니다,0,,,,
152009,평화의 깃털(15분),8,52,,,,,,,0,900,10,,0,1,200,,,0,,2,0,1,,,,,Icon_PkProtector_Shop,,25,0,평화의 깃털(15분) 1 개를 획득합니다,0,,,,
152010,고급 랜덤 스킬북 페이지 상자,8,52,,,,,,,0,1000,10,,0,1,450,,,0,,2,0,3,,,,,Icon_Box_SkillBookPage_02_Shop,,25,0,"고급 랜덤 스킬북 페이지 상자 1 개를 획득합니다.
※ 고급 랜덤 스킬북 페이지 상자란?
- 페이지 : 포이즌 스트라이크, 페이지 : 디펜스 존을 포함한
모든 스킬북 페이지 중 한장을 랜덤으로 획득할 수 있는 상자입니다.",0,,,,
152011,마프르의 가호,8,52,,,,,,,0,50,10,,0,1,450,,,0,,2,0,6,,,,,Icon_Shop_Protector_01,,25,0,강화 실패 시 강화도 하락을 막아줍니다.,0,,,,
152012,망토의 실타래 1000개,8,52,,,,,,,0,750,10,,0,1,350,,,0,,2,0,1,,,,,UI_Icon_CapeExpMaterial_Private_01_Shop,,25,0,망토 레벨업에 필요한 재료입니다.,0,,,,
152013,혈맹 성장 패키지,8,52,,,,,,,0,850,10,,0,1,300,,,0,,2,,1,,,,,Image_SelectBox_Guild_08_Shop,,25,0,"[붉은 스타 스톤 400개]
[피의 증거 800개]
[70,000 아데나]",0,,,,
152014,탑승펫 장비 강화 주문서 5개,8,52,,,,,,,0,200,10,,0,1,150,,,0,,2,0,2,,,,,Icon_PetEnchantScroll_01_Shop,,25,0,탑승펫 장비 강화 주문서 5 개를 획득합니다.,0,,,,
152015,빛나는 승급석 선택상자 1개,8,52,,,,,,,0,300,10,,0,1,300,,,0,,2,0,5,,,,,Icon_GachaItem_TranscendenceBox_Shop,,25,0,빛나는 승급석 선택상자 1 개를 획득합니다,0,,,,
160003,핑크스테노아 소환석,8,54,,,,,,,0,100,10,,0,0,1000,,,0,,3,,1,,,,,Icon_SummonGem_EventValentine_01_Shop,,25,0,"소환되는 대상 : 핑크 스테노아

'어둠의 결사' 가 어둠 에너지를 얻기 위해 마물을 소환할 때
사용하는 소환석 입니다.
사용시 핑크스테노아가 위치한 비밀 공간으로 입장하는
이동마법석을 소환합니다.",0,,,,
160004,핑크스테노아 소환석,8,54,,,,,,,0,200,10,,0,0,100000,,,0,,3,,1,,,,,Icon_SummonGem_EventValentine_01_Shop,,25,0,"소환되는 대상 : 핑크 스테노아

'어둠의 결사' 가 어둠 에너지를 얻기 위해 마물을 소환할 때
사용하는 소환석 입니다.
사용시 핑크스테노아가 위치한 비밀 공간으로 입장하는
이동마법석을 소환합니다.",0,,,,
160005,핑크스테노아 소환석,8,54,,,,,,,0,300,10,,0,1,200,,,0,,3,,1,,,,,Icon_SummonGem_EventValentine_01_Shop,,25,0,"소환되는 대상 : 핑크 스테노아

'어둠의 결사' 가 어둠 에너지를 얻기 위해 마물을 소환할 때
사용하는 소환석 입니다.
사용시 핑크스테노아가 위치한 비밀 공간으로 입장하는
이동마법석을 소환합니다.",0,,,,
160006,연금술의 서 - 핑크스테노아 소환석,8,54,,,,,,,0,400,10,,0,0,100000,,,0,,5,,5,,,,,Icon_Combine_SummonGem_EventValentine_01_Shop,,25,0,"조합을 통해 핑크스테노아 소환석을
획득할 수 있습니다.",0,,,,
160008,해피 발렌타인 폭죽,8,54,,,,,,,0,500,10,,0,0,10000,,,0,,8,0,,,,,,Icon_Firework_07_Shop,,25,0,사랑이 넘치는 발렌타인을 축복하는 폭죽입니다.,0,,,,
160009,러브유 폭죽,8,54,,,,,,,0,600,10,,0,0,10000,,,0,,8,0,,,,,,Icon_Firework_08_Shop,,25,0,"사랑하는 사람에게 고백할 때 사용할 수 있는
아름다운 폭죽입니다.",0,,,,
160007,봄맞이 주사위 포인트,8,53,,,,,,,0,100,10,,0,0,10000,,,0,,2,0,2,,,,,Icon_Event_DicePoint_02_Shop,,25,0,"봄맞이 주사위 이벤트에서 사용가능한
주사위 포인트를 100개 획득합니다.",0,,,,
163001,강화 복주머니 1개,8,55,,,,,,,0,100,10,,0,22,300,,,0,,2,0,1,,,,,Icon_Gacha_Newyear_01_Shop,,25,0,"사용 시 축복받은 강화주문서 1~10개 또는 
마프르의 가호 1~10개를 랜덤으로 획득할 수 있는 
행운의 강화 복주머니입니다.",0,,,,
163002,UR 복주머니 1개,8,55,,,,,,,0,200,10,,0,22,300,,,0,,2,0,1,,,,,Icon_Gacha_Newyear_02_Shop,,25,0,"사용 시 미확인 비즈 10~20개, 
찢어진 일반/장신구 레시피 조각 5개, 
결정체 500~2000개, 
미확인 일반/장신구 레시피 1개 
중 1종의 상품을 랜덤으로 획득할 수 있는 
행운의 UR 복주머니입니다.",0,,,,
163003,스페셜 강화 복주머니 패키지,8,55,1,,,,,lineage2_package78,0,300,10,,0,4,,,,0,,5,0,2,,,,,Item_Box_Newyear_01_Shop,,25,0,"[강화 복주머니 12개]
[블루다이아 2000개]

 - 강화 복주머니
   사용 시 축복받은 강화주문서 1~10개 또는 
   마프르의 가호 1~10개를 랜덤으로 획득할 수 있는 
   행운의 강화 복주머니입니다.",0,,,,
163004,스페셜 UR 복주머니 패키지,8,55,1,,,,,lineage2_package79,0,400,10,,0,4,,,,0,,5,0,2,,,,,Item_Box_Newyear_02_Shop,,25,0,"[UR 복주머니 12개]
[블루다이아 2000개]

 - UR 복주머니
   사용 시 미확인 비즈 10~20개, 
   찢어진 일반/장신구 레시피 조각 5개, 
   결정체 500~2000개, 
   미확인 일반/장신구 레시피 1개 
   중 1종의 상품을 랜덤으로 획득할 수 있는 
   행운의 UR 복주머니입니다.",0,,,,
1004001,HP포션 20개,10,4,,,,,,,0,100,10,,0,0,2400,10,30,0,,0,,,,,,,Icon_Shop_HpPotion_01,,25,0,사용 시 HP를 소량 회복합니다.,0,,,,
1004002,HP포션 200개,10,4,,,,,,,0,200,10,,0,0,21600,10,30,0,,0,,,,,,,Icon_Shop_HpPotion_03,,25,0,사용 시 HP를 소량 회복합니다.,0,,,,
1004003,MP포션 20개,10,4,,,,,,,0,300,10,,0,0,2400,10,30,0,,0,,,,,,,Icon_Shop_MpPotion_01,,25,0,사용 시 MP를 소량 회복합니다.,0,,,,
1004004,MP포션 200개,10,4,,,,,,,0,400,10,,0,0,21600,10,30,0,,0,,,,,,,Icon_Shop_MpPotion_02,,25,0,사용 시 MP를 소량 회복합니다.,0,,,,
1004005,정령탄 500개,10,4,,,,,,,0,500,10,,0,0,5000,10,30,0,,0,,,,,,,Icon_SoulShot_01,,25,0,사용 시 정령의 빛이 무기에 깃들어 데미지를 증가시킵니다.,0,,,,
1004006,정령탄 5000개,10,4,,,,,,,0,600,10,,0,0,45000,10,30,0,,0,,,,,,,Icon_SoulShot_02,,25,0,사용 시 정령의 빛이 무기에 깃들어 데미지를 증가시킵니다.,0,,,,
1004007,참회의 십자가,10,4,1,,,,,,0,700,10,,0,0,125000,10,30,0,,2,,1,,,,,Icon_PkPointReducer_02_Shop,,25,0,"사용 시 30의 카오틱 수치가 감소됩니다.
십자가 아이템은 하루 3번만 사용 가능합니다.",0,,,,
1004008,텔레포트 주문서 50개,10,4,,,,,,,0,800,10,,0,0,250000,10,30,0,,3,,1,,,,,UI_Icon_TeleportScroll_01,,25,0,텔레포트에 사용됩니다.,0,,,,
2011001,기본 헤어 A,12,57,,,,,,,1,310,10,,0,0,300000,,,0,,8,,,,,,,Image_HairStyle_Normal_001,,2,0,가장 기본이 되는 헤어스타일A 입니다.,0,,,,
2011002,기본 헤어 B,12,57,,,,,,,1,320,10,,0,0,300000,,,0,,8,,,,,,,Image_HairStyle_Normal_002,,1,0,가장 기본이 되는 헤어스타일B 입니다.,0,,,,
2011003,기본 헤어 C,12,57,,,,,,,1,330,10,,0,0,300000,,,0,,8,,,,,,,Image_HairStyle_Normal_003,,25,0,가장 기본이 되는 헤어스타일C 입니다.,0,,,,
2012001,모던 시크,12,57,,,,,,,1,410,10,,0,1,1500,,,0,,8,,,,,,,Image_HairStyle_Luxury_001,,2,0,럭셔리 헤어 스타일 [모던 시크]입니다.,0,,,,
2012002,모던 엘레강스,12,57,,,,,,,1,420,10,,0,1,1500,,,0,,8,,,,,,,Image_HairStyle_Luxury_002,,2,0,럭셔리 헤어 스타일 [모던 엘레강스]입니다.,0,,,,
2012003,시크 판타지,12,57,,,,,,,1,430,10,,0,1,1500,,,0,,8,,,,,,,Image_HairStyle_Luxury_003,,1,0,럭셔리 헤어 스타일 [시크 판타지]입니다.,0,,,,
2012004,클럽 헤드폰,12,57,,,,,,,1,440,10,,0,1,1500,,,0,,8,,,,,,,Image_HairStyle_Luxury_004,,1,0,럭셔리 헤어 스타일 [클럽 헤드폰]입니다.,0,,,,
2012005,동물 연구가,12,57,,,,,,,1,450,10,,0,1,1000,,,0,,8,,,,,,,Image_HairStyle_Luxury_005,,25,0,럭셔리 헤어 스타일 [동물 연구가]입니다.,0,,,,
2012006,죽음의 기사,12,57,,,,,,,1,460,10,,0,1,1000,,,0,,8,,,,,,,Image_HairStyle_Luxury_006,,25,0,럭셔리 헤어 스타일 [죽음의 기사]입니다.,0,,,,
2012007,야생의 힘,12,57,,,,,,,1,470,10,,0,1,1000,,,0,,8,,,,,,,Image_HairStyle_Luxury_007,,25,0,럭셔리 헤어 스타일 [야생의 힘]입니다.,0,,,,
2021000,염색 : 기본,12,58,,,,,,,1,500,10,,0,0,10000,,,0,,8,,,,,,,,,25,0,,0,,,,
2021001,제트 오로라,12,58,,,,,,,1,100,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,제트 오로라 스타일의 염색입니다.,0,,,,
2021002,스모키쿼츠,12,58,,,,,,,1,520,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,스모키쿼츠 스타일의 염색입니다.,0,,,,
2021003,라이트피치,12,58,,,,,,,1,530,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,라이트피치 스타일의 염색입니다.,0,,,,
2021004,라이트 콜로라도,12,58,,,,,,,1,540,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,라이트 콜로라도 스타일의 염색입니다.,0,,,,
2021005,토파즈,12,58,,,,,,,1,550,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,토파즈 스타일의 염색입니다.,0,,,,
2021006,다크 사파이어,12,58,,,,,,,1,560,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,다크 사파이어 스타일의 염색입니다.,0,,,,
2021007,올드 루비,12,58,,,,,,,1,570,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,올드 루비 스타일의 염색입니다.,0,,,,
2021008,파파라챠,12,58,,,,,,,1,580,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,파파라챠 스타일의 염색입니다.,0,,,,
2021009,로즈 알라바스타,12,58,,,,,,,1,590,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,로즈 알라바스타 스타일의 염색입니다.,0,,,,
2021010,스모키 토파즈,12,58,,,,,,,1,600,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,스모키 토파즈 스타일의 염색입니다.,0,,,,
2021011,바이올렛 오팔,12,58,,,,,,,1,610,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,바이올렛 오팔 스타일의 염색입니다.,0,,,,
2021012,라일락,12,58,,,,,,,1,620,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,라일락 스타일의 염색입니다.,0,,,,
2021013,블루 지르콘,12,58,,,,,,,1,630,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,블루 지르콘 스타일의 염색입니다.,0,,,,
2021014,페리도트,12,58,,,,,,,1,640,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,페리도트 스타일의 염색입니다.,0,,,,
2021015,라이트 올리비네,12,58,,,,,,,1,650,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,라이트 올리비네 스타일의 염색입니다.,0,,,,
2021016,아메지스트,12,58,,,,,,,1,660,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,아메지스트 스타일의 염색입니다.,0,,,,
2021017,버뮤다 블루,12,58,,,,,,,1,670,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,버뮤다 블루 스타일의 염색입니다.,0,,,,
2021018,블랙 다이아몬드,12,58,,,,,,,1,680,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,블랙 다이아몬드 스타일의 염색입니다.,0,,,,
2021019,레드 토파즈,12,58,,,,,,,1,690,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,레드 토파즈 스타일의 염색입니다.,0,,,,
2021020,시암 루비,12,58,,,,,,,1,700,10,,0,0,100000,,,0,,8,,,,,,,Icon_Shop_Adena_01,,25,0,시암 루비 스타일의 염색입니다.,0,,,,
2021021,라이트 시암,12,58,,,,,,,1,710,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,라이트 시암 스타일의 염색입니다.,0,,,,
2021022,라이트 사파이어,12,58,,,,,,,1,720,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,라이트 사파이어 스타일의 염색입니다.,0,,,,
2021023,라이트 아조네,12,58,,,,,,,1,730,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,라이트 아조네 스타일의 염색입니다.,0,,,,
2021024,라이트 로즈,12,58,,,,,,,1,200,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,라이트 로즈 스타일의 염색입니다.,0,,,,
2021025,클리어,12,58,,,,,,,1,750,10,,0,1,200,,,0,,8,,,,,,,Icon_Shop_Adena_01,,2,0,클리어 스타일의 염색입니다.,0,,,,
3000002,무예복,13,59,,,,,,,0,200,10,,0,22,1500,,,0,,8,,,,,,,MartialArt,,25,0,,0,,,,
3000004,로얄 가드,13,59,,,,,,,0,400,10,,0,22,1500,,,0,,8,,,,,,,Guard,,25,0,,0,,,,
3000006,썸머 비치웨어,13,59,,,,,,,0,600,10,,0,22,1500,,,0,,8,,,,,,,SwimSuit,,25,0,,0,,,,
3000007,해피 산타클로스,13,59,,,,,,,0,700,10,,0,22,1500,,,0,,8,,,,,,,Christmas,,25,0,,0,,,,
3000008,클래식 파티복,13,59,,,,,,,0,800,10,,0,22,1500,,,0,,8,,,,,,,PartySuit,,25,0,,0,,,,
3000016,색동 설빔,13,59,,,,,,,0,190,10,,0,22,1500,,,0,,8,,,,,,,Hanbok,,25,0,,0,,,,
