Id,Nme,Desc,TaskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
1385,정지된 시간의 땅 잔인한 그란디스 파괴자 공략,잔인한 그란디스 파괴자 20회 처치하기,83,10559,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1386,정지된 시간의 땅 블라인드 리퍼 공략,블라인드 리퍼 20회 처치하기,83,10541,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1387,정지된 시간의 땅 커럽션 윌로우 공략,커럽션 윌로우 20회 처치하기,83,10542,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1388,정지된 시간의 땅 소울 하베스터 공략,소울 하베스터 20회 처치하기,83,10543,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1389,정지된 시간의 땅 펑거스 공략,펑거스 20회 처치하기,83,10544,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1390,정지된 시간의 땅 아머드 하울러 공략,아머드 하울러 20회 처치하기,83,10556,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1391,정지된 시간의 땅 소울 콜렉터 공략,소울 콜렉터 20회 처치하기,83,10557,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1392,정지된 시간의 땅 결계의 감시자 공략,결계의 감시자 20회 처치하기,83,10558,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1393,정지된 시간의 땅 잔인한 그란디스 파괴자 공략,잔인한 그란디스 파괴자 20회 처치하기,83,10559,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1394,정지된 시간의 땅 오엘 마훔 주술사 공략,오엘 마훔 주술사 20회 처치하기,83,10560,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1395,정지된 시간의 땅 오엘 마훔 약탈병 공략,오엘 마훔 약탈병 20회 처치하기,83,10561,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1396,정지된 시간의 땅 오엘 마훔 분쇄자 공략,오엘 마훔 분쇄자 20회 처치하기,83,10562,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1397,정지된 시간의 땅 오엘 마훔 일꾼 공략,오엘 마훔 일꾼 20회 처치하기,83,10563,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1398,정지된 시간의 땅 오엘 마훔 전사 공략,오엘 마훔 전사 20회 처치하기,83,10564,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1399,정지된 시간의 땅 오엘 마훔 파괴자 공략,오엘 마훔 파괴자 20회 처치하기,83,10566,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1400,정지된 시간의 땅 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10567,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1401,정지된 시간의 땅 어둠의 결사 공략,어둠의 결사 20회 처치하기,83,10568,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1402,정지된 시간의 땅 오엘 마훔 주술사 공략,오엘 마훔 주술사 20회 처치하기,83,10560,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1403,정지된 시간의 땅 오엘 마훔 약탈병 공략,오엘 마훔 약탈병 20회 처치하기,83,10561,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1404,정지된 시간의 땅 오엘 마훔 분쇄자 공략,오엘 마훔 분쇄자 20회 처치하기,83,10562,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1405,정지된 시간의 땅 오엘 마훔 일꾼 공략,오엘 마훔 일꾼 20회 처치하기,83,10563,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1406,정지된 시간의 땅 오엘 마훔 전사 공략,오엘 마훔 전사 20회 처치하기,83,10564,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1407,정지된 시간의 땅 오엘 마훔 파괴자 공략,오엘 마훔 파괴자 20회 처치하기,83,10566,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1408,정지된 시간의 땅 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10567,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1409,정지된 시간의 땅 어둠의 결사 공략,어둠의 결사 20회 처치하기,83,10568,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1410,정지된 시간의 땅 오엘 마훔 주술사 공략,오엘 마훔 주술사 20회 처치하기,83,10560,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1411,정지된 시간의 땅 오엘 마훔 약탈병 공략,오엘 마훔 약탈병 20회 처치하기,83,10561,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1412,정지된 시간의 땅 오엘 마훔 분쇄자 공략,오엘 마훔 분쇄자 20회 처치하기,83,10562,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1413,정지된 시간의 땅 오엘 마훔 일꾼 공략,오엘 마훔 일꾼 20회 처치하기,83,10563,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1414,정지된 시간의 땅 오엘 마훔 전사 공략,오엘 마훔 전사 20회 처치하기,83,10564,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1415,정지된 시간의 땅 오엘 마훔 파괴자 공략,오엘 마훔 파괴자 20회 처치하기,83,10566,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1416,정지된 시간의 땅 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10567,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1417,정지된 시간의 땅 어둠의 결사 공략,어둠의 결사 20회 처치하기,83,10568,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1418,정지된 시간의 땅 오엘 마훔 분쇄자 공략,오엘 마훔 분쇄자 20회 처치하기,83,10562,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1419,정지된 시간의 땅 오엘 마훔 일꾼 공략,오엘 마훔 일꾼 20회 처치하기,83,10563,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1420,정지된 시간의 땅 오엘 마훔 전사 공략,오엘 마훔 전사 20회 처치하기,83,10564,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1421,정지된 시간의 땅 오엘 마훔 파괴자 공략,오엘 마훔 파괴자 20회 처치하기,83,10566,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1422,정지된 시간의 땅 그란디스 파괴자 공략,그란디스 파괴자 20회 처치하기,83,10567,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1423,정지된 시간의 땅 어둠의 결사 공략,어둠의 결사 20회 처치하기,83,10568,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1424,정지된 시간의 땅 포자 펑거스 공략,포자 펑거스 20회 처치하기,83,10570,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1425,정지된 시간의 땅 포자 박쥐 공략,포자 박쥐 20회 처치하기,83,10571,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1426,정지된 시간의 땅 패러사이트 좀비 공략,패러사이트 좀비 20회 처치하기,83,10572,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1427,정지된 시간의 땅 웜 공략,웜 20회 처치하기,83,10573,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1428,정지된 시간의 땅 욕심의 결과 공략,욕심의 결과 20회 처치하기,83,10574,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1429,정지된 시간의 땅 소울 이터 공략,소울 이터 20회 처치하기,83,10575,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1430,정지된 시간의 땅 포자거미 공략,포자거미 20회 처치하기,83,10576,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1431,정지된 시간의 땅 워터시어 공략,워터시어 20회 처치하기,83,10577,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1432,정지된 시간의 땅 흑요석 골렘 공략,흑요석 골렘 20회 처치하기,83,10578,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1433,정지된 시간의 땅 판 루엠 공략,판 루엠 20회 처치하기,83,10581,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1434,정지된 시간의 땅 썩은 포자 펑거스 공략,썩은 포자 펑거스 20회 처치하기,83,10579,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1435,정지된 시간의 땅 포자 펑거스 공략,포자 펑거스 20회 처치하기,83,10570,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1436,정지된 시간의 땅 포자 박쥐 공략,포자 박쥐 20회 처치하기,83,10571,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1437,정지된 시간의 땅 패러사이트 좀비 공략,패러사이트 좀비 20회 처치하기,83,10572,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1438,정지된 시간의 땅 웜 공략,웜 20회 처치하기,83,10573,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1439,정지된 시간의 땅 욕심의 결과 공략,욕심의 결과 20회 처치하기,83,10574,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1440,정지된 시간의 땅 소울 이터 공략,소울 이터 20회 처치하기,83,10575,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1441,정지된 시간의 땅 포자거미 공략,포자거미 20회 처치하기,83,10576,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1442,정지된 시간의 땅 워터시어 공략,워터시어 20회 처치하기,83,10577,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1443,정지된 시간의 땅 흑요석 골렘 공략,흑요석 골렘 20회 처치하기,83,10578,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1444,정지된 시간의 땅 판 루엠 공략,판 루엠 20회 처치하기,83,10581,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1445,정지된 시간의 땅 썩은 포자 펑거스 공략,썩은 포자 펑거스 20회 처치하기,83,10579,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1446,정지된 시간의 땅 포자 펑거스 공략,포자 펑거스 20회 처치하기,83,10570,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1447,정지된 시간의 땅 포자 박쥐 공략,포자 박쥐 20회 처치하기,83,10571,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1448,정지된 시간의 땅 패러사이트 좀비 공략,패러사이트 좀비 20회 처치하기,83,10572,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1449,정지된 시간의 땅 웜 공략,웜 20회 처치하기,83,10573,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1450,정지된 시간의 땅 욕심의 결과 공략,욕심의 결과 20회 처치하기,83,10574,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1451,정지된 시간의 땅 소울 이터 공략,소울 이터 20회 처치하기,83,10575,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1452,정지된 시간의 땅 포자거미 공략,포자거미 20회 처치하기,83,10576,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1453,정지된 시간의 땅 워터시어 공략,워터시어 20회 처치하기,83,10577,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1454,정지된 시간의 땅 흑요석 골렘 공략,흑요석 골렘 20회 처치하기,83,10578,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1455,정지된 시간의 땅 판 루엠 공략,판 루엠 20회 처치하기,83,10581,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1456,정지된 시간의 땅 썩은 포자 펑거스 공략,썩은 포자 펑거스 20회 처치하기,83,10579,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1457,정지된 시간의 땅 사나운 님프 공략,사나운 님프 20회 처치하기,83,10582,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1458,정지된 시간의 땅 나이트메어 스피릿 공략,나이트메어 스피릿 20회 처치하기,83,10583,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1459,정지된 시간의 땅 소울 슬래셔 공략,소울 슬래셔 20회 처치하기,83,10584,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1460,정지된 시간의 땅 흡혈 박쥐 공략,흡혈 박쥐 20회 처치하기,83,10585,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1461,정지된 시간의 땅 둠 서번트 공략,둠 서번트 20회 처치하기,83,10586,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1462,정지된 시간의 땅 님프로즈 공략,님프로즈 20회 처치하기,83,10587,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1463,정지된 시간의 땅 잔혹한 님프 공략,잔혹한 님프 20회 처치하기,83,10588,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1464,정지된 시간의 땅 잔혹한 판 루엠 공략,잔혹한 판 루엠 20회 처치하기,83,10589,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1465,정지된 시간의 땅 사나운 님프 공략,사나운 님프 20회 처치하기,83,10582,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1466,정지된 시간의 땅 나이트메어 스피릿 공략,나이트메어 스피릿 20회 처치하기,83,10583,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1467,정지된 시간의 땅 소울 슬래셔 공략,소울 슬래셔 20회 처치하기,83,10584,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1468,정지된 시간의 땅 흡혈 박쥐 공략,흡혈 박쥐 20회 처치하기,83,10585,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1469,정지된 시간의 땅 둠 서번트 공략,둠 서번트 20회 처치하기,83,10586,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1470,정지된 시간의 땅 님프로즈 공략,님프로즈 20회 처치하기,83,10587,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1471,정지된 시간의 땅 잔혹한 님프 공략,잔혹한 님프 20회 처치하기,83,10588,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1472,정지된 시간의 땅 잔혹한 판 루엠 공략,잔혹한 판 루엠 20회 처치하기,83,10589,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1473,정지된 시간의 땅 사나운 님프 공략,사나운 님프 20회 처치하기,83,10582,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1474,정지된 시간의 땅 나이트메어 스피릿 공략,나이트메어 스피릿 20회 처치하기,83,10583,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1475,정지된 시간의 땅 소울 슬래셔 공략,소울 슬래셔 20회 처치하기,83,10584,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1476,정지된 시간의 땅 흡혈 박쥐 공략,흡혈 박쥐 20회 처치하기,83,10585,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1477,정지된 시간의 땅 둠 서번트 공략,둠 서번트 20회 처치하기,83,10586,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1478,정지된 시간의 땅 님프로즈 공략,님프로즈 20회 처치하기,83,10587,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1479,정지된 시간의 땅 잔혹한 님프 공략,잔혹한 님프 20회 처치하기,83,10588,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1480,정지된 시간의 땅 잔혹한 판 루엠 공략,잔혹한 판 루엠 20회 처치하기,83,10589,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1481,정지된 시간의 땅 사나운 님프 공략,사나운 님프 20회 처치하기,83,10582,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1482,정지된 시간의 땅 나이트메어 스피릿 공략,나이트메어 스피릿 20회 처치하기,83,10583,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1483,정지된 시간의 땅 소울 슬래셔 공략,소울 슬래셔 20회 처치하기,83,10584,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1484,정지된 시간의 땅 흡혈 박쥐 공략,흡혈 박쥐 20회 처치하기,83,10585,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1485,정지된 시간의 땅 둠 서번트 공략,둠 서번트 20회 처치하기,83,10586,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1486,정지된 시간의 땅 님프로즈 공략,님프로즈 20회 처치하기,83,10587,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1487,정지된 시간의 땅 잔혹한 님프 공략,잔혹한 님프 20회 처치하기,83,10588,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1488,정지된 시간의 땅 잔혹한 판 루엠 공략,잔혹한 판 루엠 20회 처치하기,83,10589,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1489,상아탑 자치구역 그렌델 공략,그렌델 20회 처치하기,83,10591,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1490,상아탑 자치구역 산적단 신참 공략,산적단 신참 20회 처치하기,83,10592,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1491,상아탑 자치구역 산적단 정찰병 공략,산적단 정찰병 20회 처치하기,83,10593,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1492,상아탑 자치구역 산적단 약탈자 공략,산적단 약탈자 20회 처치하기,83,10594,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1493,상아탑 자치구역 산적단 칼잡이 공략,산적단 칼잡이 20회 처치하기,83,10595,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1494,상아탑 자치구역 산적단 강탈자 공략,산적단 강탈자 20회 처치하기,83,10596,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1495,상아탑 자치구역 산적단 주술사 공략,산적단 주술사 20회 처치하기,83,10597,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1496,상아탑 자치구역 산적단 전사 공략,산적단 전사 20회 처치하기,83,10598,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1497,상아탑 자치구역 산적단 투사 공략,산적단 투사 20회 처치하기,83,10599,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1498,상아탑 자치구역 광폭한 그렌델 공략,광폭한 그렌델 20회 처치하기,83,10600,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1499,상아탑 자치구역 산적단 상급 주술사 공략,산적단 상급 주술사 20회 처치하기,83,10601,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1500,상아탑 자치구역 그렌델 공략,그렌델 20회 처치하기,83,10591,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1501,상아탑 자치구역 산적단 신참 공략,산적단 신참 20회 처치하기,83,10592,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1502,상아탑 자치구역 산적단 정찰병 공략,산적단 정찰병 20회 처치하기,83,10593,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1503,상아탑 자치구역 산적단 약탈자 공략,산적단 약탈자 20회 처치하기,83,10594,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1504,상아탑 자치구역 산적단 칼잡이 공략,산적단 칼잡이 20회 처치하기,83,10595,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1505,상아탑 자치구역 산적단 강탈자 공략,산적단 강탈자 20회 처치하기,83,10596,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1506,상아탑 자치구역 산적단 주술사 공략,산적단 주술사 20회 처치하기,83,10597,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1507,상아탑 자치구역 산적단 전사 공략,산적단 전사 20회 처치하기,83,10598,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1508,상아탑 자치구역 산적단 투사 공략,산적단 투사 20회 처치하기,83,10599,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1509,상아탑 자치구역 광폭한 그렌델 공략,광폭한 그렌델 20회 처치하기,83,10600,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1510,상아탑 자치구역 산적단 상급 주술사 공략,산적단 상급 주술사 20회 처치하기,83,10601,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1511,상아탑 자치구역 그렌델 공략,그렌델 20회 처치하기,83,10591,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1512,상아탑 자치구역 산적단 신참 공략,산적단 신참 20회 처치하기,83,10592,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1513,상아탑 자치구역 산적단 정찰병 공략,산적단 정찰병 20회 처치하기,83,10593,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1514,상아탑 자치구역 산적단 약탈자 공략,산적단 약탈자 20회 처치하기,83,10594,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1515,상아탑 자치구역 산적단 칼잡이 공략,산적단 칼잡이 20회 처치하기,83,10595,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1516,상아탑 자치구역 산적단 강탈자 공략,산적단 강탈자 20회 처치하기,83,10596,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1517,상아탑 자치구역 산적단 주술사 공략,산적단 주술사 20회 처치하기,83,10597,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1518,상아탑 자치구역 산적단 전사 공략,산적단 전사 20회 처치하기,83,10598,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1519,상아탑 자치구역 산적단 투사 공략,산적단 투사 20회 처치하기,83,10599,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1520,상아탑 자치구역 광폭한 그렌델 공략,광폭한 그렌델 20회 처치하기,83,10600,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1521,상아탑 자치구역 산적단 상급 주술사 공략,산적단 상급 주술사 20회 처치하기,83,10601,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1522,상아탑 자치구역 포레스트 웜 공략,포레스트 웜 20회 처치하기,83,10603,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1523,상아탑 자치구역 다크 위치 공략,다크 위치 20회 처치하기,83,10604,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1524,상아탑 자치구역 티막 오크 궁수 공략,티막 오크 궁수 20회 처치하기,83,10605,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1525,상아탑 자치구역 티막 오크 전사 공략,티막 오크 전사 20회 처치하기,83,10606,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1526,상아탑 자치구역 티막 오크 수색대 공략,티막 오크 수색대 20회 처치하기,83,10607,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1527,상아탑 자치구역 아트록스 공략,아트록스 20회 처치하기,83,10608,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1528,상아탑 자치구역 거대 거머리 공략,거대 거머리 20회 처치하기,83,10609,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1529,상아탑 자치구역 티막 오크 투사 공략,티막 오크 투사 20회 처치하기,83,10612,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1530,상아탑 자치구역 티막 오크 보초병 공략,티막 오크 보초병 20회 처치하기,83,10615,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1531,상아탑 자치구역 포레스트 웜 공략,포레스트 웜 20회 처치하기,83,10603,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1532,상아탑 자치구역 다크 위치 공략,다크 위치 20회 처치하기,83,10604,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1533,상아탑 자치구역 티막 오크 궁수 공략,티막 오크 궁수 20회 처치하기,83,10605,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1534,상아탑 자치구역 티막 오크 전사 공략,티막 오크 전사 20회 처치하기,83,10606,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1535,상아탑 자치구역 티막 오크 수색대 공략,티막 오크 수색대 20회 처치하기,83,10607,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1536,상아탑 자치구역 아트록스 공략,아트록스 20회 처치하기,83,10608,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1537,상아탑 자치구역 거대 거머리 공략,거대 거머리 20회 처치하기,83,10609,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1538,상아탑 자치구역 티막 오크 투사 공략,티막 오크 투사 20회 처치하기,83,10612,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1539,상아탑 자치구역 티막 오크 보초병 공략,티막 오크 보초병 20회 처치하기,83,10615,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1540,상아탑 자치구역 포레스트 웜 공략,포레스트 웜 20회 처치하기,83,10603,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1541,상아탑 자치구역 다크 위치 공략,다크 위치 20회 처치하기,83,10604,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1542,상아탑 자치구역 티막 오크 궁수 공략,티막 오크 궁수 20회 처치하기,83,10605,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1543,상아탑 자치구역 티막 오크 전사 공략,티막 오크 전사 20회 처치하기,83,10606,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1544,상아탑 자치구역 티막 오크 수색대 공략,티막 오크 수색대 20회 처치하기,83,10607,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1545,상아탑 자치구역 아트록스 공략,아트록스 20회 처치하기,83,10608,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1546,상아탑 자치구역 거대 거머리 공략,거대 거머리 20회 처치하기,83,10609,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1547,상아탑 자치구역 티막 오크 투사 공략,티막 오크 투사 20회 처치하기,83,10612,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1548,상아탑 자치구역 티막 오크 보초병 공략,티막 오크 보초병 20회 처치하기,83,10615,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1549,상아탑 자치구역 거대 거머리 공략,거대 거머리 20회 처치하기,83,10609,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1550,상아탑 자치구역 티막 오크 투사 공략,티막 오크 투사 20회 처치하기,83,10612,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1551,상아탑 자치구역 티막 오크 보초병 공략,티막 오크 보초병 20회 처치하기,83,10615,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1552,상아탑 자치구역 티막 오크 백인대장 공략,티막 오크 백인대장 20회 처치하기,83,10613,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1553,상아탑 자치구역 티막 오크 장교 공략,티막 오크 장교 20회 처치하기,83,10614,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1554,상아탑 자치구역 티막 오크 광전사 공략,티막 오크 광전사 20회 처치하기,83,10616,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
1555,상아탑 자치구역 티막 오크 정예 수색병 공략,티막 오크 정예 수색병 20회 처치하기,83,10617,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
