Id,GroupId,RequiredId,RequiredGuildLevel,AchievementGroupType,Name,Desc,TaskType,TaskCount,PlayerRewardType1,PlayerRewardInfold1,PlayerRewardCount1,PlayerRewardType2,PlayerRewardInfold2,PlayerRewardCount2,GuildRewardType1,GuildRewardInfold1,GuildRewardCount1,GuildRewardType2,GuildRewardInfold2,GuildRewardCount2,RewardBloodCrystal,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
10132,10131,10131,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10133,10131,10132,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10134,10131,10133,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10135,10131,10134,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10136,10131,10135,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10137,10131,10136,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10138,10131,10137,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10139,10131,10138,24,6,용의 동굴 지하 1층 소탕,용의 동굴 지하 1층 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10141,10141,,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10142,10141,10141,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10143,10141,10142,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10144,10141,10143,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10145,10141,10144,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10146,10141,10145,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10147,10141,10146,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10148,10141,10147,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10149,10141,10148,25,6,용의 동굴 지하 2층 소탕,용의 동굴 지하 2층 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10151,10151,,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 750마리 이상 처치하세요.,81,750,1,,1000,6,490022,1,6,911191,10,6,1302001,2,15,1000,911191,3,,Icon_SoulShot_01,
10152,10151,10151,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 3500마리 이상 처치하세요.,81,3500,1,,2000,6,490022,1,6,919220,10,6,1302001,5,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,
10153,10151,10152,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 7500마리 이상 처치하세요.,81,7500,1,,3000,6,490022,1,6,900018,3,6,1302001,8,50,3000,911191,5,,Icon_SoulShot_01,
10154,10151,10153,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 15000마리 이상 처치하세요.,81,15000,1,,4000,6,490022,3,6,919221,4,6,1302001,10,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,
10155,10151,10154,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 25000마리 이상 처치하세요.,81,25000,1,,6000,6,490022,3,6,919139,2,6,1302001,15,75,6000,911191,7,,Icon_SoulShot_01,
10156,10151,10155,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 37500마리 이상 처치하세요.,81,37500,1,,8000,6,490022,3,6,919221,6,6,1302001,20,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,
10157,10151,10156,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 52500마리 이상 처치하세요.,81,52500,1,,10000,6,490022,5,6,919139,3,6,1302001,25,110,10000,911191,10,,Icon_SoulShot_01,
10158,10151,10157,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 80000마리 이상 처치하세요.,81,80000,1,,12000,6,490022,5,6,919221,10,6,1302001,30,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,
10159,10151,10158,26,6,용의 동굴 심층 소탕,용의 동굴 심층 몬스터를 112500마리 이상 처치하세요.,81,112500,1,,15000,6,490022,5,6,919139,5,6,1302001,35,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,
