TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,NpcName,DialogMessage,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex
113,8,113008,0,0,Magician,마법학교 학생,여기서는 현재 수행중인 퀘스트의 정보를 확인 할 수 있어요.,0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyList,4,,,Tutorial_Dialogue_113_8,0,
113,9,113009,0,0,Magician,마법학교 학생,우선 퀘스트 수행 버튼으로 퀘스트를 받아보죠,0,3,,,,,BP_TotalQuestMenuUI,,ButtonWeeklyStart,4,,,Tutorial_Dialogue_113_9,0,
113,10,113010,0,0,Magician,마법학교 학생,주간 퀘스트를 꾸준히 하다보면 좋은 보상을 획득 할 수 있어요.,0,3,,5000,,,BP_TotalQuestMenuUI,,CanvasPanelWeeklyCompletion,4,,,Tutorial_Dialogue_113_10,0,
113,11,113011,0,3,Magician,마법학교 학생,명심하세요. 주간 퀘스트는 <YellowBold>매일 매일 꾸준히</> 수행하는 것이 가장 중요해요!,23,3,,,,,,,,4,,,Tutorial_Dialogue_113_11,0,
113,12,113012,1,3,,,,16,3,,500,,,,,,4,,,,0,
114,1,114001,0,3,Aimel,아이멜,드디어 너도 <YellowBold>혈맹 기부</>가 가능해 졌네!,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_1,0,
114,2,114002,0,1,Aimel,아이멜,그럼 지금부터 혈맹에 관한 중요한 것을 알려 줄게.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_114_2,0,
114,3,114003,0,1,Aimel,아이멜,일단 기부하는 법부터 알려줄까?,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_114_3,0,
114,4,114004,0,1,Aimel,아이멜,어서 혈맹으로 들어가자.,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_117_3,0,
114,5,114005,0,1,Aimel,아이멜,기부하기 버튼을 눌러봐,0,3,,,,,BP_GuildUI,CanvasMiddleButton,ButtonDonate,4,,,Tutorial_Dialogue_114_4,0,
114,6,114006,0,1,Aimel,아이멜,기부에는 아데나를 사용할수도 있고.,0,3,,5000,,,BP_GuildDonationPopup,,CheckBoxAdena,4,,,Tutorial_Dialogue_114_5,0,
114,7,114007,0,1,Aimel,아이멜,피의 증거나,0,3,,,,,BP_GuildDonationPopup,,CheckBoxBloodCrystal,4,,,Tutorial_Dialogue_114_6,0,
114,8,114008,0,1,Aimel,아이멜,붉은 스타 스톤을 사용할 수도 있어.,0,3,,,,,BP_GuildDonationPopup,,CheckBoxRedStarStone,4,,,Tutorial_Dialogue_114_7,0,
114,9,114009,0,3,Aimel,아이멜,기부의 효과는 피의 증거나 붉은 스타 스톤이 조금 더 커!,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_8,0,
114,10,114010,0,3,Aimel,아이멜,대신 획득 방법이 제한되어 있으니 노력이 필요 할거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_9,0,
114,11,114011,1,3,Aimel,아이멜,자 이번에는 내가 가진 피의 증거를 좀 나눠 줄게.,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_10,0,
114,12,114012,0,1,Aimel,아이멜,피의 증거를 한번 기부 해봐.,0,3,,,,,BP_GuildDonationPopup,,CheckBoxBloodCrystal,4,,,Tutorial_Dialogue_114_11,0,
114,13,114013,0,1,Aimel,아이멜,기부하면 보상이 지급되니 잘 챙겨둬.,0,3,,,,,BP_GuildDonationPopup,,ButtonDonation,4,,,Tutorial_Dialogue_114_12,0,
114,14,114014,0,3,Aimel,아이멜,공헌 점수는 혈맹원 중에 누가 많은 공헌을 했는지 보여주는 점수야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_13,0,
114,15,114015,0,3,Aimel,아이멜,참! <YellowBold>혈맹 주화</>도 알려줘야 겠네. 혈맹주화는 혈맹에 기부를 했을때 주어지는 주화야. 이 주화로는 혈맹상점에서 다양한 아이템이나 혈맹 버프를 구매할 수 있으니 잘 챙겨둬.,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_14,0,
114,16,114016,0,1,Aimel,아이멜,이제 여기서 나가자.,0,3,,,,,BP_GuildDonationResultPopup,,ButtonCancel,4,,,Tutorial_Dialogue_114_15,0,
114,17,114017,0,1,Aimel,아이멜,아참 방금 말한 혈맹 상점은 여기야.,0,3,,,,,BP_GuildUI,CanvasBottomButton,ButtonGuildShop,4,,,Tutorial_Dialogue_114_16,0,
114,18,114018,0,3,Aimel,아이멜,혈맹 성장과 너 자신의 성장 양쪽 모두를 위한 상품이 있으니까. 한번 둘러봐.,23,3,,,,,,,,4,,,Tutorial_Dialogue_114_17,0,
114,19,114019,0,3,Aimel,아이멜,"일부 상품은 특정 조건을 만족해야 구매 가능 하지만.
너라면 반드시 가능할 거야.",23,3,,,,,,,,4,,,Tutorial_Dialogue_114_18,0,
114,20,114020,1,3,,,,16,3,,500,,,,,,4,,,,0,
115,1,115001,0,3,Aimel,아이멜,머야. 너 아직까지 <YellowBold>혈맹</>에 가입 하지 않은거야?,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_1,0,
115,2,115002,0,1,Aimel,아이멜,내가 다시 알려 줄게.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_115_2,0,
115,3,115003,0,1,Aimel,아이멜,어서 혈맹으로 들어가자.,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_117_3,0,
115,4,115004,0,1,Aimel,아이멜,잘 따라와.,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_115_4,0,
115,5,115005,0,1,Aimel,아이멜,여기가 마지막.,0,3,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,,0,
115,6,115006,0,3,Aimel,아이멜,많은 혈맹들이 보이지?,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_5,0,
115,7,115007,0,3,Aimel,아이멜,혈맹에 가입하면 많은 도움이 되니까. 꼭 가입 하라고.,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_6,0,
115,8,115008,1,3,Aimel,아이멜,가입하는 순간 지금보다 훨씬 큰 즐거움을 느낄 수 있을거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_115_7,0,
115,9,115009,1,3,,,,16,3,,500,,,,,,4,,,,0,
116,1,116001,0,3,Aimel,아이멜,어때 혈맹 생활은 좀 익숙해 졌어?,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_1,0,
116,2,116002,0,1,Aimel,아이멜,이번에는 내가 새로운걸 알려줄게.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_116_2,0,
116,3,116003,0,1,Aimel,아이멜,다시 혈맹으로 가자.,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_116_3,0,
116,4,116004,0,1,Aimel,아이멜,잘 따라와.,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_115_4,0,
116,5,116005,0,1,Aimel,아이멜,알려 줄 것은 바로 이것 혈맹 업적!,0,3,,,,,BP_GuildUI,CanvasRightButton,ButtonGuildQuest,4,,,Tutorial_Dialogue_116_4,0,
116,6,116006,0,3,Aimel,아이멜,혈맹 업적은 모든 혈맹원이 함께 하는 업적으로 완료하면 혈맹 전체가 보상을 받을 수 있지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_5,0,
116,7,116007,0,3,Aimel,아이멜,개인 보상은 개인에게 각각 지급 되는 보상이고.,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_6,0,
116,8,116008,0,3,Aimel,아이멜,<YellowBold>혈맹 보상은 혈맹 창고</>로 보내지는 보상이야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_7,0,
116,9,116009,0,3,Aimel,아이멜,단 보상을 받기 위해서는 정해진 날짜까지 완료해야 하니까 모든 혈맹원이 노력해야 할거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_8,0,
116,10,116010,0,3,Aimel,아이멜,다 같이 노력해서 얻어내는 업적이니 쉽지 않지만 상당히 즐거운 여정이 될거야!,23,3,,,,,,,,4,,,Tutorial_Dialogue_116_9,0,
116,11,116011,1,3,,,,16,3,,500,,,,,,4,,,,0,
117,1,117001,0,3,Aimel,아이멜,혈맹 생활은 만족하고 있어?,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_1,0,
117,2,117002,0,1,Aimel,아이멜,내가 혈맹에서 엄청 중요한 걸 안가르쳐 줬네.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_117_2,0,
117,3,117003,0,1,Aimel,아이멜,어서 혈맹으로 들어가자.,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_117_3,0,
117,4,117004,0,1,Aimel,아이멜,여기봐 혈맹 던전이야.,0,3,,,,,BP_MainMenuUI,,ButtonGuildDungeon,4,,,Tutorial_Dialogue_117_4,0,
117,5,117005,0,1,Aimel,아이멜,이 곳에는 오로지 같은 혈명만이 들어 올 수 있는 곳이야. 게다가 강력한 보스 몬스터까지 있는 곳이지.,0,3,,5000,,,BP_SelectGuildDungeonUI,,GuildDungeon_1,4,,,Tutorial_Dialogue_117_5,0,
117,6,117006,0,3,Aimel,아이멜,이곳을 공략하기 위해서는 혈맹원들이 힘을 합쳐야 해. 한마디로 혈맹의 힘을 시험하는 던전이지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_6,0,
117,7,117007,0,3,Aimel,아이멜,그 만큼 충분한 보상도 획득 할 수 있으니까.,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_7,0,
117,8,117008,0,3,Aimel,아이멜,너 자신과 혈맹의 성장을 위해서는 꼭 도전해 보는게 좋을거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_8,0,
117,9,117009,0,3,Aimel,아이멜,강력한 적을 혈맹원들과 함께 쓰러트린다! 크흐~ 생각만 해도 짜릿한데?! 꼭 경험해 보길 바래!,23,3,,,,,,,,4,,,Tutorial_Dialogue_117_9,0,
117,10,117010,1,3,,,,16,3,,500,,,,,,4,,,,0,
118,1,118001,0,3,Officer,경비대장 헤럴드,어서오게. 이곳은 <YellowBold>퀘스트 진행도</>를 확인할 수 있는 곳이네.,23,3,,,,,,,,4,,,Tutorial_Dialogue_118_1,0,
118,2,118002,0,3,Officer,경비대장 헤럴드,자네가 <YellowBold>진행중인 퀘스트</>와 <GreenBold>이미 완료한 퀘스트.</> 그리고 앞으로 진행해야 할 퀘스트를 한눈에 볼 수 있는 곳이지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_118_2,0,
118,3,118003,0,3,Officer,경비대장 헤럴드,잘 살펴보면 추가로 지급되는 <YellowBold>보상</>을 확인할 수도 있으니 자주 신경쓰도록 하게.,23,3,,,,,,,,4,,,Tutorial_Dialogue_118_3,0,
118,4,118004,1,3,,,,16,3,,500,,,,,,4,,,,0,
119,1,119001,0,3,ArmorMerchant_01,러셀,자네도 드디어 제작에 관심을 두는 건가? 그런 건가!?<p>하하!!! 같은 동료로서 매우 기쁘구만!<p>자네도 알다시피 UR 등급은 제작을 통해서 얻을 수 있다네! 지금부터 내가 알려 줄 테니! 잘 듣도록 하게!,23,3,,,,,,,,4,,,"Tutorial_Dialogue_119_1,Tutorial_Dialogue_119_2,Tutorial_Dialogue_119_3",0,
119,2,119002,0,1,ArmorMerchant_01,러셀,먼저 이곳에 제작할 장비를 등록하게!,0,3,,5000,,,BP_EquipmentEnhancementUI,,CanvasPanelItem,4,,,Tutorial_Dialogue_119_4,0,
119,3,119003,0,1,ArmorMerchant_01,러셀,첫 번째로 제작 장비의 레시피가 필요하네!,0,3,,5000,,,BP_EquipmentEnhancementUI,,UREquipmentMaterialTemplate1,4,,,Tutorial_Dialogue_119_5,0,
119,4,119004,0,1,ArmorMerchant_01,러셀,두 번째로 희귀한 광물이나 목재가 필요하네!,0,3,,5000,,,BP_EquipmentEnhancementUI,,UREquipmentMaterialTemplate2,4,,,Tutorial_Dialogue_119_6,0,
119,5,119005,0,1,ArmorMerchant_01,러셀,세 번째는 뭐였더라… 그래! 빛나는 승급석 같은 귀한 재료가 필요하지!,0,3,,6500,,,BP_EquipmentEnhancementUI,,UREquipmentMaterialTemplate3,4,,,Tutorial_Dialogue_119_7,0,
119,6,119006,0,1,ArmorMerchant_01,러셀,마지막으로 무기나 방어구를 분해해서 얻은 결정체가 필요하네!,0,3,,5000,,,BP_EquipmentEnhancementUI,,UREquipmentMaterialTemplate4,4,,,Tutorial_Dialogue_119_8,0,
119,7,119007,0,3,ArmorMerchant_01,러셀,이렇게 네 가지 재료가 모두 있으면 UR 장비를 만들 수 있다네!,23,4,,,,,,,,4,,,Tutorial_Dialogue_119_9,0,
119,8,119008,0,3,ArmorMerchant_01,러셀,"참! 중요한 것을 잊었구만!<p>30레벨 이상의 SR 장비만 UR로 제작이 가능하다네!<p>또한 UR이 된 장비는 강화, 초월, 옵션, 특성 등 모든 성장 단계를 유지하니 유념해 두게나!<p>그리고 염려가 돼서 하는 말인데, 네 종류의 재료는 각각 장비를 강화할 수 있네. 한 종류라도 다 모은다면 바로바로 장비를 강화하도록 하게! 강력해진 장비를 체험할 수 있을 걸세!<p>물론 네 종류 모두 모아서 만든 UR 등급은 비교도 할 수 없을 만큼 강하겠지만 말이야! 하하하하!!",23,3,,,,,,,,4,,,"Tutorial_Dialogue_119_10,Tutorial_Dialogue_119_11,Tutorial_Dialogue_119_12,Tutorial_Dialogue_119_13,Tutorial_Dialogue_119_14",0,
119,9,119009,1,3,,,,16,3,,1,,,,,,4,,,,0,
201,1,201001,0,1,Aimel,아이멜,와~ 벌써 전직을 할 정도로 성장한거야? 정말 대단하네!,0,3,,,,,BP_GameUI,MainToolbar,ButtonClassTransfer,4,,,Tutorial_Dialogue_201_1,0,
201,2,201002,0,3,Aimel,아이멜,난 너에게 전직 시험을 치루라는 내용을 전달하러 왔어,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_2,0,
201,3,201003,0,3,Aimel,아이멜,은빛용병단에서는 충분히 강해진 사람에게 몇가지 시험을 치룬 뒤 새로운 직업을 부여해 주고 있어.,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_3,0,
201,4,201004,0,3,Aimel,아이멜,전직을 하면 <YellowBold>새로운 스킬</>을 배울 수 있고 지금보다 강해질 수 있어.,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_4,0,
201,5,201005,0,3,,,,16,3,,1000,,,,,,4,,,,0,
201,6,201006,0,1,Aimel,아이멜,여기 첫번째 시험 목록이 보이지?,0,3,,,,,BP_ClassTransferQuestUI,SequentialQuestUI,ClassTransferQuest1,4,,,Tutorial_Dialogue_201_5,0,
201,7,201007,0,3,Aimel,아이멜,첫번째 시험 목록은 몬스터 50마리를 처치하는 것이야. ,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_6_1,0,
201,8,201008,0,3,Aimel,아이멜,용병으로서 가장 기본적인 전투실력을 가늠하는 것이지. ,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_7,0,
201,9,201009,0,3,Aimel,아이멜,이 정도는 가볍게 통과 할거라고 믿어!,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_8,0,
201,10,201010,0,3,Aimel,아이멜,첫번째 시험을 통과하면 다음 시험 목록이 뜰거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_9,0,
201,11,201011,0,3,Aimel,아이멜,그렇게 일곱 개의 시험을 통과하면 비로소 전직을 할 수 있어.,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_10,0,
201,12,201012,0,3,Aimel,아이멜,전직을 하면 더 강력한 자신의 모습을 발견하게 될거야!!,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_11,0,
201,13,201013,0,3,Aimel,아이멜,그럼 <YellowBold>[player]</> 힘내!,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_12,0,
201,14,201014,0,3,Aimel,아이멜,다음에는 더욱 강해진 모습으로 만나길 기대할께!,23,3,,,,,,,,4,,,Tutorial_Dialogue_201_13,0,
201,15,201015,1,3,,,,16,3,,500,,,,,,4,,,,0,
202,1,202001,0,3,Magician_01_03,로나,이제 슬슬 아데나가 많이 필요할 때가 된 것 같아서,23,3,,,,,,,,4,,,Tutorial_Dialogue_202_New_1,0,
202,2,202002,0,1,Magician_01_03,로나,좋은 곳을 소개해 줄려고 왔어,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_202_New_2,0,
202,3,202003,0,1,Magician_01_03,로나,일단 던전으로 들어가 보겠어?,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_202_New_3,0,
202,4,202004,0,1,Magician_01_03,로나,일반 던전으로 가보도록 해,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_202_New_4,0,
202,5,202005,0,1,Magician_01_03,로나,아데나 던전 버튼을 눌러봐.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,5,,Tutorial_Dialogue_202_New_5,0,
202,6,202006,0,3,,,,16,3,,5000,,,,,,4,,,,0,
202,7,202007,0,3,Magician_01_03,로나,이곳에는 황금용 크뤼소스가 살고 있어.,23,3,,,,,,,,4,,,Tutorial_Dialogue_202_New_6,0,
202,8,202008,0,3,Magician_01_03,로나,크뤼소스를 처치하면 아데나를 구할 수 있을거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_202_New_7,0,
202,9,202009,0,3,Magician_01_03,로나,이곳은 하루에 입장 가능한 횟수가 정해져 있어. 그러니까 신중하게 공략하도록 해.,23,3,,,,,,,,4,,,Tutorial_Dialogue_202_New_8,0,
202,10,202010,0,3,Magician_01_03,로나,용을 잡아내는 멋진 모습을 기대할께!,23,3,,,,,,,,4,,,Tutorial_Dialogue_202_New_9,0,
202,11,202011,1,3,,,,16,3,,500,,,,,,4,,,,0,
203,1,203001,0,1,Resident_05_03,아이다,좋은 장비를 얻을 수 있는 곳을 소개해 줄까해,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_203_New_1,0,
203,2,203002,0,1,Resident_05_03,아이다,바로 특별한 던전을 공략하는 것이지!,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_203_New_2,0,
203,3,203003,0,1,Resident_05_03,아이다,여기야! 일반 던전,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_203_New_3,0,
203,4,203004,0,1,Resident_05_03,아이다,이곳에 있는 장비 던전을 선택해 봐.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,4,,Tutorial_Dialogue_203_New_4,0,
203,5,203005,0,3,,,,16,3,,2500,,,,,,4,,,,0,
203,6,203006,0,3,Resident_05_03,아이다,거점에 있는 <YellowBold>성물</>을 지키면서 장비 보급을 지원하다 보면 너에게 필요한 <YellowBold>장비</>를 가지게 될거야.,23,3,,,,,,,,4,,,Tutorial_Dialogue_203_New_5,0,
203,7,203007,0,3,Resident_05_03,아이다,"단 여기는 <YellowBold>파티 상태</>에서만 입장이 가능하고, 하루에 <YellowBold>입장 가능 횟수에도 제한</>이 있으니 조심해.",23,3,,,,,,,,4,,,Tutorial_Dialogue_203_New_6,0,
203,8,203008,1,3,,,,16,3,,500,,,,,,4,,,,0,
204,1,204001,0,1,Teleporter_01_02,티아나,혹시 장비 강화하는데 쓸 주문서가 부족해?,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_204_1,0,
204,2,204002,0,1,Teleporter_01_02,티아나,그렇다면 내가 좋은 곳을 알려줄께!,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_204_2,0,
204,3,204003,0,1,Teleporter_01_02,티아나,일반 던전을 눌러봐,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,
204,4,204004,0,1,Teleporter_01_02,티아나,바로 강화 주문서 던전이야.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,7,,Tutorial_Dialogue_204_3,0,
204,5,204005,0,3,,,,16,3,,4000,,,,,,4,,,,0,
204,6,204006,0,3,Teleporter_01_02,티아나,"봉인된 성물을 해제해서 강화 주문서를 획득해봐!
<YellowBold>하루 입장 횟수에는 제한</>이 있으니 집중해!",23,3,,,,,,,,4,,,Tutorial_Dialogue_204_4,0,
204,7,204007,0,3,Teleporter_01_02,티아나,무기 강화는 강해지는 방법 중 <YellowBold>가장 쉽고 강력한 방법</>이야! 강화주문서를 통해 강해지길 바랄께!,23,3,,,,,,,,4,,,Tutorial_Dialogue_204_5,0,
204,8,204008,1,3,,,,16,3,,500,,,,,,4,,,,0,
205,1,205001,0,1,Magician_01_03,로나,슬슬 성장이 힘들 것 같아 내가왔어.,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_205_New_1,0,
205,2,205002,0,1,Magician_01_03,로나,레벨업을 하는데 아주 좋은 곳을 알려줄께.,0,3,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,Tutorial_Dialogue_205_New_2,0,
205,3,205003,0,1,Magician_01_03,로나,일반 던전을 눌러봐,0,3,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,Tutorial_Dialogue_205_New_3,0,
205,4,205004,0,1,Magician_01_03,로나,바로 경험치 던전이야.,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,6,,Tutorial_Dialogue_205_New_4,0,
205,5,205005,0,3,,,,16,3,,4000,,,,,,4,,,,0,
205,6,205006,0,3,Magician_01_03,로나,"대량의 경험치를 한번에 얻을 수 있는 던전이지만.
<YellowBold>하루에 가능한 입장 횟수에 제한</>이 있으니 너무 맹신하지는 말아.",23,3,,,,,,,,4,,,Tutorial_Dialogue_205_New_5,0,
205,7,205007,0,3,Magician_01_03,로나,"이곳을 잘 이용하면, 빠르게 성장 할 수 있을거야! 다음에 볼 때는 지금보다 강해진 모습을 기대할께!",23,3,,,,,,,,4,,,Tutorial_Dialogue_205_New_6,0,
205,8,205008,1,3,,,,16,3,,500,,,,,,4,,,,0,
206,1,206001,0,3,TemplePriest_01,집정관 다니엘,"자네가 아덴 대륙을 모험하면서 이룬 업적에 따라 칭호를 부여하고 있네.
<p>이렇게 획득한 칭호는 등급에 따라 자네의 능력을 상승시켜주지. 당연히 등급에 따라 능력치 상승이나 획득 난이도가 다를 것이네.
<p>그럼 칭호를 장착하는 법을 알려주겠네.",23,3,,,,,,,,4,,,"Tutorial_Dialogue_206_1, Tutorial_Dialogue_206_2, Tutorial_Dialogue_206_3",0,
206,2,206002,0,1,TemplePriest_01,집정관 다니엘,이곳에 획득한 칭호를 살펴보게,0,3,,,,,BP_CharacterTitleUI,,CheckBoxGrade5,4,,,Tutorial_Dialogue_206_4,0,
206,3,206003,0,1,TemplePriest_01,집정관 다니엘,획득한 칭호는 이곳에서 습득을 해야 능력치를 올려준다네.,0,3,,,,,BP_CharacterTitleUI,TableViewCharacterTitleList,ButtonAction,4,0,,Tutorial_Dialogue_206_5,0,
206,4,206004,0,3,TemplePriest_01,집정관 다니엘,칭호를 습득하는 것만으로도 능력치가 상승하기 때문에 능력치와는 상관없이 자신이 원하는 칭호를 장착하고 다닐 수 있네.,23,4,,,,,,,,4,,,Tutorial_Dialogue_206_6,0,
206,5,206005,0,1,TemplePriest_01,집정관 다니엘,방금 습득한 칭호를 장착해 보게.,0,3,,,,,BP_CharacterTitleUI,TableViewCharacterTitleList,ButtonAction,4,0,,Tutorial_Dialogue_206_7,0,
206,6,206006,0,3,TemplePriest_01,집정관 다니엘,"마지막으로 알려 줄 것은 몇몇 고유한 칭호의 경우에는 획득했어도, 다른 사람에게 뺐길 수 있네. 예를 들면 결투장 1위 칭호 같은 경우 말일세.
<p>내가 알려 줄 수 있는 건, 다 알려준 것 같군. 그럼 이제 다양한 칭호를 획득하러 가보게.",23,3,,,,,,,,4,,,"Tutorial_Dialogue_206_8,Tutorial_Dialogue_206_9",0,
206,7,206007,1,3,,,,16,3,,,,,,,,4,,,,0,
207,1,207001,1,3,ArmorMerchant_01,러셀,"어서 오게. 예전부터 은빛용병단은 정의의 상징이기도 했지만, 그에 만만찮게 멋있는 <YellowBold>망토</>로 자신의 개성을 표현하는 것으로도 유명했지.<p>자네도 슬슬 망토로 개성을 표현해 보는 것은 어떤가? 방법은 내가 잘 가르쳐 주지.<p>먼저 망토를 습득하려면 원하는 망토의 브로치가 필요하네. 일단 내가 가진걸 줄 테니 모험가의 망토를 습득해 보게.",23,3,,,,,,,,4,,,"Tutorial_Dialogue_207_1, Tutorial_Dialogue_207_2, Tutorial_Dialogue_207_3",0,
207,2,207002,0,1,ArmorMerchant_01,러셀,습득 버튼을 터치하게,0,3,,,,,BP_CapeUI,TableViewCapeList,ButtonActivate,4,0,,Tutorial_Dialogue_207_4,0,
207,3,207003,0,1,ArmorMerchant_01,러셀,이제 장착 버튼을 터치하게,0,3,,,,,BP_CapeUI,TableViewCapeList,ButtonEquip,4,0,,Tutorial_Dialogue_207_5,0,
207,4,207004,1,3,ArmorMerchant_01,러셀,모험가의 망토가 잘 어울리는군! 망토는 실타래를 사용해서 성장도 가능하네. 이번에도 내 실타래를 좀 나눠주지.,23,3,,,,,,,,4,,,Tutorial_Dialogue_207_6,0,
207,5,207005,0,1,ArmorMerchant_01,러셀,레벨업 버튼을 터치하게,0,3,,,,,BP_CapeUI,CapeInfoUI,ButtonLevelUp,4,,,Tutorial_Dialogue_207_7,0,
207,6,207006,0,1,ArmorMerchant_01,러셀,이곳에 있는 레벨업 버튼을 터치하게,0,3,,,,,BP_CapeUI,CapeLevelUpUI,Button1LevelUp,4,,,Tutorial_Dialogue_207_8,0,
207,7,207007,0,3,,,,16,3,,3500,,,,,,4,,,,0,
207,8,207008,0,1,ArmorMerchant_01,러셀,망토가 좀 더 강해졌군. 어떤가 마음에 드는가?,0,3,,,,,BP_CapeLevelUpResultUI,,ButtonOK,4,,,Tutorial_Dialogue_207_9,0,
207,9,207009,1,3,ArmorMerchant_01,러셀,"망토의 옵션이 원하는 것과 다르게 나왔다면, 마법 옷감으로 옵션을 변경할 수도 있네.<p>원하는 옵션을 얻을 때까지 계속 사용하는 것도 괜찮겠지.<p>내가 가르쳐 줄 것은 여기까지네. 멋진 망토로 자네의 개성을 잘 뽐내보게나.",23,3,,,,,,,,4,,,"Tutorial_Dialogue_207_10,Tutorial_Dialogue_207_11,Tutorial_Dialogue_207_12",0,
208,1,208001,1,3,HardinsFollower,테오도르,자네에게 탈리스만의 사용법을 알려주게 될 줄이야.<p>말하는 섬에서 만난게 엊그제 같건만 정말 대단하군.<p>탈리스만은 자네의 부족한 능력을 채워주기에 좋은 도구라네.<p>여튼 탈리스만의 사용법을 알려주도록 하지.,23,4,,,,,,,,4,,,"Tutorial_Dialogue_208_1,Tutorial_Dialogue_208_2,Tutorial_Dialogue_208_3,Tutorial_Dialogue_208_4",0,
208,2,208002,0,1,HardinsFollower,테오도르,탈리스만을 꺼내보도록 하게,0,3,,,,,BP_TalismanUI,CanvasPanelTalismanlList,TileViewTalismanList,4,0,,Tutorial_Dialogue_208_5,0,
