GroupId,SubId,RewardExp,RewardAdena,RewardItemGroup,StartPointX,StartPointY,SectionInfoParam,SectionPositionParam,AddintionalInfoParam
12047,1,93450,8700,120471,507,1708,"[{
""npcSpawnGroupId"":12471},
{""npcSpawnGroupId"":12472},
{""npcSpawnGroupId"":12473},
{""npcSpawnGroupId"":12474},
{""npcSpawnGroupId"":12475, ""bossNpcId"":80474
}]",,"[{""dungeonLimitTime"":180}]"
12047,2,4680,500,120472,507,1708,,,
12048,1,97950,9300,120481,507,1708,"[
{""npcSpawnGroupId"":12481},
{""npcSpawnGroupId"":12482},
{""npcSpawnGroupId"":12483},
{""npcSpawnGroupId"":12484, ""bossNpcId"":80484
}]",,"[{""dungeonLimitTime"":180}]"
12048,2,4900,500,120482,507,1708,,,
12049,1,102750,9900,120491,507,1708,"[{
""npcSpawnGroupId"":12491},
{""npcSpawnGroupId"":12492},
{""npcSpawnGroupId"":12493},
{""npcSpawnGroupId"":12494},
{""npcSpawnGroupId"":12495, ""bossNpcId"":80494
}]",,"[{""dungeonLimitTime"":180}]"
12049,2,5140,500,120492,507,1708,,,
12050,1,107100,10550,120501,507,1708,"[{
""npcSpawnGroupId"":12501},
{""npcSpawnGroupId"":12502},
{""npcSpawnGroupId"":12503},
{""npcSpawnGroupId"":12504},
{""npcSpawnGroupId"":12505, ""bossNpcId"":80505
}]",,"[{""dungeonLimitTime"":180}]"
12050,2,5360,500,120502,507,1708,,,
12051,1,117450,11250,120511,507,1708,"[
{""npcSpawnGroupId"":12511},
{""npcSpawnGroupId"":12512},
{""npcSpawnGroupId"":12513},
{""npcSpawnGroupId"":12514, ""bossNpcId"":80514
}]",,"[{""dungeonLimitTime"":180}]"
12051,2,5880,600,120512,507,1708,,,
12052,1,122850,11950,120521,507,1708,"[{
""npcSpawnGroupId"":12521},
{""npcSpawnGroupId"":12522},
{""npcSpawnGroupId"":12523},
{""npcSpawnGroupId"":12524},
{""npcSpawnGroupId"":12525, ""bossNpcId"":80524
}]",,"[{""dungeonLimitTime"":180}]"
12052,2,6150,600,120522,507,1708,,,
12053,1,128550,12700,120531,507,1708,"[
{""npcSpawnGroupId"":12531},
{""npcSpawnGroupId"":12532},
{""npcSpawnGroupId"":12533},
{""npcSpawnGroupId"":12534, ""bossNpcId"":80534
}]",,"[{""dungeonLimitTime"":180}]"
12053,2,6430,600,120532,507,1708,,,
12054,1,133650,13500,120541,507,1708,"[{
""npcSpawnGroupId"":12541},
{""npcSpawnGroupId"":12542},
{""npcSpawnGroupId"":12543},
{""npcSpawnGroupId"":12544},
{""npcSpawnGroupId"":12545, ""bossNpcId"":80544
}]",,"[{""dungeonLimitTime"":180}]"
12054,2,6690,600,120542,507,1708,,,
12055,1,139650,14300,120551,507,1708,"[{
""npcSpawnGroupId"":12551},
{""npcSpawnGroupId"":12552},
{""npcSpawnGroupId"":12553},
{""npcSpawnGroupId"":12554},
{""npcSpawnGroupId"":12555, ""bossNpcId"":80555
}]",,"[{""dungeonLimitTime"":180}]"
12055,2,6990,600,120552,507,1708,,,
12056,1,145800,15150,120561,507,1708,"[
{""npcSpawnGroupId"":12561},
{""npcSpawnGroupId"":12562},
{""npcSpawnGroupId"":12563},
{""npcSpawnGroupId"":12564, ""bossNpcId"":80564
}]",,"[{""dungeonLimitTime"":180}]"
12056,2,7290,600,120562,507,1708,,,
12057,1,152250,16050,120571,507,1708,"[{
""npcSpawnGroupId"":12571},
{""npcSpawnGroupId"":12572},
{""npcSpawnGroupId"":12573},
{""npcSpawnGroupId"":12574},
{""npcSpawnGroupId"":12575, ""bossNpcId"":80574
}]",,"[{""dungeonLimitTime"":180}]"
12057,2,7620,600,120572,507,1708,,,
12058,1,141300,17000,120581,507,1708,"[
{""npcSpawnGroupId"":12581},
{""npcSpawnGroupId"":12582},
{""npcSpawnGroupId"":12583},
{""npcSpawnGroupId"":12584, ""bossNpcId"":80584
}]",,"[{""dungeonLimitTime"":180}]"
12058,2,7070,600,120582,507,1708,,,
12059,1,147450,17950,120591,507,1708,"[{
""npcSpawnGroupId"":12591},
{""npcSpawnGroupId"":12592},
{""npcSpawnGroupId"":12593},
{""npcSpawnGroupId"":12594},
{""npcSpawnGroupId"":12595, ""bossNpcId"":80594
}]",,"[{""dungeonLimitTime"":180}]"
12059,2,7380,600,120592,507,1708,,,
12060,1,153000,19000,120601,507,1708,"[{
""npcSpawnGroupId"":12601},
{""npcSpawnGroupId"":12602},
{""npcSpawnGroupId"":12603},
{""npcSpawnGroupId"":12604},
{""npcSpawnGroupId"":12605, ""bossNpcId"":80605
}]",,"[{""dungeonLimitTime"":180}]"
12060,2,7650,600,120602,507,1708,,,
12061,1,159600,20050,120611,507,1708,"[
{""npcSpawnGroupId"":12611},
{""npcSpawnGroupId"":12612},
{""npcSpawnGroupId"":12613},
{""npcSpawnGroupId"":12614, ""bossNpcId"":80614
}]",,"[{""dungeonLimitTime"":180}]"
12061,2,7980,700,120612,507,1708,,,
12062,1,166500,21150,120621,507,1708,"[{
""npcSpawnGroupId"":12621},
{""npcSpawnGroupId"":12622},
{""npcSpawnGroupId"":12623},
{""npcSpawnGroupId"":12624},
{""npcSpawnGroupId"":12625, ""bossNpcId"":80624
}]",,"[{""dungeonLimitTime"":180}]"
12062,2,8330,700,120622,507,1708,,,
12063,1,173400,22300,120631,507,1708,"[
{""npcSpawnGroupId"":12631},
{""npcSpawnGroupId"":12632},
{""npcSpawnGroupId"":12633},
{""npcSpawnGroupId"":12634, ""bossNpcId"":80634
}]",,"[{""dungeonLimitTime"":180}]"
12063,2,8670,700,120632,507,1708,,,
12064,1,180750,23500,120641,507,1708,"[{
""npcSpawnGroupId"":12641},
{""npcSpawnGroupId"":12642},
{""npcSpawnGroupId"":12643},
{""npcSpawnGroupId"":12644},
{""npcSpawnGroupId"":12645, ""bossNpcId"":80644
}]",,"[{""dungeonLimitTime"":180}]"
12064,2,9040,700,120642,507,1708,,,
12065,1,187350,24700,120651,507,1708,"[{
""npcSpawnGroupId"":12651},
{""npcSpawnGroupId"":12652},
{""npcSpawnGroupId"":12653},
{""npcSpawnGroupId"":12654},
{""npcSpawnGroupId"":12655, ""bossNpcId"":80655
}]",,"[{""dungeonLimitTime"":180}]"
12065,2,9370,700,120652,507,1708,,,
12066,1,195150,26000,120661,507,1708,"[
{""npcSpawnGroupId"":12661},
{""npcSpawnGroupId"":12662},
{""npcSpawnGroupId"":12663},
{""npcSpawnGroupId"":12664, ""bossNpcId"":80664
}]",,"[{""dungeonLimitTime"":180}]"
12066,2,9760,700,120662,507,1708,,,
12067,1,203250,27350,120671,507,1708,"[{
""npcSpawnGroupId"":12671},
{""npcSpawnGroupId"":12672},
{""npcSpawnGroupId"":12673},
{""npcSpawnGroupId"":12674},
{""npcSpawnGroupId"":12675, ""bossNpcId"":80674
}]",,"[{""dungeonLimitTime"":180}]"
12067,2,10170,700,120672,507,1708,,,
12068,1,211650,28700,120681,507,1708,"[
{""npcSpawnGroupId"":12681},
{""npcSpawnGroupId"":12682},
{""npcSpawnGroupId"":12683},
{""npcSpawnGroupId"":12684, ""bossNpcId"":80684
}]",,"[{""dungeonLimitTime"":180}]"
12068,2,10590,700,120682,507,1708,,,
12069,1,220200,30150,120691,507,1708,"[{
""npcSpawnGroupId"":12691},
{""npcSpawnGroupId"":12692},
{""npcSpawnGroupId"":12693},
{""npcSpawnGroupId"":12694},
{""npcSpawnGroupId"":12695, ""bossNpcId"":80694
}]",,"[{""dungeonLimitTime"":180}]"
12069,2,11010,700,120692,507,1708,,,
12070,1,229200,31600,120701,507,1708,"[{
""npcSpawnGroupId"":12701},
{""npcSpawnGroupId"":12702},
{""npcSpawnGroupId"":12703},
{""npcSpawnGroupId"":12704},
{""npcSpawnGroupId"":12705, ""bossNpcId"":80705
}]",,"[{""dungeonLimitTime"":180}]"
12070,2,11460,700,120702,507,1708,,,
12071,1,237450,33150,120711,507,1708,"[
{""npcSpawnGroupId"":12711},
{""npcSpawnGroupId"":12712},
{""npcSpawnGroupId"":12713},
{""npcSpawnGroupId"":12714, ""bossNpcId"":80714
}]",,"[{""dungeonLimitTime"":180}]"
12071,2,11880,800,120712,507,1708,,,
12072,1,247050,34750,120721,507,1708,"[{
""npcSpawnGroupId"":12721},
{""npcSpawnGroupId"":12722},
{""npcSpawnGroupId"":12723},
{""npcSpawnGroupId"":12724},
{""npcSpawnGroupId"":12725, ""bossNpcId"":80724
}]",,"[{""dungeonLimitTime"":180}]"
12072,2,12360,800,120722,507,1708,,,
12073,1,257100,36400,120731,507,1708,"[
{""npcSpawnGroupId"":12731},
{""npcSpawnGroupId"":12732},
{""npcSpawnGroupId"":12733},
{""npcSpawnGroupId"":12734, ""bossNpcId"":80734
}]",,"[{""dungeonLimitTime"":180}]"
12073,2,12860,800,120732,507,1708,,,
12074,1,267300,38100,120741,507,1708,"[{
""npcSpawnGroupId"":12741},
{""npcSpawnGroupId"":12742},
{""npcSpawnGroupId"":12743},
{""npcSpawnGroupId"":12744},
{""npcSpawnGroupId"":12745, ""bossNpcId"":80744
}]",,"[{""dungeonLimitTime"":180}]"
12074,2,13370,800,120742,507,1708,,,
12075,1,278100,39850,120751,507,1708,"[{
""npcSpawnGroupId"":12751},
{""npcSpawnGroupId"":12752},
{""npcSpawnGroupId"":12753},
{""npcSpawnGroupId"":12754},
{""npcSpawnGroupId"":12755, ""bossNpcId"":80755
}]",,"[{""dungeonLimitTime"":180}]"
12075,2,13910,800,120752,507,1708,,,
12076,1,299400,41650,120761,507,1708,"[
{""npcSpawnGroupId"":12761},
{""npcSpawnGroupId"":12762},
{""npcSpawnGroupId"":12763},
{""npcSpawnGroupId"":12764, ""bossNpcId"":80764
}]",,"[{""dungeonLimitTime"":180}]"
12076,2,14970,800,120762,507,1708,,,
12077,1,311400,43550,120771,507,1708,"[{
""npcSpawnGroupId"":12771},
{""npcSpawnGroupId"":12772},
{""npcSpawnGroupId"":12773},
{""npcSpawnGroupId"":12774},
{""npcSpawnGroupId"":12775, ""bossNpcId"":80774
}]",,"[{""dungeonLimitTime"":180}]"
12077,2,15570,800,120772,507,1708,,,
12078,1,323700,45450,120781,507,1708,"[
{""npcSpawnGroupId"":12781},
{""npcSpawnGroupId"":12782},
{""npcSpawnGroupId"":12783},
{""npcSpawnGroupId"":12784, ""bossNpcId"":80784
}]",,"[{""dungeonLimitTime"":180}]"
12078,2,16190,800,120782,507,1708,,,
12079,1,336600,47450,120791,507,1708,"[{
""npcSpawnGroupId"":12791},
{""npcSpawnGroupId"":12792},
{""npcSpawnGroupId"":12793},
{""npcSpawnGroupId"":12794},
{""npcSpawnGroupId"":12795, ""bossNpcId"":80794
}]",,"[{""dungeonLimitTime"":180}]"
12079,2,16830,800,120792,507,1708,,,
12080,1,349950,49500,120801,507,1708,"[{
""npcSpawnGroupId"":12801},
{""npcSpawnGroupId"":12802},
{""npcSpawnGroupId"":12803},
{""npcSpawnGroupId"":12804},
{""npcSpawnGroupId"":12805, ""bossNpcId"":80805
}]",,"[{""dungeonLimitTime"":180}]"
12080,2,17500,800,120802,507,1708,,,
12081,1,362400,51650,120811,507,1708,"[
{""npcSpawnGroupId"":12811},
{""npcSpawnGroupId"":12812},
{""npcSpawnGroupId"":12813},
{""npcSpawnGroupId"":12814, ""bossNpcId"":80814
}]",,"[{""dungeonLimitTime"":180}]"
12081,2,18120,900,120812,507,1708,,,
12082,1,339150,53800,120821,507,1708,"[{
""npcSpawnGroupId"":12821},
{""npcSpawnGroupId"":12822},
{""npcSpawnGroupId"":12823},
{""npcSpawnGroupId"":12824},
{""npcSpawnGroupId"":12825, ""bossNpcId"":80824
}]",,"[{""dungeonLimitTime"":180}]"
12082,2,16960,900,120822,507,1708,,,
12083,1,352650,56050,120831,507,1708,"[
{""npcSpawnGroupId"":12831},
{""npcSpawnGroupId"":12832},
{""npcSpawnGroupId"":12833},
{""npcSpawnGroupId"":12834, ""bossNpcId"":80834
}]",,"[{""dungeonLimitTime"":180}]"
12083,2,17640,900,120832,507,1708,,,
12084,1,366600,58400,120841,507,1708,"[{
""npcSpawnGroupId"":12841},
{""npcSpawnGroupId"":12842},
{""npcSpawnGroupId"":12843},
{""npcSpawnGroupId"":12844},
{""npcSpawnGroupId"":12845, ""bossNpcId"":80844
}]",,"[{""dungeonLimitTime"":180}]"
12084,2,18330,900,120842,507,1708,,,
12085,1,381150,60750,120851,507,1708,"[{
""npcSpawnGroupId"":12851},
{""npcSpawnGroupId"":12852},
{""npcSpawnGroupId"":12853},
{""npcSpawnGroupId"":12854},
{""npcSpawnGroupId"":12855, ""bossNpcId"":80855
}]",,"[{""dungeonLimitTime"":180}]"
12085,2,19060,900,120852,507,1708,,,
12086,1,394950,63200,120861,507,1708,"[
{""npcSpawnGroupId"":12861},
{""npcSpawnGroupId"":12862},
{""npcSpawnGroupId"":12863},
{""npcSpawnGroupId"":12864, ""bossNpcId"":80864
}]",,"[{""dungeonLimitTime"":180}]"
12086,2,19750,900,120862,507,1708,,,
12087,1,410700,65750,120871,507,1708,"[{
""npcSpawnGroupId"":12871},
{""npcSpawnGroupId"":12872},
{""npcSpawnGroupId"":12873},
{""npcSpawnGroupId"":12874},
{""npcSpawnGroupId"":12875, ""bossNpcId"":80874
}]",,"[{""dungeonLimitTime"":180}]"
12087,2,20540,900,120872,507,1708,,,
12088,1,427050,68350,120881,507,1708,"[
{""npcSpawnGroupId"":12881},
{""npcSpawnGroupId"":12882},
{""npcSpawnGroupId"":12883},
{""npcSpawnGroupId"":12884, ""bossNpcId"":80884
}]",,"[{""dungeonLimitTime"":180}]"
12088,2,21360,900,120882,507,1708,,,
12089,1,444150,71000,120891,507,1708,"[{
""npcSpawnGroupId"":12891},
{""npcSpawnGroupId"":12892},
{""npcSpawnGroupId"":12893},
{""npcSpawnGroupId"":12894},
{""npcSpawnGroupId"":12895, ""bossNpcId"":80894
}]",,"[{""dungeonLimitTime"":180}]"
12089,2,22210,900,120892,507,1708,,,
12090,1,462000,73750,120901,507,1708,"[{
""npcSpawnGroupId"":12901},
{""npcSpawnGroupId"":12902},
{""npcSpawnGroupId"":12903},
{""npcSpawnGroupId"":12904},
{""npcSpawnGroupId"":12905, ""bossNpcId"":80905
}]",,"[{""dungeonLimitTime"":180}]"
12090,2,23100,900,120902,507,1708,,,
12091,1,480750,76550,120911,507,1708,"[
{""npcSpawnGroupId"":12911},
{""npcSpawnGroupId"":12912},
{""npcSpawnGroupId"":12913},
{""npcSpawnGroupId"":12914, ""bossNpcId"":80914
}]",,"[{""dungeonLimitTime"":180}]"
12091,2,24040,1000,120912,507,1708,,,
12092,1,498450,79450,120921,507,1708,"[{
""npcSpawnGroupId"":12921},
{""npcSpawnGroupId"":12922},
{""npcSpawnGroupId"":12923},
{""npcSpawnGroupId"":12924},
{""npcSpawnGroupId"":12925, ""bossNpcId"":80924
}]",,"[{""dungeonLimitTime"":180}]"
12092,2,24930,1000,120922,507,1708,,,
12093,1,518850,82400,120931,507,1708,"[
{""npcSpawnGroupId"":12931},
{""npcSpawnGroupId"":12932},
{""npcSpawnGroupId"":12933},
{""npcSpawnGroupId"":12934, ""bossNpcId"":80934
}]",,"[{""dungeonLimitTime"":180}]"
12093,2,25950,1000,120932,507,1708,,,
12094,1,540000,85450,120941,507,1708,"[{
""npcSpawnGroupId"":12941},
{""npcSpawnGroupId"":12942},
{""npcSpawnGroupId"":12943},
{""npcSpawnGroupId"":12944},
{""npcSpawnGroupId"":12945, ""bossNpcId"":80944
}]",,"[{""dungeonLimitTime"":180}]"
12094,2,27000,1000,120942,507,1708,,,
12095,1,562200,88600,120951,507,1708,"[{
""npcSpawnGroupId"":12951},
{""npcSpawnGroupId"":12952},
{""npcSpawnGroupId"":12953},
{""npcSpawnGroupId"":12954},
{""npcSpawnGroupId"":12955, ""bossNpcId"":80955
}]",,"[{""dungeonLimitTime"":180}]"
12095,2,28110,1000,120952,507,1708,,,
12096,1,585450,91800,120961,507,1708,"[
{""npcSpawnGroupId"":12961},
{""npcSpawnGroupId"":12962},
{""npcSpawnGroupId"":12963},
{""npcSpawnGroupId"":12964, ""bossNpcId"":80964
}]",,"[{""dungeonLimitTime"":180}]"
12096,2,29280,1000,120962,507,1708,,,
12097,1,607950,95100,120971,507,1708,"[{
""npcSpawnGroupId"":12971},
{""npcSpawnGroupId"":12972},
{""npcSpawnGroupId"":12973},
{""npcSpawnGroupId"":12974},
{""npcSpawnGroupId"":12975, ""bossNpcId"":80974
}]",,"[{""dungeonLimitTime"":180}]"
12097,2,30400,1000,120972,507,1708,,,
12098,1,633450,98450,120981,507,1708,"[
{""npcSpawnGroupId"":12981},
{""npcSpawnGroupId"":12982},
{""npcSpawnGroupId"":12983},
{""npcSpawnGroupId"":12984, ""bossNpcId"":80984
}]",,"[{""dungeonLimitTime"":180}]"
12098,2,31680,1000,120982,507,1708,,,
12099,1,660150,101900,120991,507,1708,"[{
""npcSpawnGroupId"":12991},
{""npcSpawnGroupId"":12992},
{""npcSpawnGroupId"":12993},
{""npcSpawnGroupId"":12994},
{""npcSpawnGroupId"":12995, ""bossNpcId"":80994
}]",,"[{""dungeonLimitTime"":180}]"
12099,2,33010,1000,120992,507,1708,,,
12100,1,688200,105450,121001,507,1708,"[{
""npcSpawnGroupId"":13011},
{""npcSpawnGroupId"":13012},
{""npcSpawnGroupId"":13013},
{""npcSpawnGroupId"":13014},
{""npcSpawnGroupId"":13015, ""bossNpcId"":81005
}]",,"[{""dungeonLimitTime"":180}]"
12100,2,34410,1000,121002,507,1708,,,
20001,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001},{""npcSpawnGroupId"":29001}]",,"[{""dungeonLimitTime"":1200}]"
20002,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002},{""npcSpawnGroupId"":29002}]",,"[{""dungeonLimitTime"":1200}]"
20003,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003},{""npcSpawnGroupId"":29003}]",,"[{""dungeonLimitTime"":1200}]"
20004,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004},{""npcSpawnGroupId"":29004}]",,"[{""dungeonLimitTime"":1200}]"
20005,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005},{""npcSpawnGroupId"":29005}]",,"[{""dungeonLimitTime"":1200}]"
20006,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006},{""npcSpawnGroupId"":29006}]",,"[{""dungeonLimitTime"":1200}]"
20007,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007},{""npcSpawnGroupId"":29007}]",,"[{""dungeonLimitTime"":1200}]"
20008,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008},{""npcSpawnGroupId"":29008}]",,"[{""dungeonLimitTime"":1200}]"
20009,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009},{""npcSpawnGroupId"":29009}]",,"[{""dungeonLimitTime"":1200}]"
20010,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010},{""npcSpawnGroupId"":29010}]",,"[{""dungeonLimitTime"":1200}]"
20011,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011},{""npcSpawnGroupId"":29011}]",,"[{""dungeonLimitTime"":1200}]"
20012,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012},{""npcSpawnGroupId"":29012}]",,"[{""dungeonLimitTime"":1200}]"
20013,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013},{""npcSpawnGroupId"":29013}]",,"[{""dungeonLimitTime"":1200}]"
20014,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014},{""npcSpawnGroupId"":29014}]",,"[{""dungeonLimitTime"":1200}]"
20015,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015},{""npcSpawnGroupId"":29015}]",,"[{""dungeonLimitTime"":1200}]"
20016,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016},{""npcSpawnGroupId"":29016}]",,"[{""dungeonLimitTime"":1200}]"
20017,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017},{""npcSpawnGroupId"":29017}]",,"[{""dungeonLimitTime"":1200}]"
20018,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018},{""npcSpawnGroupId"":29018}]",,"[{""dungeonLimitTime"":1200}]"
20019,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019},{""npcSpawnGroupId"":29019}]",,"[{""dungeonLimitTime"":1200}]"
20020,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020},{""npcSpawnGroupId"":29020}]",,"[{""dungeonLimitTime"":1200}]"
20021,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021},{""npcSpawnGroupId"":29021}]",,"[{""dungeonLimitTime"":1200}]"
20022,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022},{""npcSpawnGroupId"":29022}]",,"[{""dungeonLimitTime"":1200}]"
20023,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023},{""npcSpawnGroupId"":29023}]",,"[{""dungeonLimitTime"":1200}]"
20024,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024},{""npcSpawnGroupId"":29024}]",,"[{""dungeonLimitTime"":1200}]"
20025,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025},{""npcSpawnGroupId"":29025}]",,"[{""dungeonLimitTime"":1200}]"
20026,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026},{""npcSpawnGroupId"":29026}]",,"[{""dungeonLimitTime"":1200}]"
20027,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027},{""npcSpawnGroupId"":29027}]",,"[{""dungeonLimitTime"":1200}]"
20028,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028},{""npcSpawnGroupId"":29028}]",,"[{""dungeonLimitTime"":1200}]"
