ItemGrade,EquipmentType,WeaponType,Level,EnchantEfficiency,SuccessRate,SuccessRateBless,FailurePenalty,RequiredAdena,RequiredProtectionJewel,RequiredEnchantScroll
7,8,6,13,100,4000,4000,1,8400,6,3
7,8,6,14,110,4000,4000,1,8400,6,3
7,8,6,15,122,4000,4000,1,8400,7,4
7,8,6,16,134,4000,4000,1,16700,7,4
7,8,6,17,146,4000,4000,1,16700,8,4
7,8,6,18,158,3500,3500,1,16700,8,4
7,8,6,19,170,3500,3500,1,16700,9,4
7,8,6,20,185,3500,3500,0,16700,9,5
7,8,6,21,200,3500,3500,1,16700,10,5
7,8,6,22,215,3500,3500,1,16700,10,5
7,8,6,23,230,3000,3000,1,16700,11,5
7,8,6,24,245,3000,3000,1,16700,11,5
7,8,6,25,265,3000,3000,1,16700,12,6
7,8,6,26,285,3000,3000,1,25000,12,6
7,8,6,27,305,3000,3000,1,25000,13,6
7,8,6,28,325,2500,2500,1,25000,13,6
7,8,6,29,345,2500,2500,1,41700,14,6
7,8,6,30,370,,,0,,,
7,0,6,0,0,10000,10000,0,900,0,1
7,0,6,1,5,10000,10000,0,900,0,1
7,0,6,2,10,10000,10000,0,900,0,1
7,0,6,3,15,9000,9000,1,900,1,1
7,0,6,4,20,8000,8000,1,900,1,1
7,0,6,5,28,7000,7000,1,4200,2,2
7,0,6,6,36,6000,6000,1,4200,2,2
7,0,6,7,44,5000,5000,1,4200,3,2
7,0,6,8,52,4500,4500,1,4200,3,2
7,0,6,9,60,4500,4500,1,4200,4,2
7,0,6,10,70,4500,4500,0,8400,4,3
7,0,6,11,80,4500,4500,1,8400,5,3
7,0,6,12,90,4500,4500,1,8400,5,3
7,0,6,13,100,4000,4000,1,8400,6,3
7,0,6,14,110,4000,4000,1,8400,6,3
7,0,6,15,122,4000,4000,1,8400,7,4
7,0,6,16,134,4000,4000,1,16700,7,4
7,0,6,17,146,4000,4000,1,16700,8,4
7,0,6,18,158,3500,3500,1,16700,8,4
7,0,6,19,170,3500,3500,1,16700,9,4
7,0,6,20,185,3500,3500,0,16700,9,5
7,0,6,21,200,3500,3500,1,16700,10,5
7,0,6,22,215,3500,3500,1,16700,10,5
7,0,6,23,230,3000,3000,1,16700,11,5
7,0,6,24,245,3000,3000,1,16700,11,5
7,0,6,25,265,3000,3000,1,16700,12,6
7,0,6,26,285,3000,3000,1,25000,12,6
7,0,6,27,305,3000,3000,1,25000,13,6
7,0,6,28,325,2500,2500,1,25000,13,6
7,0,6,29,345,2500,2500,1,41700,14,6
7,0,6,30,370,,,0,,,
7,9,6,0,0,10000,10000,0,900,0,1
7,9,6,1,5,10000,10000,0,900,0,1
7,9,6,2,10,10000,10000,0,900,0,1
7,9,6,3,15,9000,9000,1,900,1,1
7,9,6,4,20,8000,8000,1,900,1,1
7,9,6,5,28,7000,7000,1,4200,2,2
7,9,6,6,36,6000,6000,1,4200,2,2
7,9,6,7,44,5000,5000,1,4200,3,2
7,9,6,8,52,4500,4500,1,4200,3,2
7,9,6,9,60,4500,4500,1,4200,4,2
7,9,6,10,70,4500,4500,0,8400,4,3
7,9,6,11,80,4500,4500,1,8400,5,3
7,9,6,12,90,4500,4500,1,8400,5,3
7,9,6,13,100,4000,4000,1,8400,6,3
7,9,6,14,110,4000,4000,1,8400,6,3
7,9,6,15,122,4000,4000,1,8400,7,4
7,9,6,16,134,4000,4000,1,16700,7,4
7,9,6,17,146,4000,4000,1,16700,8,4
7,9,6,18,158,3500,3500,1,16700,8,4
7,9,6,19,170,3500,3500,1,16700,9,4
7,9,6,20,185,3500,3500,0,16700,9,5
7,9,6,21,200,3500,3500,1,16700,10,5
7,9,6,22,215,3500,3500,1,16700,10,5
7,9,6,23,230,3000,3000,1,16700,11,5
7,9,6,24,245,3000,3000,1,16700,11,5
7,9,6,25,265,3000,3000,1,16700,12,6
7,9,6,26,285,3000,3000,1,25000,12,6
7,9,6,27,305,3000,3000,1,25000,13,6
7,9,6,28,325,2500,2500,1,25000,13,6
7,9,6,29,345,2500,2500,1,41700,14,6
7,9,6,30,370,,,0,,,
7,4,6,0,0,10000,10000,0,900,0,1
7,4,6,1,5,10000,10000,0,900,0,1
7,4,6,2,10,10000,10000,0,900,0,1
7,4,6,3,15,9000,9000,1,900,1,1
7,4,6,4,20,8000,8000,1,900,1,1
7,4,6,5,28,7000,7000,1,4200,2,2
7,4,6,6,36,6000,6000,1,4200,2,2
7,4,6,7,44,5000,5000,1,4200,3,2
7,4,6,8,52,4500,4500,1,4200,3,2
7,4,6,9,60,4500,4500,1,4200,4,2
7,4,6,10,70,4500,4500,0,8400,4,3
7,4,6,11,80,4500,4500,1,8400,5,3
7,4,6,12,90,4500,4500,1,8400,5,3
7,4,6,13,100,4000,4000,1,8400,6,3
7,4,6,14,110,4000,4000,1,8400,6,3
7,4,6,15,122,4000,4000,1,8400,7,4
7,4,6,16,134,4000,4000,1,16700,7,4
7,4,6,17,146,4000,4000,1,16700,8,4
7,4,6,18,158,3500,3500,1,16700,8,4
7,4,6,19,170,3500,3500,1,16700,9,4
7,4,6,20,185,3500,3500,0,16700,9,5
7,4,6,21,200,3500,3500,1,16700,10,5
7,4,6,22,215,3500,3500,1,16700,10,5
7,4,6,23,230,3000,3000,1,16700,11,5
7,4,6,24,245,3000,3000,1,16700,11,5
7,4,6,25,265,3000,3000,1,16700,12,6
7,4,6,26,285,3000,3000,1,25000,12,6
7,4,6,27,305,3000,3000,1,25000,13,6
7,4,6,28,325,2500,2500,1,25000,13,6
7,4,6,29,345,2500,2500,1,41700,14,6
7,4,6,30,370,,,0,,,
7,7,6,0,0,10000,10000,0,900,0,1
7,7,6,1,5,10000,10000,0,900,0,1
7,7,6,2,10,10000,10000,0,900,0,1
7,7,6,3,15,9000,9000,1,900,1,1
7,7,6,4,20,8000,8000,1,900,1,1
7,7,6,5,28,7000,7000,1,4200,2,2
7,7,6,6,36,6000,6000,1,4200,2,2
7,7,6,7,44,5000,5000,1,4200,3,2
7,7,6,8,52,4500,4500,1,4200,3,2
7,7,6,9,60,4500,4500,1,4200,4,2
7,7,6,10,70,4500,4500,0,8400,4,3
7,7,6,11,80,4500,4500,1,8400,5,3
7,7,6,12,90,4500,4500,1,8400,5,3
7,7,6,13,100,4000,4000,1,8400,6,3
7,7,6,14,110,4000,4000,1,8400,6,3
7,7,6,15,122,4000,4000,1,8400,7,4
7,7,6,16,134,4000,4000,1,16700,7,4
7,7,6,17,146,4000,4000,1,16700,8,4
7,7,6,18,158,3500,3500,1,16700,8,4
7,7,6,19,170,3500,3500,1,16700,9,4
7,7,6,20,185,3500,3500,0,16700,9,5
7,7,6,21,200,3500,3500,1,16700,10,5
7,7,6,22,215,3500,3500,1,16700,10,5
7,7,6,23,230,3000,3000,1,16700,11,5
7,7,6,24,245,3000,3000,1,16700,11,5
7,7,6,25,265,3000,3000,1,16700,12,6
7,7,6,26,285,3000,3000,1,25000,12,6
7,7,6,27,305,3000,3000,1,25000,13,6
7,7,6,28,325,2500,2500,1,25000,13,6
7,7,6,29,345,2500,2500,1,41700,14,6
7,7,6,30,370,,,0,,,
