Id,Name,Desc,RequiredId,GroupType,Param1,TaskType,TaskCondition,CompleteNotifyType,AchievementGroupId,TaskCount,RewardPoint,Reward
41216,So Many Sparkles (Tier 16),"Acquire  54,500  or more Soul Crystals.",41215,Assets,16,Count_AcquiredItem,SoulCrystal,Immediately,412,"54,500","3,830","29,500 Adena"
41217,So Many Sparkles (Tier 17),"Acquire  59,160  or more Soul Crystals.",41216,Assets,17,Count_AcquiredItem,SoulCrystal,Immediately,412,"59,160","4,530",Enhance Scroll Box (1)
41218,So Many Sparkles (Tier 18),"Acquire  63,820  or more Soul Crystals.",41217,Assets,18,Count_AcquiredItem,SoulCrystal,Immediately,412,"63,820","5,230","40,000 Adena"
41219,So Many Sparkles (Tier 19),"Acquire  68,480  or more Soul Crystals.",41218,Assets,19,Count_AcquiredItem,SoulCrystal,Immediately,412,"68,480","6,030",Scroll: Enhance Weapon (1)
41220,So Many Sparkles (Tier 20),"Acquire  73,000  or more Soul Crystals.",41219,Assets,20,Count_AcquiredItem,SoulCrystal,Immediately,412,"73,000","6,880","52,500 Adena"
41301,What Makes Me Shine (Tier 1),Acquire  1  or more elixirs.,,Assets,1,Count_CraftingItem,Elixir,Immediately,413,1,30,Grade B Soul Crystal Box (1)
41302,What Makes Me Shine (Tier 2),Acquire  5  or more elixirs.,41301,Assets,2,Count_CraftingItem,Elixir,Immediately,413,5,60,"1,500 Adena"
41303,What Makes Me Shine (Tier 3),Acquire  20  or more elixirs.,41302,Assets,3,Count_CraftingItem,Elixir,Immediately,413,20,100,Soul Crystal Box (1)
41304,What Makes Me Shine (Tier 4),Acquire  50  or more elixirs.,41303,Assets,4,Count_CraftingItem,Elixir,Immediately,413,50,180,"2,000 Adena"
41305,What Makes Me Shine (Tier 5),Acquire  150  or more elixirs.,41304,Assets,5,Count_CraftingItem,Elixir,Immediately,413,150,330,Soul Crystal Box (1)
41306,What Makes Me Shine (Tier 6),Acquire  380  or more elixirs.,41305,Assets,6,Count_CraftingItem,Elixir,Immediately,413,380,480,"4,500 Adena"
41307,What Makes Me Shine (Tier 7),Acquire  640  or more elixirs.,41306,Assets,7,Count_CraftingItem,Elixir,Immediately,413,640,630,Soul Crystal Box (1)
41308,What Makes Me Shine (Tier 8),Acquire  930  or more elixirs.,41307,Assets,8,Count_CraftingItem,Elixir,Immediately,413,930,790,"6,500 Adena"
41309,What Makes Me Shine (Tier 9),"Acquire  1,250  or more elixirs.",41308,Assets,9,Count_CraftingItem,Elixir,Immediately,413,"1,250","1,170","9,500 Adena"
41310,What Makes Me Shine (Tier 10),"Acquire  1,590  or more elixirs.",41309,Assets,10,Count_CraftingItem,Elixir,Immediately,413,"1,590","1,550",Soul Crystal Box (1)
41311,What Makes Me Shine (Tier 11),"Acquire  1,970  or more elixirs.",41310,Assets,11,Count_CraftingItem,Elixir,Immediately,413,"1,970","2,020",Soul Crystal Box (1)
41312,What Makes Me Shine (Tier 12),"Acquire  2,260  or more elixirs.",41311,Assets,12,Count_CraftingItem,Elixir,Immediately,413,"2,260","2,540","20,000 Adena"
41313,What Makes Me Shine (Tier 13),"Acquire  2,560  or more elixirs.",41312,Assets,13,Count_CraftingItem,Elixir,Immediately,413,"2,560","3,070","24,000 Adena"
41314,What Makes Me Shine (Tier 14),"Acquire  2,850  or more elixirs.",41313,Assets,14,Count_CraftingItem,Elixir,Immediately,413,"2,850","3,680",Soul Crystal Box (1)
41315,What Makes Me Shine (Tier 15),"Acquire  3,150  or more elixirs.",41314,Assets,15,Count_CraftingItem,Elixir,Immediately,413,"3,150","4,290","33,000 Adena"
41316,What Makes Me Shine (Tier 16),"Acquire  3,440  or more elixirs.",41315,Assets,16,Count_CraftingItem,Elixir,Immediately,413,"3,440","4,900","37,500 Adena"
41317,What Makes Me Shine (Tier 17),"Acquire  3,730  or more elixirs.",41316,Assets,17,Count_CraftingItem,Elixir,Immediately,413,"3,730","5,580","42,500 Adena"
41318,What Makes Me Shine (Tier 18),"Acquire  4,030  or more elixirs.",41317,Assets,18,Count_CraftingItem,Elixir,Immediately,413,"4,030","6,270","48,000 Adena"
41319,What Makes Me Shine (Tier 19),"Acquire  4,320  or more elixirs.",41318,Assets,19,Count_CraftingItem,Elixir,Immediately,413,"4,320","6,950","53,000 Adena"
41320,What Makes Me Shine (Tier 20),"Acquire  4,600  or more elixirs.",41319,Assets,20,Count_CraftingItem,Elixir,Immediately,413,"4,600","7,640",Soul Crystal Box (1)
41401,Collect Loot (Tier 1),Acquire  10  or more Monster Cores.,,Assets,1,Count_AcquiredItem,MonsterCore,Immediately,414,10,30,"1,000 Adena"
41402,Collect Loot (Tier 2),Acquire  40  or more Monster Cores.,41401,Assets,2,Count_AcquiredItem,MonsterCore,Immediately,414,40,730,"3,000 Adena"
41403,Collect Loot (Tier 3),Acquire  130  or more Monster Cores.,41402,Assets,3,Count_AcquiredItem,MonsterCore,Immediately,414,130,"1,090","9,000 Adena"
41404,Collect Loot (Tier 4),Acquire  430  or more Monster Cores.,41403,Assets,4,Count_AcquiredItem,MonsterCore,Immediately,414,430,"1,460","12,000 Adena"
41405,Collect Loot (Tier 5),"Acquire  1,370  or more Monster Cores.",41404,Assets,5,Count_AcquiredItem,MonsterCore,Immediately,414,"1,370","1,830","14,500 Adena"
41406,Collect Loot (Tier 6),"Acquire  3,560  or more Monster Cores.",41405,Assets,6,Count_AcquiredItem,MonsterCore,Immediately,414,"3,560","2,190",Core Box (1)
41407,Collect Loot (Tier 7),"Acquire  6,030  or more Monster Cores.",41406,Assets,7,Count_AcquiredItem,MonsterCore,Immediately,414,"6,030","2,560",Core Box (1)
41408,Collect Loot (Tier 8),"Acquire  8,790  or more Monster Cores.",41407,Assets,8,Count_AcquiredItem,MonsterCore,Immediately,414,"8,790","2,930","23,000 Adena"
41409,Collect Loot (Tier 9),"Acquire  11,820  or more Monster Cores.",41408,Assets,9,Count_AcquiredItem,MonsterCore,Immediately,414,"11,820","3,290",Core Box (1)
41410,Collect Loot (Tier 10),"Acquire  15,130  or more Monster Cores.",41409,Assets,10,Count_AcquiredItem,MonsterCore,Immediately,414,"15,130","3,660","28,500 Adena"
41411,Collect Loot (Tier 11),"Acquire  18,720  or more Monster Cores.",41410,Assets,11,Count_AcquiredItem,MonsterCore,Immediately,414,"18,720","4,030","31,000 Adena"
41412,Collect Loot (Tier 12),"Acquire  21,520  or more Monster Cores.",41411,Assets,12,Count_AcquiredItem,MonsterCore,Immediately,414,"21,520","4,390","34,000 Adena"
41413,Collect Loot (Tier 13),"Acquire  24,320  or more Monster Cores.",41412,Assets,13,Count_AcquiredItem,MonsterCore,Immediately,414,"24,320","4,760",Core Box (1)
41414,Collect Loot (Tier 14),"Acquire  27,110  or more Monster Cores.",41413,Assets,14,Count_AcquiredItem,MonsterCore,Immediately,414,"27,110","5,130",Core Box (1)
41415,Collect Loot (Tier 15),"Acquire  29,910  or more Monster Cores.",41414,Assets,15,Count_AcquiredItem,MonsterCore,Immediately,414,"29,910","5,490",Core Box (1)
41416,Collect Loot (Tier 16),"Acquire  32,700  or more Monster Cores.",41415,Assets,16,Count_AcquiredItem,MonsterCore,Immediately,414,"32,700","5,860","45,000 Adena"
41417,Collect Loot (Tier 17),"Acquire  35,500  or more Monster Cores.",41416,Assets,17,Count_AcquiredItem,MonsterCore,Immediately,414,"35,500","6,230",Core Box (1)
41418,Collect Loot (Tier 18),"Acquire  38,300  or more Monster Cores.",41417,Assets,18,Count_AcquiredItem,MonsterCore,Immediately,414,"38,300","6,590",Core Box (1)
41419,Collect Loot (Tier 19),"Acquire  41,090  or more Monster Cores.",41418,Assets,19,Count_AcquiredItem,MonsterCore,Immediately,414,"41,090","6,960",Core Box (1)
41420,Collect Loot (Tier 20),"Acquire  43,800  or more Monster Cores.",41419,Assets,20,Count_AcquiredItem,MonsterCore,Immediately,414,"43,800","7,330",Core Box (1)
41601,Way to Safe Road (Tier 1),Use  2  or more Maphr's Protections.,,Assets,1,Count_UseItem,ProtectionJewel,Immediately,416,2,30,"1,000 Adena"
41602,Way to Safe Road (Tier 2),Use  8  or more Maphr's Protections.,41601,Assets,2,Count_UseItem,ProtectionJewel,Immediately,416,8,60,"1,000 Adena"
41603,Way to Safe Road (Tier 3),Use  18  or more Maphr's Protections.,41602,Assets,3,Count_UseItem,ProtectionJewel,Immediately,416,18,100,Enhance Scroll Box (1)
41604,Way to Safe Road (Tier 4),Use  32  or more Maphr's Protections.,41603,Assets,4,Count_UseItem,ProtectionJewel,Immediately,416,32,150,"2,000 Adena"
41605,Way to Safe Road (Tier 5),Use  40  or more Maphr's Protections.,41604,Assets,5,Count_UseItem,ProtectionJewel,Immediately,416,40,190,"2,000 Adena"
41606,Way to Safe Road (Tier 6),Use  60  or more Maphr's Protections.,41605,Assets,6,Count_UseItem,ProtectionJewel,Immediately,416,60,270,Enhance Scroll Box (1)
41607,Way to Safe Road (Tier 7),Use  80  or more Maphr's Protections.,41606,Assets,7,Count_UseItem,ProtectionJewel,Immediately,416,80,350,"3,500 Adena"
41608,Way to Safe Road (Tier 8),Use  100  or more Maphr's Protections.,41607,Assets,8,Count_UseItem,ProtectionJewel,Immediately,416,100,430,"4,000 Adena"
41609,Way to Safe Road (Tier 9),Use  200  or more Maphr's Protections.,41608,Assets,9,Count_UseItem,ProtectionJewel,Immediately,416,200,830,Enhance Scroll Box (1)
41610,Way to Safe Road (Tier 10),Use  300  or more Maphr's Protections.,41609,Assets,10,Count_UseItem,ProtectionJewel,Immediately,416,300,"1,230","10,000 Adena"
41611,Way to Safe Road (Tier 11),Use  402  or more Maphr's Protections.,41610,Assets,11,Count_UseItem,ProtectionJewel,Immediately,416,402,"1,630","13,000 Adena"
41612,Way to Safe Road (Tier 12),Use  500  or more Maphr's Protections.,41611,Assets,12,Count_UseItem,ProtectionJewel,Immediately,416,500,"2,030","16,000 Adena"
41613,Way to Safe Road (Tier 13),Use  610  or more Maphr's Protections.,41612,Assets,13,Count_UseItem,ProtectionJewel,Immediately,416,610,"2,470","19,500 Adena"
41614,Way to Safe Road (Tier 14),Use  700  or more Maphr's Protections.,41613,Assets,14,Count_UseItem,ProtectionJewel,Immediately,416,700,"2,830","22,000 Adena"
41615,Way to Safe Road (Tier 15),Use  805  or more Maphr's Protections.,41614,Assets,15,Count_UseItem,ProtectionJewel,Immediately,416,805,"3,250","25,000 Adena"
41616,Way to Safe Road (Tier 16),Use  895  or more Maphr's Protections.,41615,Assets,16,Count_UseItem,ProtectionJewel,Immediately,416,895,"3,610",Enhance Scroll Box (1)
41617,Way to Safe Road (Tier 17),"Use  1,102  or more Maphr's Protections.",41616,Assets,17,Count_UseItem,ProtectionJewel,Immediately,416,"1,102","4,430","34,000 Adena"
41618,Way to Safe Road (Tier 18),"Use  1,305  or more Maphr's Protections.",41617,Assets,18,Count_UseItem,ProtectionJewel,Immediately,416,"1,305","5,250",Enhance Scroll Box (1)
41619,Way to Safe Road (Tier 19),"Use  1,502  or more Maphr's Protections.",41618,Assets,19,Count_UseItem,ProtectionJewel,Immediately,416,"1,502","6,030",Scroll: Enhance Armor (1)
41620,Way to Safe Road (Tier 20),"Use  1,700  or more Maphr's Protections.",41619,Assets,20,Count_UseItem,ProtectionJewel,Immediately,416,"1,700","6,830","52,000 Adena"
41701,Battle Necessity (Tier 1),Use  10  or more Soulshots.,,Assets,1,Count_UseItem,SoulShot,Immediately,417,10,30,"1,000 Adena"
41702,Battle Necessity (Tier 2),Use  150  or more Soulshots.,41701,Assets,2,Count_UseItem,SoulShot,Immediately,417,150,30,"1,000 Adena"
41703,Battle Necessity (Tier 3),Use  720  or more Soulshots.,41702,Assets,3,Count_UseItem,SoulShot,Immediately,417,720,40,"1,000 Adena"
41704,Battle Necessity (Tier 4),"Use  2,160  or more Soulshots.",41703,Assets,4,Count_UseItem,SoulShot,Immediately,417,"2,160",50,HP Potion (20)
41705,Battle Necessity (Tier 5),"Use  8,100  or more Soulshots.",41704,Assets,5,Count_UseItem,SoulShot,Immediately,417,"8,100",80,"1,500 Adena"
41706,Battle Necessity (Tier 6),"Use  39,500  or more Soulshots.",41705,Assets,6,Count_UseItem,SoulShot,Immediately,417,"39,500",110,"1,500 Adena"
41707,Battle Necessity (Tier 7),"Use  94,200  or more Soulshots.",41706,Assets,7,Count_UseItem,SoulShot,Immediately,417,"94,200",160,"2,000 Adena"
41708,Battle Necessity (Tier 8),"Use  172,200  or more Soulshots.",41707,Assets,8,Count_UseItem,SoulShot,Immediately,417,"172,200",230,HP Potion (30)
41709,Battle Necessity (Tier 9),"Use  273,500  or more Soulshots.",41708,Assets,9,Count_UseItem,SoulShot,Immediately,417,"273,500",430,HP Potion (30)
41710,Battle Necessity (Tier 10),"Use  398,100  or more Soulshots.",41709,Assets,10,Count_UseItem,SoulShot,Immediately,417,"398,100",830,"7,000 Adena"
41711,Battle Necessity (Tier 11),"Use  546,000  or more Soulshots.",41710,Assets,11,Count_UseItem,SoulShot,Immediately,417,"546,000","1,250",HP Potion (40)
41712,Battle Necessity (Tier 12),"Use  717,200  or more Soulshots.",41711,Assets,12,Count_UseItem,SoulShot,Immediately,417,"717,200","1,670","13,500 Adena"
41713,Battle Necessity (Tier 13),"Use  911,700  or more Soulshots.",41712,Assets,13,Count_UseItem,SoulShot,Immediately,417,"911,700","2,020",HP Potion (40)
41714,Battle Necessity (Tier 14),"Use  1,073,030  or more Soulshots.",41713,Assets,14,Count_UseItem,SoulShot,Immediately,417,"1,073,030","2,450","19,000 Adena"
41715,Battle Necessity (Tier 15),"Use  1,246,000  or more Soulshots.",41714,Assets,15,Count_UseItem,SoulShot,Immediately,417,"1,246,000","2,830",HP Potion (50)
41716,Battle Necessity (Tier 16),"Use  1,362,500  or more Soulshots.",41715,Assets,16,Count_UseItem,SoulShot,Immediately,417,"1,362,500","3,270","25,500 Adena"
41717,Battle Necessity (Tier 17),"Use  1,479,000  or more Soulshots.",41716,Assets,17,Count_UseItem,SoulShot,Immediately,417,"1,479,000","3,630",HP Potion (50)
41718,Battle Necessity (Tier 18),"Use  1,595,500  or more Soulshots.",41717,Assets,18,Count_UseItem,SoulShot,Immediately,417,"1,595,500","4,430",HP Potion (50)
41719,Battle Necessity (Tier 19),"Use  1,712,000  or more Soulshots.",41718,Assets,19,Count_UseItem,SoulShot,Immediately,417,"1,712,000","5,230","40,000 Adena"
41720,Battle Necessity (Tier 20),"Use  1,825,000  or more Soulshots.",41719,Assets,20,Count_UseItem,SoulShot,Immediately,417,"1,825,000","6,030","46,000 Adena"
41801,Importance of Managing Condition (Tier 1),Use  10  or more HP Potions.,,Assets,1,Count_UseItem,HPPotion,Immediately,418,10,30,MP Potion (5)
41802,Importance of Managing Condition (Tier 2),Use  160  or more HP Potions.,41801,Assets,2,Count_UseItem,HPPotion,Immediately,418,160,30,"1,000 Adena"
41803,Importance of Managing Condition (Tier 3),"Use  1,300  or more HP Potions.",41802,Assets,3,Count_UseItem,HPPotion,Immediately,418,"1,300",40,"1,000 Adena"
41804,Importance of Managing Condition (Tier 4),"Use  5,350  or more HP Potions.",41803,Assets,4,Count_UseItem,HPPotion,Immediately,418,"5,350",50,MP Potion (10)
41805,Importance of Managing Condition (Tier 5),"Use  17,500  or more HP Potions.",41804,Assets,5,Count_UseItem,HPPotion,Immediately,418,"17,500",90,MP Potion (10)
41806,Importance of Managing Condition (Tier 6),"Use  46,220  or more HP Potions.",41805,Assets,6,Count_UseItem,HPPotion,Immediately,418,"46,220",140,"2,000 Adena"
41807,Importance of Managing Condition (Tier 7),"Use  79,130  or more HP Potions.",41806,Assets,7,Count_UseItem,HPPotion,Immediately,418,"79,130",200,"2,500 Adena"
41808,Importance of Managing Condition (Tier 8),"Use  116,240  or more HP Potions.",41807,Assets,8,Count_UseItem,HPPotion,Immediately,418,"116,240",250,"2,500 Adena"
41809,Importance of Managing Condition (Tier 9),"Use  157,540  or more HP Potions.",41808,Assets,9,Count_UseItem,HPPotion,Immediately,418,"157,540",430,MP Potion (20)
41810,Importance of Managing Condition (Tier 10),"Use  203,040  or more HP Potions.",41809,Assets,10,Count_UseItem,HPPotion,Immediately,418,"203,040",640,"5,500 Adena"
41811,Importance of Managing Condition (Tier 11),"Use  252,720  or more HP Potions.",41810,Assets,11,Count_UseItem,HPPotion,Immediately,418,"252,720","1,240","10,000 Adena"
41812,Importance of Managing Condition (Tier 12),"Use  306,610  or more HP Potions.",41811,Assets,12,Count_UseItem,HPPotion,Immediately,418,"306,610","1,840",MP Potion (20)
41813,Importance of Managing Condition (Tier 13),"Use  364,680  or more HP Potions.",41812,Assets,13,Count_UseItem,HPPotion,Immediately,418,"364,680","2,440","19,000 Adena"
41814,Importance of Managing Condition (Tier 14),"Use  386,290  or more HP Potions.",41813,Assets,14,Count_UseItem,HPPotion,Immediately,418,"386,290","3,040",MP Potion (50)
41815,Importance of Managing Condition (Tier 15),"Use  448,560  or more HP Potions.",41814,Assets,15,Count_UseItem,HPPotion,Immediately,418,"448,560","3,640","28,000 Adena"
41816,Importance of Managing Condition (Tier 16),"Use  490,500  or more HP Potions.",41815,Assets,16,Count_UseItem,HPPotion,Immediately,418,"490,500","4,240",MP Potion (50)
41817,Importance of Managing Condition (Tier 17),"Use  532,440  or more HP Potions.",41816,Assets,17,Count_UseItem,HPPotion,Immediately,418,"532,440","4,840","37,000 Adena"
41818,Importance of Managing Condition (Tier 18),"Use  574,380  or more HP Potions.",41817,Assets,18,Count_UseItem,HPPotion,Immediately,418,"574,380","5,440","41,500 Adena"
41819,Importance of Managing Condition (Tier 19),"Use  616,320  or more HP Potions.",41818,Assets,19,Count_UseItem,HPPotion,Immediately,418,"616,320","6,040","46,000 Adena"
41820,Importance of Managing Condition (Tier 20),"Use  657,000  or more HP Potions.",41819,Assets,20,Count_UseItem,HPPotion,Immediately,418,"657,000","6,640",MP Potion (50)
41901,Miracle Potion (Tier 1),Use  5  or more MP Potions.,,Assets,1,Count_UseItem,MPPotion,Immediately,419,5,30,"1,000 Adena"
41902,Miracle Potion (Tier 2),Use  60  or more MP Potions.,41901,Assets,2,Count_UseItem,MPPotion,Immediately,419,60,30,Soulshot (10)
41903,Miracle Potion (Tier 3),Use  350  or more MP Potions.,41902,Assets,3,Count_UseItem,MPPotion,Immediately,419,350,30,"1,000 Adena"
41904,Miracle Potion (Tier 4),"Use  1,430  or more MP Potions.",41903,Assets,4,Count_UseItem,MPPotion,Immediately,419,"1,430",50,"1,000 Adena"
41905,Miracle Potion (Tier 5),"Use  4,670  or more MP Potions.",41904,Assets,5,Count_UseItem,MPPotion,Immediately,419,"4,670",80,Soulshot (20)
41906,Miracle Potion (Tier 6),"Use  12,330  or more MP Potions.",41905,Assets,6,Count_UseItem,MPPotion,Immediately,419,"12,330",130,"2,000 Adena"
41907,Miracle Potion (Tier 7),"Use  21,110  or more MP Potions.",41906,Assets,7,Count_UseItem,MPPotion,Immediately,419,"21,110",190,"2,000 Adena"
41908,Miracle Potion (Tier 8),"Use  31,000  or more MP Potions.",41907,Assets,8,Count_UseItem,MPPotion,Immediately,419,"31,000",230,"2,500 Adena"
41909,Miracle Potion (Tier 9),"Use  42,010  or more MP Potions.",41908,Assets,9,Count_UseItem,MPPotion,Immediately,419,"42,010",390,Soulshot (30)
41910,Miracle Potion (Tier 10),"Use  54,150  or more MP Potions.",41909,Assets,10,Count_UseItem,MPPotion,Immediately,419,"54,150",580,"5,000 Adena"
41911,Miracle Potion (Tier 11),"Use  67,400  or more MP Potions.",41910,Assets,11,Count_UseItem,MPPotion,Immediately,419,"67,400","1,120",Soulshot (30)
41912,Miracle Potion (Tier 12),"Use  81,770  or more MP Potions.",41911,Assets,12,Count_UseItem,MPPotion,Immediately,419,"81,770","1,660",Soulshot (30)
41913,Miracle Potion (Tier 13),"Use  97,250  or more MP Potions.",41912,Assets,13,Count_UseItem,MPPotion,Immediately,419,"97,250","2,200","17,500 Adena"
41914,Miracle Potion (Tier 14),"Use  103,020  or more MP Potions.",41913,Assets,14,Count_UseItem,MPPotion,Immediately,419,"103,020","2,740",Soulshot (30)
41915,Miracle Potion (Tier 15),"Use  119,620  or more MP Potions.",41914,Assets,15,Count_UseItem,MPPotion,Immediately,419,"119,620","3,280",Soulshot (50)
41916,Miracle Potion (Tier 16),"Use  130,800  or more MP Potions.",41915,Assets,16,Count_UseItem,MPPotion,Immediately,419,"130,800","3,820",Soulshot (50)
41917,Miracle Potion (Tier 17),"Use  141,990  or more MP Potions.",41916,Assets,17,Count_UseItem,MPPotion,Immediately,419,"141,990","4,360",Soulshot (50)
41918,Miracle Potion (Tier 18),"Use  153,170  or more MP Potions.",41917,Assets,18,Count_UseItem,MPPotion,Immediately,419,"153,170","4,900","37,500 Adena"
41919,Miracle Potion (Tier 19),"Use  164,360  or more MP Potions.",41918,Assets,19,Count_UseItem,MPPotion,Immediately,419,"164,360","5,440","41,500 Adena"
41920,Miracle Potion (Tier 20),"Use  175,200  or more MP Potions.",41919,Assets,20,Count_UseItem,MPPotion,Immediately,419,"175,200","5,980",Soulshot (100)
42001,Put Your Mount First (Tier 1),Acquire 10 or more Mount Enhance Scrolls.,,Assets,1,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,10,70,Grade C Mount Headgear Varnish (1)
42002,Put Your Mount First (Tier 2),Acquire 50 or more Mount Enhance Scrolls.,42001,Assets,2,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,50,110,Grade C Mount Armor Varnish (1)
42003,Put Your Mount First (Tier 3),Acquire 100 or more Mount Enhance Scrolls.,42002,Assets,3,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,100,220,"2,500 Adena"
42004,Put Your Mount First (Tier 4),Acquire 200 or more Mount Enhance Scrolls.,42003,Assets,4,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,200,290,Grade B Mount Headgear Varnish (1)
42005,Put Your Mount First (Tier 5),Acquire 450 or more Mount Enhance Scrolls.,42004,Assets,5,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,450,420,Grade B Mount Armor Varnish (1)
42006,Put Your Mount First (Tier 6),Acquire 600 or more Mount Enhance Scrolls.,42005,Assets,6,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,600,560,"5,000 Adena"
42007,Put Your Mount First (Tier 7),Acquire 1250 or more Mount Enhance Scrolls.,42006,Assets,7,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,"1,250",770,Grade B Mount Headgear Varnish
42008,Put Your Mount First (Tier 8),Acquire 2450 or more Mount Enhance Scrolls.,42007,Assets,8,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,"2,450","1,030",Grade B Mount Armor Varnish
42009,Put Your Mount First (Tier 9),Acquire 3600 or more Mount Enhance Scrolls.,42008,Assets,9,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,"3,600","1,330","10,500 Adena"
42010,Put Your Mount First (Tier 10),Acquire 5000 or more Mount Enhance Scrolls.,42009,Assets,10,Count_AcquiredItem,VehicleEnchantMaterial,Immediately,420,"5,000","1,670",Grade A Mount Headgear Varnish (1)
42101,More Than Food (Tier 1),Acquire  60  or more Advancement Stones.,,Assets,1,Count_AcquiredItem,PetItem,Immediately,421,60,50,Summoning Stone Fragment Box (1)
42102,More Than Food (Tier 2),Acquire  300  or more Advancement Stones.,42101,Assets,2,Count_AcquiredItem,PetItem,Immediately,421,300,130,"2,000 Adena"
42103,More Than Food (Tier 3),Acquire  600  or more Advancement Stones.,42102,Assets,3,Count_AcquiredItem,PetItem,Immediately,421,600,250,"4,000 Adena"
42104,More Than Food (Tier 4),"Acquire  1,200  or more Advancement Stones.",42103,Assets,4,Count_AcquiredItem,PetItem,Immediately,421,"1,200",430,Summoning Stone Fragment Box (2)
42105,More Than Food (Tier 5),"Acquire  2,700  or more Advancement Stones.",42104,Assets,5,Count_AcquiredItem,PetItem,Immediately,421,"2,700",650,"8,000 Adena"
42106,More Than Food (Tier 6),"Acquire  3,600  or more Advancement Stones.",42105,Assets,6,Count_AcquiredItem,PetItem,Immediately,421,"3,600",930,"12,000 Adena"
42107,More Than Food (Tier 7),"Acquire  7,500  or more Advancement Stones.",42106,Assets,7,Count_AcquiredItem,PetItem,Immediately,421,"7,500","1,250",Summoning Stone Fragment Box (5)
42108,More Than Food (Tier 8),"Acquire  14,700  or more Advancement Stones.",42107,Assets,8,Count_AcquiredItem,PetItem,Immediately,421,"14,700","1,610","16,000 Adena"
42109,More Than Food (Tier 9),"Acquire  21,600  or more Advancement Stones.",42108,Assets,9,Count_AcquiredItem,PetItem,Immediately,421,"21,600","2,050","20,000 Adena"
42110,More Than Food (Tier 10),"Acquire  30,000  or more Advancement Stones.",42109,Assets,10,Count_AcquiredItem,PetItem,Immediately,421,"30,000","2,280",Summoning Stone Fragment Box (5)
50101,Hi Friend! (Tier 1),Have  1  friends.,,Social,1,If_MakeFriends,,Immediately,501,1,30,Soulshot (5)
50102,Hi Friend! (Tier 2),Have  5  friends.,50101,Social,2,If_MakeFriends,,Immediately,501,5,50,"1,000 Adena"
50103,Hi Friend! (Tier 3),Have  10  friends.,50102,Social,3,If_MakeFriends,,Immediately,501,10,70,"1,500 Adena"
50104,Hi Friend! (Tier 4),Have  20  friends.,50103,Social,4,If_MakeFriends,,Immediately,501,20,90,"1,500 Adena"
50105,Hi Friend! (Tier 5),Have  30  friends.,50104,Social,5,If_MakeFriends,,Immediately,501,30,110,Soulshot (10)
50201,Visible Friendship (Tier 1),Acquire  60  Friendship Point(s).,,Social,1,Count_FriendshipPoint,,Immediately,502,60,30,Soul Crystal Box (1)
50202,Visible Friendship (Tier 2),Acquire  180  Friendship Point(s).,50201,Social,2,Count_FriendshipPoint,,Immediately,502,180,30,"1,000 Adena"
50203,Visible Friendship (Tier 3),Acquire  460  Friendship Point(s).,50202,Social,3,Count_FriendshipPoint,,Immediately,502,460,40,"1,000 Adena"
50204,Visible Friendship (Tier 4),"Acquire  1,150  Friendship Point(s).",50203,Social,4,Count_FriendshipPoint,,Immediately,502,"1,150",50,Soul Crystal Box (1)
50205,Visible Friendship (Tier 5),"Acquire  2,810  Friendship Point(s).",50204,Social,5,Count_FriendshipPoint,,Immediately,502,"2,810",90,"1,500 Adena"
50206,Visible Friendship (Tier 6),"Acquire  6,760  Friendship Point(s).",50205,Social,6,Count_FriendshipPoint,,Immediately,502,"6,760",180,"2,000 Adena"
50207,Visible Friendship (Tier 7),"Acquire  16,020  Friendship Point(s).",50206,Social,7,Count_FriendshipPoint,,Immediately,502,"16,020",260,Soul Crystal Box (1)
50208,Visible Friendship (Tier 8),"Acquire  37,830  Friendship Point(s).",50207,Social,8,Count_FriendshipPoint,,Immediately,502,"37,830",370,"3,500 Adena"
50209,Visible Friendship (Tier 9),"Acquire  68,640  Friendship Point(s).",50208,Social,9,Count_FriendshipPoint,,Immediately,502,"68,640",580,"5,000 Adena"
50210,Visible Friendship (Tier 10),"Acquire  102,990  Friendship Point(s).",50209,Social,10,Count_FriendshipPoint,,Immediately,502,"102,990",720,"6,000 Adena"
50211,Visible Friendship (Tier 11),"Acquire  140,870  Friendship Point(s).",50210,Social,11,Count_FriendshipPoint,,Immediately,502,"140,870",990,Grade R Soul Crystal Box (1)
50212,Visible Friendship (Tier 12),"Acquire  182,290  Friendship Point(s).",50211,Social,12,Count_FriendshipPoint,,Immediately,502,"182,290","1,190","10,000 Adena"
50213,Visible Friendship (Tier 13),"Acquire  227,240  Friendship Point(s).",50212,Social,13,Count_FriendshipPoint,,Immediately,502,"227,240","1,330",Soul Crystal Box (1)
50214,Visible Friendship (Tier 14),"Acquire  249,470  Friendship Point(s).",50213,Social,14,Count_FriendshipPoint,,Immediately,502,"249,470","1,570","12,500 Adena"
