Id,PreQuestId,TaskId,NameKey,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskNameKey,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcNameKey,QuestNpcDialogKey,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2Key,QuestNpcDialog2Key,LimitTime,NeverDie,TaskRunInInstance,RemainInstanceWorldEndTask,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,QuestInitParam,TaskActionConditionType1,TaskActionConditionParam1,TaskActionType1,TaskActionParam1,TaskActionConditionType2,TaskActionConditionParam2,TaskActionType2,TaskActionParam2,TaskActionConditionType3,TaskActionConditionParam3,TaskActionType3,TaskActionParam3,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
,,20,9910013010101,330101,330101,PartyDungeon,,9920013010119,0,,,,Officer_01_04,9930013010108,9940013010120,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",19056,-4822,19056,-4822,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,
,,21,9910013010101,330101,330101,PartyDungeon,,9920013010121,0,230108,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""20510, -5110"",
""Aggressive"" : true",20510,-5110,20510,-5110,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301004"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3010301""",,,,,,,,,,,,,4,,1,,,,
,,22,9910013010101,330101,330101,PartyDungeon,,9920013010122,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301005,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""화로"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",20535,-4960,20535,-4960,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_04""",,,,,,,,,,,,,,,,,4,,1,,,,
,,23,9910013010101,330101,330101,PartyDungeon,,9920013010123,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301006,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""점액질"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",20510,-5110,20510,-5110,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010061,
""animation"" : InActivate",,,,,,,,,,,,,,,,,4,,1,,,,
,,24,9910013010101,330101,330101,PartyDungeon,,9920013010123,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40149"",
""targetName"":""가젯 인액티베이트를 기다림"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",20510,-5110,20510,-5110,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301006"",
""visible"" : ""false""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 4",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,,,,,4,,1,,,,
,,25,9910013010101,330101,330101,PartyDungeon,,9920013010125,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""21520, -6080"",
""aggressive"" : true",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,
,,26,9910013010101,330101,330101,PartyDungeon,,9920013010126,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Alert"", ""playtime"" : 33",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,9910013010101,330101,330101,PartyDungeon,,9920013010127,0,230110,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40178"",
""targetName"":""더글라스"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",24790,-9170,24790,-9170,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_05""",,,,,,,,,,,,,,,,,77,,,,,,
,,28,9910013010101,330101,330101,PartyDungeon,,9920013010128,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301007,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""여백작 침소 문"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",24989,-9389,24989,-9389,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010071,
""animation"" : InActivate",,,,,,,,,,,,,,,,,77,,1,,,,
,,29,9910013010101,330101,330101,PartyDungeon,,9920013010129,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""26875, -11240"",
""aggressive"" : true",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,77,,1,,,,
,,30,9910013010101,330101,330101,PartyDungeon,,9920013010130,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Trisha"", ""playtime"" : 43",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,9910013010101,330101,330101,PartyDungeon,,9920013010131,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40184"",
""targetName"":""트리샤"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",27506,-11881,27506,-11881,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3010401""",,,,,,,,,,,,,,,,,6,,,,,,
,,32,9910013010101,330101,330101,PartyDungeon,,9920013010132,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Farewell"", ""playtime"" : 24",27506,-11881,27506,-11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,9910013010101,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3010104",27430,-11780,27430,-11780,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3010104}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,3,,,,,,
,,34,9910013010101,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010134,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",27430,-11780,27430,-11780,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,
130102,,1,9910013010201,330101,330101,PartyDungeon,,9920013010101,0,,,,,0,0,,,,0,0,60,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011006",10421,-1454,10421,-1454,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011006}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,,,,,,,
,,2,9910013010201,330101,330101,PartyDungeon,,9920013010101,0,,,,CityGuard_01_04,9930013010102,9940013010102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",10421,-1454,10421,-1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,9910013010201,330101,330101,PartyDungeon,,9920013010103,0,230100,,,,0,0,,,,0,0,70,0,0,0,VisitPlace,"""destPos"" : ""15399,-4258"",
""radius"" : 500,
""aggressive"" : true",15399,-4258,15399,-4258,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_06""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3011101,3011102""",QuestTaskStarted,,SetGadgetAnimation,"""gadgetInfoId"" : 3010001,
""animation"" : InActivate",,,,,,,,,81,,1,,,,
,,4,9910013010201,330101,330101,PartyDungeon,,9920013010104,0,230101,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301009,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""열쇠"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",14745,-4845,14745,-4845,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_02""",,,,,,,,,,,,,,,,,81,,1,,,,
,,5,9910013010201,330101,330101,PartyDungeon,,9920013010105,0,,,,,0,0,,,,0,0,75,0,0,0,ControlGadget,"""gadgetGroupId"" : 301001,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""타크의 감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",15064,-5037,15064,-5037,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010011,
""animation"" : InActivate",,,,,,,,,,,,,,,,,81,,1,,,,
,,6,9910013010201,330101,330101,PartyDungeon,,9920013010105,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""20607"",
""targetName"":""타크가 감옥 밖으로 나오는 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",15064,-5037,15064,-5037,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",SetGadgetVisible,"""gadgetGroupId"" : 301001,
""visible"" : ""false""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011000}
], ""weight"" : 1}",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,81,,1,,,,
,,7,9910013010201,330101,330101,PartyDungeon,,9920013010107,0,,,,,0,0,,,,0,0,80,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011000",15160,-4840,15160,-4840,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : 301002,
""visible"" : ""true""",,,,,,,,,,,,,,,,,81,,1,,,,
,,8,9910013010201,330101,330101,PartyDungeon,,9920013010107,0,,,,Officer_01_04,9930013010108,9940013010108,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",15160,-4840,15160,-4840,,,,,,,,,,,,,,,,,,,,,,,81,,1,,,,
,,9,9910013010201,330101,330101,PartyDungeon,,9920013010109,0,230102,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3011001",15160,-4840,15160,-4840,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3011000,
""visible"" : ""false""",QuestTaskEnded,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011002}
], ""weight"" : 1}",,,,,,,,,,,,,79,,,,,,
,,10,9910013010201,330101,330101,PartyDungeon,,9920013010110,0,230103,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40161"",
""targetName"":""쓰레기 더미"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",16355,-4465,16355,-4465,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3011001,
""visible"" : ""false""",,,,,,,,,,,,,,,,,79,,1,,,,
,,11,9910013010201,330101,330101,PartyDungeon,,9920013010109,0,230104,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3011003",16095,-4355,16095,-4355,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3011002,
""visible"" : ""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoId"" : 3011003,
""visible"" : ""false""",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40114""",,,,,,,,,79,,1,,,,
,,12,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011004",18580,-4790,18580,-4790,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011004}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,79,,1,,,,
,,13,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010113,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",18580,-4790,18580,-4790,,,,,,,,,,,,,,,,,,,,,,,79,,1,,,,
,,14,9910013010201,330101,330101,PartyDungeon,,9920013010114,0,230105,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""3011201, 3011202,3011203""",18580,-4590,18580,-4590,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_03""",,,,,,,,,,,,,,,,,79,,1,,,,
,,15,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011004",18580,-4790,18580,-4590,,,QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoId"" : 3011004,
""visible"" : ""false""",,,,,,,,,,,,,,,,,79,,1,,,,
,,16,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010116,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",18580,-4790,18580,-4590,,,,,,,,,,,,,,,,,,,,,,,79,,1,,,,
,,17,9910013010201,330101,330101,PartyDungeon,,9920013010117,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Leonard"", ""playtime"" : 43",18580,-4590,18580,-4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,9910013010201,330101,330101,PartyDungeon,,9920013010118,0,230106,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40112"",
""targetName"":""레오나드"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",18580,-4590,18580,-4590,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011097}
], ""weight"" : 1}",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40114, 40115, 40160""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301010"",
""visible"" : ""true""",,,,,,,,,6,,,,,,
,,19,9910013010201,330101,330101,PartyDungeon,,9920013010119,0,230107,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011005",19056,-4822,19056,-4822,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011005}
], ""weight"" : 1}",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301010"",
""visible"" : ""false""",,,,,,,,,,,,,4,,,,,,
,,20,9910013010201,330101,330101,PartyDungeon,,9920013010119,0,,,,Officer_01_04,9930013010108,9940013010120,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",19056,-4822,19056,-4822,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,
,,21,9910013010201,330101,330101,PartyDungeon,,9920013010121,0,230108,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""20510, -5110"",
""aggressive"" : true",20510,-5110,20510,-5110,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301004"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3011301""",,,,,,,,,,,,,4,,1,,,,
,,22,9910013010201,330101,330101,PartyDungeon,,9920013010122,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301005,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""화로"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",20535,-4960,20535,-4960,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_04""",,,,,,,,,,,,,,,,,4,,1,,,,
,,23,9910013010201,330101,330101,PartyDungeon,,9920013010123,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301006,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""점액질"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",20510,-5110,20510,-5110,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010061,
""animation"" : InActivate",,,,,,,,,,,,,,,,,4,,1,,,,
,,24,9910013010201,330101,330101,PartyDungeon,,9920013010123,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40149"",
""targetName"":""가젯 인액티베이트를 기다림"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",20510,-5110,20510,-5110,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""301006"",
""visible"" : ""false""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 4",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,,,,,4,,1,,,,
,,25,9910013010201,330101,330101,PartyDungeon,,9920013010125,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""21520, -6080"",
""aggressive"" : true",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,
,,26,9910013010201,330101,330101,PartyDungeon,,9920013010126,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Alert"", ""playtime"" : 33",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,9910013010201,330101,330101,PartyDungeon,,9920013010127,0,230110,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40107"",
""targetName"":""더글라스"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",24790,-9170,24790,-9170,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_05""",,,,,,,,,,,,,,,,,77,,,,,,
,,28,9910013010201,330101,330101,PartyDungeon,,9920013010128,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301007,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""여백작 침소 문"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",24989,-9389,24989,-9389,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010071,
""animation"" : InActivate",,,,,,,,,,,,,,,,,77,,1,,,,
,,29,9910013010201,330101,330101,PartyDungeon,,9920013010129,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""26875, -11240"",
""aggressive"" : true",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,77,,1,,,,
,,30,9910013010201,330101,330101,PartyDungeon,,9920013010130,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Trisha"", ""playtime"" : 43",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,9910013010201,330101,330101,PartyDungeon,,9920013010131,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40113"",
""targetName"":""트리샤"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",27506,-11881,27506,-11881,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3011401""",,,,,,,,,,,,,,,,,6,,,,,,
,,32,9910013010201,330101,330101,PartyDungeon,,9920013010132,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Farewell"", ""playtime"" : 24",27506,-11881,27506,-11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3011104",27430,-11780,27430,-11780,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3011104}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,3,,,,,,
,,34,9910013010201,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010134,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",27430,-11780,27430,-11780,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,
130103,,1,9910013010301,330101,330101,PartyDungeon,,9920013010101,0,,,,,0,0,,,,0,0,60,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3012006",10421,-1454,10421,-1454,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3012006}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,,,,,,,
,,2,9910013010301,330101,330101,PartyDungeon,,9920013010101,0,,,,CityGuard_01_04,9930013010102,9940013010102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",10421,-1454,10421,-1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,9910013010301,330101,330101,PartyDungeon,,9920013010103,0,230100,,,,0,0,,,,0,0,70,0,0,0,VisitPlace,"""destPos"" : ""15399,-4258"",
""radius"" : 500,
""aggressive"" : true",15399,-4258,15399,-4258,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_06""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3012101,3012102""",QuestTaskStarted,,SetGadgetAnimation,"""gadgetInfoId"" : 3010001,
""animation"" : InActivate",,,,,,,,,81,,1,,,,
,,4,9910013010301,330101,330101,PartyDungeon,,9920013010104,0,230101,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301009,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""열쇠"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",14745,-4845,14745,-4845,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_02""",,,,,,,,,,,,,,,,,81,,1,,,,
,,5,9910013010301,330101,330101,PartyDungeon,,9920013010105,0,,,,,0,0,,,,0,0,75,0,0,0,ControlGadget,"""gadgetGroupId"" : 301001,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""타크의 감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",15064,-5037,15064,-5037,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010011,
""animation"" : InActivate",,,,,,,,,,,,,,,,,81,,1,,,,
,,6,9910013010301,330101,330101,PartyDungeon,,9920013010105,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""20607"",
""targetName"":""타크가 감옥 밖으로 나오는 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",15064,-5037,15064,-5037,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",SetGadgetVisible,"""gadgetGroupId"" : 301001,
""visible"" : ""false""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3012000}
], ""weight"" : 1}",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,81,,1,,,,
,,7,9910013010301,330101,330101,PartyDungeon,,9920013010107,0,,,,,0,0,,,,0,0,80,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3012000",15160,-4840,15160,-4840,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : 301002,
""visible"" : ""true""",,,,,,,,,,,,,,,,,81,,1,,,,
,,8,9910013010301,330101,330101,PartyDungeon,,9920013010107,0,,,,Officer_01_04,9930013010108,9940013010108,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",15160,-4840,15160,-4840,,,,,,,,,,,,,,,,,,,,,,,81,,1,,,,
,,9,9910013010301,330101,330101,PartyDungeon,,9920013010109,0,230102,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3012001",15160,-4840,15160,-4840,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3012000,
""visible"" : ""false""",QuestTaskEnded,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3012002}
], ""weight"" : 1}",,,,,,,,,,,,,79,,,,,,
,,10,9910013010301,330101,330101,PartyDungeon,,9920013010110,0,230103,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40161"",
""targetName"":""쓰레기 더미"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",16355,-4465,16355,-4465,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3012001,
""visible"" : ""false""",,,,,,,,,,,,,,,,,79,,1,,,,
,,11,9910013010301,330101,330101,PartyDungeon,,9920013010109,0,230104,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3012003",16095,-4355,16095,-4355,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoId"" : 3012002,
""visible"" : ""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoId"" : 3012003,
""visible"" : ""false""",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40136""",,,,,,,,,79,,1,,,,
,,12,9910013010301,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3012004",18580,-4790,18580,-4790,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3012004}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,79,,1,,,,
,,13,9910013010301,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010113,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",18580,-4790,18580,-4790,,,,,,,,,,,,,,,,,,,,,,,79,,1,,,,
,,14,9910013010301,330101,330101,PartyDungeon,,9920013010114,0,230105,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""3012201, 3012202,3012203""",18580,-4590,18580,-4590,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_03""",,,,,,,,,,,,,,,,,79,,1,,,,
,,15,9910013010301,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3012004",18580,-4790,18580,-4590,,,QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoId"" : 3012004,
""visible"" : ""false""",,,,,,,,,,,,,,,,,79,,1,,,,
,,16,9910013010301,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010116,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",18580,-4790,18580,-4590,,,,,,,,,,,,,,,,,,,,,,,79,,1,,,,
,,17,9910013010301,330101,330101,PartyDungeon,,9920013010117,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Leonard"", ""playtime"" : 43",18580,-4590,18580,-4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
