Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,ExceptNpcGrade,ExceptPlayer,ApplyCastPlayer,PointCount
40020475,None,,1,1,,0,0,
40020476,DotDamageMaxHpMul,"10000, 10000",1,1,,0,0,
40020476,AddDecreaseDamage,"99999999, 99999999",1,1,,0,0,
40020476,Stun,,1,1,,0,0,
40020480,Invisible,,1,1,,0,0,
40020481,Invisible,,1,1,,0,0,
40020482,Invisible,,1,1,,0,0,
40020483,Invisible,,1,1,,0,0,
40020484,Invisible,,1,1,,0,0,
40020485,Invisible,,1,1,,0,0,
40020486,Invisible,,1,1,,0,0,
40020487,Invisible,,1,1,,0,0,
40020497,Stun,,1,1,,0,0,
40020498,Invincible,,1,1,,0,0,
40020499,Invincible,,1,1,,0,0,
24300402,Stun,,1,1,,0,0,
24601603,MoveSpeedMul,"-100000, -100000",1,1,,0,0,
731211,IncreaseDamagePhyMul,"-2000, -2000",,,,0,0,
731211,IncreaseDamageMagMul,"-2000, -2000",,,,0,0,
731211,DefensePowerPhyMul,"-3000, -3000",,,,0,0,
731211,DefensePowerMagMul,"-3000, -3000",,,,0,0,
731221,IncreaseDamagePhyMul,"-1000, -1000",,,,0,0,
731221,IncreaseDamageMagMul,"-1000, -1000",,,,0,0,
731221,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
731221,DefensePowerMagMul,"-1500, -1500",,,,0,0,
731231,IncreaseDamagePhyMul,"0, 0",,,,0,0,
731231,IncreaseDamageMagMul,"0, 0",,,,0,0,
731241,IncreaseDamagePhyMul,"2000, 2000",,,,0,0,
731241,IncreaseDamageMagMul,"2000, 2000",,,,0,0,
731241,AttackSpeedMul,"1000, 1000",,,,0,0,
731241,MoveSpeedMul,"2000, 2000",,,,0,0,
731251,IncreaseDamagePhyMul,"5000, 5000",,,,0,0,
731251,IncreaseDamageMagMul,"5000, 5000",,,,0,0,
731251,AttackSpeedMul,"2000, 2000",,,,0,0,
731251,MoveSpeedMul,"3500, 3500",,,,0,0,
731261,IncreaseDamageMagMul,"10000, 10000",,,,0,0,
731261,AttackSpeedMul,"3000, 3000",,,,0,0,
731261,MoveSpeedMul,"5000, 5000",,,,0,0,
731361,TimerFire,"73140, 0",,,,0,0,
731391,DefensePowerPhyMul,"-2000, -2000",,,,0,0,
731391,DefensePowerMagMul,"-2000, -2000",,,,0,0,
730271,Stun,,,,,0,0,
730281,Invisible,,,,,0,0,
730281,Invincible,,,,,0,0,
730281,Stun,,,,,0,0,
730222,Stun,,,,,0,0,
730222,TimerFire,"73029,  0",,,,0,0,
730232,Stun,,,,,0,0,
730232,TimerFire,"73030,  0",,,,0,0,
731412,DefensePowerPhyMul,"-500, -500",,,,0,0,
731412,DefensePowerMagMul,"-500, -500",,,,0,0,
731461,Invisible,,,,,0,0,
731471,TimerFire,"73024,  0",,,,0,0,
4,DotDamageMag,"0, 0, 10000, 10000",1,1,,0,0,
6,Invisible,,,,,0,0,
6,Invincible,,,,,0,0,
7,DefensePowerPhyMul,"20000, 20000",1,1,,0,0,
7,DefensePowerMagMul,"20000, 20000",1,1,,0,0,
8,Stun,,,,,0,0,
1012,Stun,,,,,0,0,
1013,Stun,,,,,0,0,
1014,Stun,,,,,0,0,
1015,Stun,,,,,0,0,
11214,DamageDelivery,,1,1,,0,0,
112141,DecreaseDamageMul,"1500, 4000",1,1,,0,0,
112241,IncreaseSkillHitCount,"2, 2",1,1,,0,0,3
112241,AttackPowerPhy,"56096, 346412",1,1,,0,0,3
112241,CriticalRate,"3500, 7000",1,1,,0,0,3
112241,DefensePowerPhy,"-13265, -73956",1,1,,0,0,3
112341,Hide,,1,1,,0,0,
112341,AddAttackPowerNormalAttackMul,"60000, 102000",1,1,,0,0,
112341,MoveSpeedMul,"5000, 5000",1,1,,0,0,
112341,DodgeRate,"10000, 10000",1,1,,0,0,
112341,AttackSpeedMul,"4000, 4000",1,1,,0,0,
11245,MoveSpeedMul,"-20000, -20000",1,1,,0,0,
112531,AttackPowerMag,"472, 21000",1,1,,0,0,
112542,CCResistRate,"10000, 10000",1,1,,0,0,
112542,PullingResistRate,"10000, 10000",1,1,,0,0,
112542,DefensePowerPhyMul,"5000, 5000",1,1,,0,0,
112542,DefensePowerMagMul,"5000, 5000",1,1,,0,0,
112541,Stun,,,,,0,0,
112544,Stun,,,,,0,0,
112545,Stun,,,,,0,0,
11263,MaxBarrierValue,"56713, 378723",1,1,,0,0,
12212,IncreaseHealMul,"-5000, -5000",1,1,,0,0,
12214,DodgeRate,"3000, 6000",1.3,1,,0,0,
12214,DecreaseDamageMul,"1500, 3000",1,1,,0,0,
12214,CCResistRate,"2000, 5000",1,1,,0,0,
122251,SkillCoolTimeRate,"3000, 3000",1,1,,0,0,
122251,AttackPowerPhy,"18698, 144338",1,1,,0,0,
122251,AttackPowerMag,"18698, 144338",1,1,,0,0,
122252,SkillCoolTimeRate,"5000, 5000",1,1,,0,0,
122252,AttackPowerPhy,"18698, 144338",1,1,,0,0,
122252,AttackPowerMag,"18698, 144338",1,1,,0,0,
12234,Stun,,,,,0,0,
12245,ChangeBasicAttack,,,,,0,0,
122451,DamagePhy,"9171, 36255, 6300, 7700",1,1,,0,0,
122531,MoveSpeedMul,"-2000, -4000",1,1,,0,0,
12265,CCResistRate,"3500, 8000",1,1,,0,0,
122651,SkillCoolTime,"200000, 200000",1,1,,0,0,
122653,Invincible,,,,,0,0,
122654,MaxBarrierValue,"32407, 216413",1,1,,0,0,
132141,AttackPowerPhy,"12465, 96225",1,1,,0,0,
132141,AttackPowerMag,"12465, 96225",1,1,,0,0,
132141,AttackSpeedMul,"1500, 3500",1,1,,0,0,
132141,HPStealRate,"300, 900",1,1,,0,0,
132142,AggroMul,"-10000, -10000",1,1,,0,0,
132144,Barrier,,,,,0,0,
13225,CCResistRate,"10000, 10000",1,1,,0,0,
13225,MoveSpeedMul,"1000, 2500",1,1,,0,0,
13225,DefensePowerPhy,"30510, 204121",1,1,,0,0,
13225,DecreaseDamageMul,"1000, 2000",1,1,,0,0,
13234,MaxHP,"27745, 2774500",1,1,,0,0,
13234,AttackPowerPhy,"1155, 115500",1,1,,0,0,
13234,AttackPowerMag,"1155, 115500",1,1,,0,0,
13234,DefensePowerPhy,"8562, 856200",1,1,,0,0,
13234,DefensePowerMag,"8562, 856200",1,1,,0,0,
13234,CriticalValue,"955, 95500",1,1,,0,0,
13234,AntiCriticalValue,"1058, 105800",1,1,,0,0,
13234,HitValue,"834, 83400",1,1,,0,0,
13234,DodgeValue,"896, 89600",1,1,,0,0,
13234,Penetration,"922, 92200",1,1,,0,0,
13234,HPRecovery,"455, 45500",1,1,,0,0,
13234,MonsterIncreaseDamageMul,"300000, 300000",1,1,,0,0,
13234,MonsterDecreaseDamageMul,"-30000, -30000",1,1,,0,0,
13234,DecreaseDamageMul,"4000, 4000",1,1,,0,0,
13234,Invincible,,,,,0,0,
13234,AttackSpeedMul,"5000, 5000",1,1,,0,0,
132454,AttackPowerPhy,"16662, 80682",1,1,,0,0,
132541,RareSkillDecreaseDamageMul,"10000, 10000",1,1,,0,0,
132541,MaxHP,"36741, 3674100",1,1,,0,0,
132541,AttackPowerPhy,"1545, 154500",1,1,,0,0,
132541,AttackPowerMag,"1545, 154500",1,1,,0,0,
132541,DefensePowerPhy,"16754, 1675400",1,1,,0,0,
132541,DefensePowerMag,"16754, 1675400",1,1,,0,0,
132541,CriticalValue,"955, 95500",1,1,,0,0,
132541,AntiCriticalValue,"1058, 105800",1,1,,0,0,
132541,HitValue,"834, 83400",1,1,,0,0,
132541,DodgeValue,"896, 89600",1,1,,0,0,
132541,Penetration,"922, 92200",1,1,,0,0,
132541,HPRecovery,"367, 36700",1,1,,0,0,
132541,MonsterIncreaseDamageMul,"300000, 300000",1,1,,0,0,
132541,MonsterDecreaseDamageMul,"-12000, -12000",1,1,,0,0,
132541,DecreaseDamageMul,"4000, 4000",1,1,,0,0,
132541,AttackSpeedMul,"5000, 5000",1,1,,0,0,
132541,CCResistRate,"10000, 10000",1,1,,0,0,
132542,TargetFix,,,,,1,0,
1325412,MoveSpeedMul,"-2500, -2500",1,1,,0,0,
132631,HPStealRate,"300, 600",1,1,,0,0,
132651,HpReduceLimit,"1, 1",1,1,,0,0,
132651,AttackPowerPhy,"22438, 138564",1,1,,0,0,
14214,MaxHP,"26534, 202174",1,1,,0,0,
14214,DecreaseDamageMul,"2000, 4000",1,1,,0,0,
14214,AttackPowerPhy,"18698, 163583",1,1,,0,0,
14214,IncreaseDamageMul,"1000, 3000",1,1,,0,0,
14224,Stun,,,,,0,0,
14234,HitRate,"-10000, -10000",1,1,,0,0,
142341,Stun,,,,,0,0,
142351,DotDamagePhy,"66111, 463939, 95000, 161500",1,1,,0,0,
142352,Silence,,1,1,,0,0,
242332,MoveSpeedMul,"-2500, -4000",1,1,,0,0,
1425423,MaxBarrierValue,"33208, 222165",1,1,,0,0,
142542,MoveSpeedMul,"-2500, -2500",1,1,,0,0,
142543,MoveSpeedMul,"-2500, -2500",1,1,,0,0,
142544,MoveSpeedMul,"-2500, -2500",1,1,,0,0,
142545,MoveSpeedMul,"-2500, -2500",1,1,,0,0,
14264,DefensePowerPhy,"33163, 221870",1,1,,0,0,
14264,DefensePowerMag,"33163, 221870",1,1,,0,0,
21212,DefensePowerPhy,"53062, 354994",1,1,,0,0,
21212,DefensePowerMag,"53062, 354994",1,1,,0,0,
21223,AttackPowerPhy,"18698, 125093",1,1,,0,0,
21223,AttackSpeedMul,"1000, 2500",1,1,,0,0,
212232,Invincible,,,,,0,0,
21232,MoveSpeedMul,"1500, 1500",1,1,,0,0,
21232,AttackSpeedMul,"1000, 2000",1,1,,0,0,
21232,CriticalValue,"11435, 92448",1,1,,0,0,
212611,AntiCriticalValuePartyCount,"69, 3194",1.8,1,,0,0,
21263,MaxBarrierValue,"16203, 135258",1,1,,0,0,
212521,NormalSkillDamageMtMul,"10000, 30000",1,1,,0,0,
22213,DodgeRate,"1500, 3000",1,1,,0,0,
22213,DodgeValue,"6823, 34200",1,1,,0,0,
22223,AttackPowerPhy,"3116, 27263",1,1,,0,0,
22233,ComboIncreaseDamageMul,"500, 1000",1,1,,0,0,3
222421,PerfectCritical,,1,1,,0,0,
222421,AddAttackPowerNormalAttackMul,"10000, 15000",1,1,,0,0,
22253,AttackPowerPhyMul,"-1800, -4000",1,1,,0,0,
22253,AttackPowerMagMul,"-1800, -4000",1,1,,0,0,
22262,MaxBarrierValue,"16203, 135258",1,1,,0,0,
132133,MaxBarrierValue,"56713, 410283",1,1,,0,0,
23223,SkillCoolTimeReset,"2, 1",1,1,,0,0,
232231,AttackPowerPhy,"6232, 41697",1,1,,0,0,
23233,DefensePowerPhy,"-11938, -113154",1,1,,0,0,
23233,DefensePowerMag,"-11938, -113154",1,1,,0,0,
23253,ManaShieldRate,"8000, 8000",1,1,,0,0,
232531,AttackPowerMag,"18698, 125093",1,1,,0,0,
23262,MaxBarrierValue,"16203, 135258",1,1,,0,0,
24213,DotHeal,"42130, 281337",1,1,,0,0,
24224,DecreaseDamageMul,"1500, 2000",1,1,,0,0,
24224,DefensePowerPhy,"13265, 96143",1,1,,0,0,
24224,DefensePowerMag,"13265, 96143",1,1,,0,0,
24243,Stun,,,,,0,0,
242431,DefensePowerPhy,"-19898, -166403",1,1,,0,0,
242431,DefensePowerMag,"-19898, -166403",1,1,,0,0,
242432,MoveSpeedMul,"-3000, -3000",1,1,,0,0,
24253,BarrierAttackPowerPhy,"13265, 125729",1,1,,0,0,
24253,BarrierAttackPowerMag,"13265, 125729",1,1,,0,0,
24263,MaxBarrierValue,"16203, 135258",1,1,,0,0,
20107,DecreaseHealMul,"-2000, -2000",1,1,,0,0,
11223102,AttackPowerPhyMul,"500, 500",1,1,,0,0,
11261103,AttackPowerPhyMul,"-1000, -1000",1,1,,0,0,
11261103,AttackPowerMagMul,"-1000, -1000",1,1,,0,0,
12223102,AttackPowerPhyMul,"300, 300",1,1,,0,0,
12223102,AttackPowerMagMul,"300, 300",1,1,,0,0,
12223103,AttackPowerPhyMul,"300, 300",1,1,,0,0,
12223103,AttackPowerMagMul,"300, 300",1,1,,0,0,
12224103,CriticalRate,"300, 300",1,1,,0,0,
12243102,CriticalRate,"700, 700",1,1,,0,0,
13223102,AttackPowerPhyMul,"700, 700",1,1,,0,0,
13243102,CriticalDamageMul,"800, 800",1,1,,0,0,
14212103,AttackPowerPhyMul,"-500, -500",1,1,,0,0,
14212103,AttackPowerMagMul,"-500, -500",1,1,,0,0,
14253102,AttackSpeedMul,"1000, 1000",1,1,,0,0,
14253103,DecreaseDamageMul,"700, 700",1,1,,0,0,
23261101,HPStealRate,"30, 30",1,1,,0,0,
24242101,AttackPowerPhyMul,"300, 300",1,1,,0,0,
24242102,AttackPowerPhyMul,"300, 300",1,1,,0,0,
71574,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
71574,DefensePowerMagMul,"-6000, -6000",,,,0,0,
71575,Stun,"0, 0",,,,0,0,
71576,Stun,"0, 0",,,,0,0,
71577,DotDamagePhy,"15, 15, 30000, 30000",1.5,1.5,,0,0,
71578,HitRate,"-6000, -6000",1,1,,0,0,
71579,MoveSpeedMul,"-4000, -4000",,,,0,0,
71580,AddIgnoreDefenseDamage,"73000, 82000",1,1,,0,0,
71581,Stun,"0, 0",,,,0,0,
79009,DefensePowerPhyMul,"-3000, -3000",1.5,1.5,,0,0,
79009,AttackPowerPhyMul,"-3000, -3000",1.5,1.5,,0,0,
79010,Stun,"0, 0",,,,0,0,
801053,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
801053,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
801054,AttackSpeedMul,"2000, 2000",1,1,,0,0,
801055,MoveSpeedMul,"3000, 3000",1,1,,0,0,
801056,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
801057,AttackSpeedMul,"6000, 6000",1,1,,0,0,
801058,NormalSkillDamageMul,"30000, 30000",1,1,,0,0,
801059,PerfectCritical,,1,1,,0,0,3
944151,TimerFire,"94416, 0",1,1,,0,0,
944161,DefensePowerPhyMul,"50000, 50000",1,1,,0,0,
944161,DefensePowerMagMul,"50000, 50000",1,1,,0,0,
200013,AttackPowerPhyMul,"100, 100",1.5,1.5,,0,0,
200013,AttackPowerMagMul,"100, 100",1.5,1.5,,0,0,
200013,DefensePowerPhyMul,"100, 100",1.5,1.5,,0,0,
200013,DefensePowerMagMul,"100, 100",1.5,1.5,,0,0,
200014,AttackPowerPhyMul,"200, 200",1.5,1.5,,0,0,
200014,AttackPowerMagMul,"200, 200",1.5,1.5,,0,0,
200014,DefensePowerPhyMul,"200, 200",1.5,1.5,,0,0,
200014,DefensePowerMagMul,"200, 200",1.5,1.5,,0,0,
200015,AttackPowerPhyMul,"300, 300",1.5,1.5,,0,0,
200015,AttackPowerMagMul,"300, 300",1.5,1.5,,0,0,
200015,DefensePowerPhyMul,"300, 300",1.5,1.5,,0,0,
200015,DefensePowerMagMul,"300, 300",1.5,1.5,,0,0,
200016,AttackPowerPhyMul,"400, 400",1.5,1.5,,0,0,
200016,AttackPowerMagMul,"400, 400",1.5,1.5,,0,0,
200016,DefensePowerPhyMul,"400, 400",1.5,1.5,,0,0,
200016,DefensePowerMagMul,"400, 400",1.5,1.5,,0,0,
200017,AttackPowerPhyMul,"500, 500",1.5,1.5,,0,0,
200017,AttackPowerMagMul,"500, 500",1.5,1.5,,0,0,
200017,DefensePowerPhyMul,"500, 500",1.5,1.5,,0,0,
200017,DefensePowerMagMul,"500, 500",1.5,1.5,,0,0,
200018,AttackPowerPhyMul,"600, 600",1.5,1.5,,0,0,
200018,AttackPowerMagMul,"600, 600",1.5,1.5,,0,0,
200018,DefensePowerPhyMul,"600, 600",1.5,1.5,,0,0,
200018,DefensePowerMagMul,"600, 600",1.5,1.5,,0,0,
200019,AttackPowerPhyMul,"700, 700",1.5,1.5,,0,0,
200019,AttackPowerMagMul,"700, 700",1.5,1.5,,0,0,
200019,DefensePowerPhyMul,"700, 700",1.5,1.5,,0,0,
200019,DefensePowerMagMul,"700, 700",1.5,1.5,,0,0,
301030,MoveSpeedMul,"200, 0",,,,0,0,
301030,MaxMPMul,"200, 0",,,,0,0,
301030,MaxHPMul,"200, 0",,,,0,0,
301031,MoveSpeedMul,"200, 0",,,,0,0,
301031,MaxMPMul,"200, 0",,,,0,0,
301031,MaxHPMul,"200, 0",,,,0,0,
301032,MoveSpeedMul,"300, 0",,,,0,0,
301032,MaxMPMul,"300, 0",,,,0,0,
301032,MaxHPMul,"300, 0",,,,0,0,
301033,MoveSpeedMul,"400, 0",,,,0,0,
301033,MaxMPMul,"400, 0",,,,0,0,
301033,MaxHPMul,"400, 0",,,,0,0,
301034,MoveSpeedMul,"600, 0",,,,0,0,
301034,MaxMPMul,"600, 0",,,,0,0,
301034,MaxHPMul,"600, 0",,,,0,0,
301035,MoveSpeedMul,"800, 0",,,,0,0,
301035,MaxMPMul,"800, 0",,,,0,0,
301035,MaxHPMul,"800, 0",,,,0,0,
301036,MoveSpeedMul,"1000, 0",,,,0,0,
301036,MaxMPMul,"1000, 0",,,,0,0,
301036,MaxHPMul,"1000, 0",,,,0,0,
312,TimerFire,"313, 0",,,,0,0,
314,TimerFire,"315, 0",,,,0,0,
315,MoveSpeedMul,"-7000, -7000",1,1,,0,0,
316,MentalRule,,,,,0,0,
317,AttackSpeedMul,"-3000, -3000",1,1,,0,0,
321,None,,,,,0,0,
322,None,,,,,0,0,
323,None,,,,,0,0,
324,Stun,,,,,0,0,
504,PkBlock,,,,,0,0,
512,TreasureGuardSpawnRate,10000,,,,0,0,
94408,Stun,,,,,0,0,
94411,DotDamagePhy,"0, 0, 50000, 50000",,,,0,0,
601722,Stun,,,,,0,0,
601742,Stun,,,,,0,0,
601751,AttackPowerPhy,"20000, 20000",1.5,1.5,,0,0,
601771,MoveSpeedMul,"-7000, -7000",,,,0,0,
601771,AttackSpeedMul,"-3000, -3000",,,,0,0,
601781,DecreaseDamageMul,"1500, 4000",1,1,,0,0,
801049,CriticalRate,"5000, 5000",1,1,,0,0,
801050,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
801050,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
801050,AttackSpeedMul,"4000, 4000",1,1,,0,0,
801051,Invincible,,,,,0,0,
801052,TimerFire,"8010521, 0",1,1,,0,0,
8010521,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
8010521,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
8010521,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
8010521,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
94410,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
94410,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
94410,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
94410,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
94410,AttackSpeedMul,"3000, 3000",1,1,,0,0,
94410,MoveSpeedMul,"2000, 2000",1,1,,0,0,
4012023,DotDamageMag,"0, 0, 70000, 70000",1,1,,0,0,
401226,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
401226,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
401226,Invincible,,,,,0,0,
401226,AttackSpeedMul,"4000, 4000",1,1,,0,0,
401226,MoveSpeedMul,"4500, 4500",1,1,,0,0,
9901011,TimerFire,"990131, 0",,,,0,0,
9901021,TimerFire,"990132, 0",,,,0,0,
9901031,TimerFire,"990133, 0",,,,0,0,
9901041,TimerFire,"990134, 0",,,,0,0,
9901051,TimerFire,"990135, 0",,,,0,0,
9901061,TimerFire,"990136, 0",,,,0,0,
9901071,TimerFire,"990137, 0",,,,0,0,
9901081,TimerFire,"990138, 0",,,,0,0,
9901091,TimerFire,"990139, 0",,,,0,0,
9901101,TimerFire,"990140, 0",,,,0,0,
9901111,TimerFire,"990141, 0",,,,0,0,
9901121,TimerFire,"990142, 0",,,,0,0,
9901131,TimerFire,"990143, 0",,,,0,0,
9901141,TimerFire,"990144, 0",,,,0,0,
9901151,TimerFire,"990145, 0",,,,0,0,
9901161,TimerFire,"990146, 0",,,,0,0,
9901171,TimerFire,"990147, 0",,,,0,0,
9901181,TimerFire,"990148, 0",,,,0,0,
9901191,TimerFire,"990149, 0",,,,0,0,
9901201,TimerFire,"990150, 0",,,,0,0,
9901211,TimerFire,"990151, 0",,,,0,0,
9901221,TimerFire,"990152, 0",,,,0,0,
9901231,TimerFire,"990153, 0",,,,0,0,
9901241,TimerFire,"990154, 0",,,,0,0,
9901251,TimerFire,"990155, 0",,,,0,0,
9901261,TimerFire,"990156, 0",,,,0,0,
9901271,TimerFire,"990157, 0",,,,0,0,
9901281,TimerFire,"990158, 0",,,,0,0,
9901291,TimerFire,"990159, 0",,,,0,0,
9901301,TimerFire,"990160, 0",,,,0,0,
9901302,TimerFire,"990161, 0",,,,0,0,
9901311,MoveSpeedMul,"-5000, -5000",,,,0,0,
9901312,Stun,,,,,0,0,
420025,Transform,"11, 0",,,,0,0,
420026,Transform,"12, 0",,,,0,0,
420027,Transform,"13, 0",,,,0,0,
420028,Transform,"14, 0",,,,0,0,
420029,Transform,"15, 0",,,,0,0,
420030,Transform,"16, 0",,,,0,0,
420031,Transform,"41, 0",,,,0,0,
420032,Transform,"42, 0",,,,0,0,
420033,Transform,"43, 0",,,,0,0,
420034,Transform,"44, 0",,,,0,0,
420035,Transform,"45, 0",,,,0,0,
420036,Transform,"46, 0",,,,0,0,
420037,Transform,"71, 0",,,,0,0,
420038,Transform,"72, 0",,,,0,0,
420039,Transform,"73, 0",,,,0,0,
420040,Transform,"74, 0",,,,0,0,
420041,Transform,"75, 0",,,,0,0,
420042,Transform,"76, 0",,,,0,0,
420043,Transform,"101, 0",,,,0,0,
420044,Transform,"102, 0",,,,0,0,
420045,Transform,"103, 0",,,,0,0,
420046,Transform,"104, 0",,,,0,0,
420047,Transform,"105, 0",,,,0,0,
420048,Transform,"106, 0",,,,0,0,
1000000,AcquireEquipAbility,"204, 1",1,1,,0,0,
1000001,AcquireEquipAbility,"205, 1",1,1,,0,0,
1000002,AcquireEquipAbility,"206, 1",1,1,,0,0,
730223,TimerFire,"73024,  0",,,,0,0,
730233,None,,,,,0,0,
731491,AttackPowerPhyMul,"100, 100",,,,0,0,
415002,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
415002,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
415002,AttackSpeedMul,"2500, 2500",1,1,,0,0,
415005,DefensePowerPhyMul,"-800, -800",1,1,,0,0,
415005,DefensePowerMagMul,"-800, -800",1,1,,0,0,
415010,Stun,,,,,0,0,
415010,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
415010,DefensePowerMagMul,"-6000, -6000",,,,0,0,
415010,HPStealRate,"20000, 20000",,,,0,0,
415011,DotDamagePhy,"0, 0, 100000, 100000",,,,0,0,
415011,DotDamageMag,"0, 0, 100000, 100000",,,,0,0,
415013,DotDamagePhy,"0, 0, 7500, 7500",,,,0,0,
415013,DotDamageMag,"0, 0, 7500, 7500",,,,0,0,
415013,MoveSpeedMul,"-2000, -2000",,,,0,0,
415016,Invincible,,,,,0,0,
415016,Invisible,,,,,0,0,
4150212,Invincible,,,,,0,0,
4150212,CCResistRate,"10000, 10000",,,,0,0,
4150213,Stun,"0, 0",,,,0,0,
415018,AttackPowerPhyMul,"1300, 1300",,,,0,0,
415018,AttackPowerMagMul,"1300, 1300",,,,0,0,
415018,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
415018,DefensePowerMagMul,"-1500, -1500",,,,0,0,
415018,AttackSpeedMul,"1500, 1500",1,1,,0,0,
415018,MoveSpeedMul,"1500, 1500",1,1,,0,0,
415019,MentalRule,,,,,0,0,
415019,AttackPowerPhyMul,"2000, 2000",,,,0,0,
415019,AttackPowerMagMul,"2000, 2000",,,,0,0,
415019,AttackSpeedMul,"3000, 3000",1,1,,0,0,
415019,MoveSpeedMul,"3000, 3000",1,1,,0,0,
4150272,None,,,,,0,0,
415035,Invincible,,,,,0,0,
415035,CCResistRate,,,,,0,0,
415036,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
415036,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
415036,DefensePowerPhyMul,"4000, 4000",1,1,,0,0,
415036,DefensePowerMagMul,"4000, 4000",1,1,,0,0,
415036,AttackSpeedMul,"3000, 3000",1,1,,0,0,
415036,MoveSpeedMul,"6500, 6500",1,1,,0,0,
415037,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
415037,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
415037,DefensePowerPhyMul,"7000, 7000",1,1,,0,0,
415037,DefensePowerMagMul,"7000, 7000",1,1,,0,0,
415037,AttackSpeedMul,"3000, 3000",1,1,,0,0,
415037,MoveSpeedMul,"6500, 6500",1,1,,0,0,
415038,AttackPowerPhyMul,"3500, 3500",1,1,,0,0,
415038,AttackPowerMagMul,"3500, 3500",1,1,,0,0,
415038,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
415038,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
415038,AttackSpeedMul,"3000, 3000",1,1,,0,0,
415038,MoveSpeedMul,"6500, 6500",1,1,,0,0,
415041,Stun,,,,,0,0,
415041,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
415041,DefensePowerMagMul,"-6000, -6000",,,,0,0,
415048,DotDamageMag,"2865, 25935",1.3,1,,0,0,
415048,MoveSpeedMul,"-2500, -4000",1,1,,0,0,
24500102,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
24500102,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
24500102,DefensePowerPhyMul,"1000, 1000",1,1,,0,0,
24500102,DefensePowerMagMul,"1000, 1000",1,1,,0,0,
24500102,AttackSpeedMul,"1000, 1000",1,1,,0,0,
24500102,MoveSpeedMul,"1000, 1000",1,1,,0,0,
24500103,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
24500103,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
24500103,DefensePowerPhyMul,"2500, 2500",1,1,,0,0,
24500103,DefensePowerMagMul,"2500, 2500",1,1,,0,0,
24500103,AttackSpeedMul,"1000, 1000",1,1,,0,0,
24500103,MoveSpeedMul,"1500, 1500",1,1,,0,0,
24500104,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
24500104,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
24500104,DefensePowerPhyMul,"5000, 5000",1,1,,0,0,
24500104,DefensePowerMagMul,"5000, 5000",1,1,,0,0,
24500104,AttackSpeedMul,"1500, 1500",1,1,,0,0,
24500104,MoveSpeedMul,"2000, 2000",1,1,,0,0,
24500105,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
24500105,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
24500105,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
24500105,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
24500105,AttackSpeedMul,"2000, 2000",1,1,,0,0,
24500105,MoveSpeedMul,"2500, 2500",1,1,,0,0,
24500106,AttackPowerPhyMul,"4000, 4000",1,1,,0,0,
24500106,AttackPowerMagMul,"4000, 4000",1,1,,0,0,
24500106,DefensePowerPhyMul,"20000, 20000",1,1,,0,0,
24500106,DefensePowerMagMul,"20000, 20000",1,1,,0,0,
24500106,AttackSpeedMul,"4000, 4000",1,1,,0,0,
24500106,MoveSpeedMul,"4500, 4500",1,1,,0,0,
24500401,AttackPowerPhyMul,"-1000, -1000",1,1,,0,0,
24500401,AttackPowerMagMul,"-1000, -1000",1,1,,0,0,
24500401,DefensePowerPhyMul,"-1000, -1000",1,1,,0,0,
