ItemType,ItemGrade,EquipmentType,Level,TotalExpForNextLevel,ProvidingExp,RequiredAdena,EffectIncreaseRate
Equipment,C,Ring1,29,1160,560,5600,14000
Equipment,C,Ring1,30,1200,578,5800,14500
Equipment,B,Ring1,1,100,212,2000,0
Equipment,B,Ring1,2,200,265,2500,400
Equipment,B,Ring1,3,300,318,3000,800
Equipment,B,Ring1,4,400,371,3500,1200
Equipment,B,Ring1,5,500,424,4000,1600
Equipment,B,Ring1,6,600,477,4500,2000
Equipment,B,Ring1,7,700,530,5000,2400
Equipment,B,Ring1,8,800,583,5500,2800
Equipment,B,Ring1,9,900,636,6000,3200
Equipment,B,Ring1,10,1000,689,6500,3600
Equipment,B,Ring1,11,1100,742,7000,4000
Equipment,B,Ring1,12,1200,795,7600,4400
Equipment,B,Ring1,13,1300,848,8100,4800
Equipment,B,Ring1,14,1400,901,8600,5200
Equipment,B,Ring1,15,1500,954,9100,5600
Equipment,B,Ring1,16,1600,1007,9600,6000
Equipment,B,Ring1,17,1700,1060,10100,6400
Equipment,B,Ring1,18,1800,1113,10600,6800
Equipment,B,Ring1,19,1900,1166,11100,7200
Equipment,B,Ring1,20,2000,1219,11600,7600
Equipment,B,Ring1,21,2100,1272,12100,8000
Equipment,B,Ring1,22,2200,1325,12600,8400
Equipment,B,Ring1,23,2300,1378,13100,8800
Equipment,B,Ring1,24,2400,1431,13600,9200
Equipment,B,Ring1,25,2500,1484,14100,9600
Equipment,B,Ring1,26,2600,1537,14600,10000
Equipment,B,Ring1,27,2700,1590,15100,10400
Equipment,B,Ring1,28,2800,1643,15600,10800
Equipment,B,Ring1,29,2900,1696,16100,11200
Equipment,B,Ring1,30,3000,1749,16600,11600
Equipment,A,Ring1,1,250,655,5900,0
Equipment,A,Ring1,2,500,819,7400,350
Equipment,A,Ring1,3,750,983,8800,700
Equipment,A,Ring1,4,1000,1146,10300,1050
Equipment,A,Ring1,5,1250,1310,11800,1400
Equipment,A,Ring1,6,1500,1474,13300,1750
Equipment,A,Ring1,7,1750,1638,14700,2100
Equipment,A,Ring1,8,2000,1801,16200,2450
Equipment,A,Ring1,9,2250,1965,17700,2800
Equipment,A,Ring1,10,2500,2129,19200,3150
Equipment,A,Ring1,11,2750,2293,20600,3500
Equipment,A,Ring1,12,3000,2456,22100,3850
Equipment,A,Ring1,13,3250,2620,23600,4200
Equipment,A,Ring1,14,3500,2784,25100,4550
Equipment,A,Ring1,15,3750,2948,26500,4900
Equipment,A,Ring1,16,4000,3111,28000,5250
Equipment,A,Ring1,17,4250,3275,29500,5600
Equipment,A,Ring1,18,4500,3439,31000,5950
Equipment,A,Ring1,19,4750,3603,32400,6300
Equipment,A,Ring1,20,5000,3766,33900,6650
Equipment,A,Ring1,21,5250,3930,35400,7000
Equipment,A,Ring1,22,5500,4094,36800,7350
Equipment,A,Ring1,23,5750,4258,38300,7700
Equipment,A,Ring1,24,6000,4421,39800,8050
Equipment,A,Ring1,25,6250,4585,41300,8400
Equipment,A,Ring1,26,6500,4749,42700,8750
Equipment,A,Ring1,27,6750,4913,44200,9100
Equipment,A,Ring1,28,7000,5076,45700,9450
Equipment,A,Ring1,29,7250,5240,47200,9800
Equipment,A,Ring1,30,7500,5404,48600,10150
Equipment,S,Ring1,1,630,1820,15500,0
Equipment,S,Ring1,2,1260,2275,19300,300
Equipment,S,Ring1,3,1890,2730,23200,600
Equipment,S,Ring1,4,2520,3185,27100,900
Equipment,S,Ring1,5,3150,3640,30900,1200
Equipment,S,Ring1,6,3780,4095,34800,1500
Equipment,S,Ring1,7,4410,4550,38700,1800
Equipment,S,Ring1,8,5040,5005,42500,2100
Equipment,S,Ring1,9,5670,5460,46400,2400
Equipment,S,Ring1,10,6300,5915,50300,2700
Equipment,S,Ring1,11,6930,6370,54100,3000
Equipment,S,Ring1,12,7560,6825,58000,3300
Equipment,S,Ring1,13,8190,7280,61900,3600
Equipment,S,Ring1,14,8820,7735,65700,3900
Equipment,S,Ring1,15,9450,8190,69600,4200
Equipment,S,Ring1,16,10080,8645,73500,4500
Equipment,S,Ring1,17,10710,9100,77400,4800
Equipment,S,Ring1,18,11340,9555,81200,5100
Equipment,S,Ring1,19,11970,10010,85100,5400
Equipment,S,Ring1,20,12600,10465,89000,5700
Equipment,S,Ring1,21,13230,10920,92800,6000
Equipment,S,Ring1,22,13860,11375,96700,6300
Equipment,S,Ring1,23,14490,11830,100600,6600
Equipment,S,Ring1,24,15120,12285,104400,6900
Equipment,S,Ring1,25,15750,12740,108300,7200
Equipment,S,Ring1,26,16380,13195,112200,7500
Equipment,S,Ring1,27,17010,13650,116000,7800
Equipment,S,Ring1,28,17640,14105,119900,8100
Equipment,S,Ring1,29,18270,14560,123800,8400
Equipment,S,Ring1,30,18900,15015,127600,8700
Equipment,R,Ring1,1,1580,4724,37800,0
Equipment,R,Ring1,2,3160,5905,47200,250
Equipment,R,Ring1,3,4740,7086,56700,500
Equipment,R,Ring1,4,6320,8267,66100,750
Equipment,R,Ring1,5,7900,9448,75600,1000
Equipment,R,Ring1,6,9480,10629,85000,1250
Equipment,R,Ring1,7,11060,11810,94500,1500
Equipment,R,Ring1,8,12640,12991,103900,1750
Equipment,R,Ring1,9,14220,14172,113400,2000
Equipment,R,Ring1,10,15800,15353,122800,2250
Equipment,R,Ring1,11,17380,16534,132300,2500
Equipment,R,Ring1,12,18960,17715,141700,2750
Equipment,R,Ring1,13,20540,18896,151200,3000
Equipment,R,Ring1,14,22120,20077,160600,3250
Equipment,R,Ring1,15,23700,21258,170100,3500
Equipment,R,Ring1,16,25280,22439,179500,3750
Equipment,R,Ring1,17,26860,23620,189000,4000
Equipment,R,Ring1,18,28440,24801,198400,4250
Equipment,R,Ring1,19,30020,25982,207900,4500
Equipment,R,Ring1,20,31600,27163,217300,4750
Equipment,R,Ring1,21,33180,28344,226800,5000
Equipment,R,Ring1,22,34760,29525,236200,5250
Equipment,R,Ring1,23,36340,30706,245600,5500
Equipment,R,Ring1,24,37920,31887,255100,5750
Equipment,R,Ring1,25,39500,33068,264500,6000
Equipment,R,Ring1,26,41080,34249,274000,6250
Equipment,R,Ring1,27,42660,35430,283400,6500
Equipment,R,Ring1,28,44240,36611,292900,6750
Equipment,R,Ring1,29,45820,37792,302300,7000
Equipment,R,Ring1,30,47400,38973,311800,7250
Equipment,SR,Ring1,1,3950,12205,91500,0
Equipment,SR,Ring1,2,7900,15256,114400,200
Equipment,SR,Ring1,3,11850,18308,137300,400
Equipment,SR,Ring1,4,15800,21359,160200,600
Equipment,SR,Ring1,5,19750,24410,183100,800
Equipment,SR,Ring1,6,23700,27461,206000,1000
Equipment,SR,Ring1,7,27650,30513,228800,1200
Equipment,SR,Ring1,8,31600,33564,251700,1400
Equipment,SR,Ring1,9,35550,36615,274600,1600
Equipment,SR,Ring1,10,39500,39666,297500,1800
Equipment,SR,Ring1,11,43450,42718,320400,2000
Equipment,SR,Ring1,12,47400,45769,343300,2200
Equipment,SR,Ring1,13,51350,48820,366200,2400
Equipment,SR,Ring1,14,55300,51871,389000,2600
Equipment,SR,Ring1,15,59250,54923,411900,2800
Equipment,SR,Ring1,16,63200,57974,434800,3000
Equipment,SR,Ring1,17,67150,61025,457700,3200
Equipment,SR,Ring1,18,71100,64076,480600,3400
Equipment,SR,Ring1,19,75050,67128,503500,3600
Equipment,SR,Ring1,20,79000,70179,526300,3800
Equipment,SR,Ring1,21,82950,73230,549200,4000
Equipment,SR,Ring1,22,86900,76281,572100,4200
Equipment,SR,Ring1,23,90850,79333,595000,4400
Equipment,SR,Ring1,24,94800,82384,617900,4600
Equipment,SR,Ring1,25,98750,85435,640800,4800
Equipment,SR,Ring1,26,102700,88486,663600,5000
Equipment,SR,Ring1,27,106650,91538,686500,5200
Equipment,SR,Ring1,28,110600,94589,709400,5400
Equipment,SR,Ring1,29,114550,97640,732300,5600
Equipment,SR,Ring1,30,118500,100691,755200,5800
Equipment,SR,Ring1,31,122450,103743,778100,6300
Equipment,SR,Ring1,32,126400,106794,801000,6800
Equipment,SR,Ring1,33,130350,109845,823800,7300
Equipment,SR,Ring1,34,134300,112896,846700,7800
Equipment,SR,Ring1,35,138250,115948,869600,8300
Equipment,SR,Ring1,36,142200,118999,892500,8800
Equipment,SR,Ring1,37,146150,122050,915400,9300
Equipment,SR,Ring1,38,150100,125101,938300,9800
Equipment,SR,Ring1,39,154050,128153,961100,10300
Equipment,SR,Ring1,40,158000,131204,984000,10800
Equipment,UR,Ring1,1,6720,21436,150100,0
Equipment,UR,Ring1,2,13440,26795,187600,100
Equipment,UR,Ring1,3,20160,32154,225100,200
Equipment,UR,Ring1,4,26880,37513,262600,300
Equipment,UR,Ring1,5,33600,42872,300100,400
Equipment,UR,Ring1,6,40320,48231,337600,500
Equipment,UR,Ring1,7,47040,53590,375100,600
Equipment,UR,Ring1,8,53760,58949,412600,700
Equipment,UR,Ring1,9,60480,64308,450200,800
Equipment,UR,Ring1,10,67200,69667,487700,900
Equipment,UR,Ring1,11,73920,75026,525200,1000
Equipment,UR,Ring1,12,80640,80385,562700,1100
Equipment,UR,Ring1,13,87360,85744,600200,1200
Equipment,UR,Ring1,14,94080,91103,637700,1300
Equipment,UR,Ring1,15,100800,96462,675200,1400
Equipment,UR,Ring1,16,107520,101821,712700,1500
Equipment,UR,Ring1,17,114240,107180,750300,1600
Equipment,UR,Ring1,18,120960,112539,787800,1700
Equipment,UR,Ring1,19,127680,117898,825300,1800
Equipment,UR,Ring1,20,134400,123257,862800,1900
Equipment,UR,Ring1,21,141120,128616,900300,2000
Equipment,UR,Ring1,22,147840,133975,937800,2100
Equipment,UR,Ring1,23,154560,139334,975300,2200
Equipment,UR,Ring1,24,161280,144693,1012900,2300
Equipment,UR,Ring1,25,168000,150052,1050400,2400
Equipment,UR,Ring1,26,174720,155411,1087900,2500
Equipment,UR,Ring1,27,181440,160770,1125400,2600
Equipment,UR,Ring1,28,188160,166129,1162900,2700
Equipment,UR,Ring1,29,194880,171488,1200400,2800
Equipment,UR,Ring1,30,201600,176847,1237900,2900
Equipment,UR,Ring1,31,208320,182206,1275400,3150
Equipment,UR,Ring1,32,215040,187565,1313000,3400
Equipment,UR,Ring1,33,221760,192924,1350500,3650
Equipment,UR,Ring1,34,228480,198283,1388000,3900
Equipment,UR,Ring1,35,235200,203642,1425500,4150
Equipment,UR,Ring1,36,241920,209001,1463000,4400
Equipment,UR,Ring1,37,248640,214360,1500500,4650
Equipment,UR,Ring1,38,255360,219719,1538000,4900
Equipment,UR,Ring1,39,262080,225078,1575500,5150
Equipment,UR,Ring1,40,268800,230437,1613100,5400
Equipment,C,Necklace,1,40,70,700,0
Equipment,C,Necklace,2,80,88,900,500
Equipment,C,Necklace,3,120,105,1100,1000
Equipment,C,Necklace,4,160,123,1200,1500
Equipment,C,Necklace,5,200,140,1400,2000
Equipment,C,Necklace,6,240,158,1600,2500
Equipment,C,Necklace,7,280,175,1800,3000
Equipment,C,Necklace,8,320,193,1900,3500
Equipment,C,Necklace,9,360,210,2100,4000
Equipment,C,Necklace,10,400,228,2300,4500
Equipment,C,Necklace,11,440,245,2500,5000
Equipment,C,Necklace,12,480,263,2600,5500
Equipment,C,Necklace,13,520,280,2800,6000
Equipment,C,Necklace,14,560,298,3000,6500
Equipment,C,Necklace,15,600,315,3200,7000
Equipment,C,Necklace,16,640,333,3300,7500
Equipment,C,Necklace,17,680,350,3500,8000
Equipment,C,Necklace,18,720,368,3700,8500
Equipment,C,Necklace,19,760,385,3900,9000
Equipment,C,Necklace,20,800,403,4000,9500
Equipment,C,Necklace,21,840,420,4200,10000
Equipment,C,Necklace,22,880,438,4400,10500
Equipment,C,Necklace,23,920,455,4600,11000
Equipment,C,Necklace,24,960,473,4700,11500
Equipment,C,Necklace,25,1000,490,4900,12000
Equipment,C,Necklace,26,1040,508,5100,12500
Equipment,C,Necklace,27,1080,525,5300,13000
Equipment,C,Necklace,28,1120,543,5400,13500
Equipment,C,Necklace,29,1160,560,5600,14000
Equipment,C,Necklace,30,1200,578,5800,14500
Equipment,B,Necklace,1,100,212,2000,0
Equipment,B,Necklace,2,200,265,2500,400
Equipment,B,Necklace,3,300,318,3000,800
Equipment,B,Necklace,4,400,371,3500,1200
Equipment,B,Necklace,5,500,424,4000,1600
Equipment,B,Necklace,6,600,477,4500,2000
Equipment,B,Necklace,7,700,530,5000,2400
Equipment,B,Necklace,8,800,583,5500,2800
Equipment,B,Necklace,9,900,636,6000,3200
Equipment,B,Necklace,10,1000,689,6500,3600
Equipment,B,Necklace,11,1100,742,7000,4000
Equipment,B,Necklace,12,1200,795,7600,4400
Equipment,B,Necklace,13,1300,848,8100,4800
Equipment,B,Necklace,14,1400,901,8600,5200
Equipment,B,Necklace,15,1500,954,9100,5600
Equipment,B,Necklace,16,1600,1007,9600,6000
Equipment,B,Necklace,17,1700,1060,10100,6400
Equipment,B,Necklace,18,1800,1113,10600,6800
Equipment,B,Necklace,19,1900,1166,11100,7200
Equipment,B,Necklace,20,2000,1219,11600,7600
Equipment,B,Necklace,21,2100,1272,12100,8000
Equipment,B,Necklace,22,2200,1325,12600,8400
Equipment,B,Necklace,23,2300,1378,13100,8800
Equipment,B,Necklace,24,2400,1431,13600,9200
Equipment,B,Necklace,25,2500,1484,14100,9600
Equipment,B,Necklace,26,2600,1537,14600,10000
Equipment,B,Necklace,27,2700,1590,15100,10400
Equipment,B,Necklace,28,2800,1643,15600,10800
Equipment,B,Necklace,29,2900,1696,16100,11200
Equipment,B,Necklace,30,3000,1749,16600,11600
Equipment,A,Necklace,1,250,655,5900,0
Equipment,A,Necklace,2,500,819,7400,350
Equipment,A,Necklace,3,750,983,8800,700
Equipment,A,Necklace,4,1000,1146,10300,1050
Equipment,A,Necklace,5,1250,1310,11800,1400
Equipment,A,Necklace,6,1500,1474,13300,1750
Equipment,A,Necklace,7,1750,1638,14700,2100
Equipment,A,Necklace,8,2000,1801,16200,2450
Equipment,A,Necklace,9,2250,1965,17700,2800
Equipment,A,Necklace,10,2500,2129,19200,3150
Equipment,A,Necklace,11,2750,2293,20600,3500
Equipment,A,Necklace,12,3000,2456,22100,3850
Equipment,A,Necklace,13,3250,2620,23600,4200
Equipment,A,Necklace,14,3500,2784,25100,4550
Equipment,A,Necklace,15,3750,2948,26500,4900
Equipment,A,Necklace,16,4000,3111,28000,5250
Equipment,A,Necklace,17,4250,3275,29500,5600
Equipment,A,Necklace,18,4500,3439,31000,5950
Equipment,A,Necklace,19,4750,3603,32400,6300
Equipment,A,Necklace,20,5000,3766,33900,6650
Equipment,A,Necklace,21,5250,3930,35400,7000
Equipment,A,Necklace,22,5500,4094,36800,7350
Equipment,A,Necklace,23,5750,4258,38300,7700
Equipment,A,Necklace,24,6000,4421,39800,8050
Equipment,A,Necklace,25,6250,4585,41300,8400
Equipment,A,Necklace,26,6500,4749,42700,8750
Equipment,A,Necklace,27,6750,4913,44200,9100
Equipment,A,Necklace,28,7000,5076,45700,9450
Equipment,A,Necklace,29,7250,5240,47200,9800
Equipment,A,Necklace,30,7500,5404,48600,10150
Equipment,S,Necklace,1,630,1820,15500,0
Equipment,S,Necklace,2,1260,2275,19300,300
Equipment,S,Necklace,3,1890,2730,23200,600
Equipment,S,Necklace,4,2520,3185,27100,900
Equipment,S,Necklace,5,3150,3640,30900,1200
Equipment,S,Necklace,6,3780,4095,34800,1500
Equipment,S,Necklace,7,4410,4550,38700,1800
Equipment,S,Necklace,8,5040,5005,42500,2100
Equipment,S,Necklace,9,5670,5460,46400,2400
Equipment,S,Necklace,10,6300,5915,50300,2700
Equipment,S,Necklace,11,6930,6370,54100,3000
Equipment,S,Necklace,12,7560,6825,58000,3300
Equipment,S,Necklace,13,8190,7280,61900,3600
Equipment,S,Necklace,14,8820,7735,65700,3900
Equipment,S,Necklace,15,9450,8190,69600,4200
Equipment,S,Necklace,16,10080,8645,73500,4500
Equipment,S,Necklace,17,10710,9100,77400,4800
Equipment,S,Necklace,18,11340,9555,81200,5100
Equipment,S,Necklace,19,11970,10010,85100,5400
Equipment,S,Necklace,20,12600,10465,89000,5700
Equipment,S,Necklace,21,13230,10920,92800,6000
Equipment,S,Necklace,22,13860,11375,96700,6300
Equipment,S,Necklace,23,14490,11830,100600,6600
Equipment,S,Necklace,24,15120,12285,104400,6900
Equipment,S,Necklace,25,15750,12740,108300,7200
Equipment,S,Necklace,26,16380,13195,112200,7500
Equipment,S,Necklace,27,17010,13650,116000,7800
Equipment,S,Necklace,28,17640,14105,119900,8100
Equipment,S,Necklace,29,18270,14560,123800,8400
Equipment,S,Necklace,30,18900,15015,127600,8700
Equipment,R,Necklace,1,1580,4724,37800,0
Equipment,R,Necklace,2,3160,5905,47200,250
Equipment,R,Necklace,3,4740,7086,56700,500
Equipment,R,Necklace,4,6320,8267,66100,750
Equipment,R,Necklace,5,7900,9448,75600,1000
Equipment,R,Necklace,6,9480,10629,85000,1250
Equipment,R,Necklace,7,11060,11810,94500,1500
Equipment,R,Necklace,8,12640,12991,103900,1750
Equipment,R,Necklace,9,14220,14172,113400,2000
Equipment,R,Necklace,10,15800,15353,122800,2250
Equipment,R,Necklace,11,17380,16534,132300,2500
Equipment,R,Necklace,12,18960,17715,141700,2750
Equipment,R,Necklace,13,20540,18896,151200,3000
Equipment,R,Necklace,14,22120,20077,160600,3250
Equipment,R,Necklace,15,23700,21258,170100,3500
Equipment,R,Necklace,16,25280,22439,179500,3750
Equipment,R,Necklace,17,26860,23620,189000,4000
Equipment,R,Necklace,18,28440,24801,198400,4250
Equipment,R,Necklace,19,30020,25982,207900,4500
Equipment,R,Necklace,20,31600,27163,217300,4750
Equipment,R,Necklace,21,33180,28344,226800,5000
Equipment,R,Necklace,22,34760,29525,236200,5250
Equipment,R,Necklace,23,36340,30706,245600,5500
Equipment,R,Necklace,24,37920,31887,255100,5750
Equipment,R,Necklace,25,39500,33068,264500,6000
Equipment,R,Necklace,26,41080,34249,274000,6250
Equipment,R,Necklace,27,42660,35430,283400,6500
Equipment,R,Necklace,28,44240,36611,292900,6750
Equipment,R,Necklace,29,45820,37792,302300,7000
Equipment,R,Necklace,30,47400,38973,311800,7250
Equipment,SR,Necklace,1,3950,12205,91500,0
Equipment,SR,Necklace,2,7900,15256,114400,200
Equipment,SR,Necklace,3,11850,18308,137300,400
Equipment,SR,Necklace,4,15800,21359,160200,600
Equipment,SR,Necklace,5,19750,24410,183100,800
Equipment,SR,Necklace,6,23700,27461,206000,1000
Equipment,SR,Necklace,7,27650,30513,228800,1200
Equipment,SR,Necklace,8,31600,33564,251700,1400
Equipment,SR,Necklace,9,35550,36615,274600,1600
Equipment,SR,Necklace,10,39500,39666,297500,1800
Equipment,SR,Necklace,11,43450,42718,320400,2000
Equipment,SR,Necklace,12,47400,45769,343300,2200
Equipment,SR,Necklace,13,51350,48820,366200,2400
Equipment,SR,Necklace,14,55300,51871,389000,2600
Equipment,SR,Necklace,15,59250,54923,411900,2800
Equipment,SR,Necklace,16,63200,57974,434800,3000
Equipment,SR,Necklace,17,67150,61025,457700,3200
Equipment,SR,Necklace,18,71100,64076,480600,3400
Equipment,SR,Necklace,19,75050,67128,503500,3600
Equipment,SR,Necklace,20,79000,70179,526300,3800
Equipment,SR,Necklace,21,82950,73230,549200,4000
Equipment,SR,Necklace,22,86900,76281,572100,4200
Equipment,SR,Necklace,23,90850,79333,595000,4400
Equipment,SR,Necklace,24,94800,82384,617900,4600
Equipment,SR,Necklace,25,98750,85435,640800,4800
Equipment,SR,Necklace,26,102700,88486,663600,5000
Equipment,SR,Necklace,27,106650,91538,686500,5200
Equipment,SR,Necklace,28,110600,94589,709400,5400
Equipment,SR,Necklace,29,114550,97640,732300,5600
Equipment,SR,Necklace,30,118500,100691,755200,5800
Equipment,SR,Necklace,31,122450,103743,778100,6300
Equipment,SR,Necklace,32,126400,106794,801000,6800
Equipment,SR,Necklace,33,130350,109845,823800,7300
Equipment,SR,Necklace,34,134300,112896,846700,7800
Equipment,SR,Necklace,35,138250,115948,869600,8300
Equipment,SR,Necklace,36,142200,118999,892500,8800
Equipment,SR,Necklace,37,146150,122050,915400,9300
Equipment,SR,Necklace,38,150100,125101,938300,9800
Equipment,SR,Necklace,39,154050,128153,961100,10300
Equipment,SR,Necklace,40,158000,131204,984000,10800
Equipment,UR,Necklace,1,6720,21436,150100,0
Equipment,UR,Necklace,2,13440,26795,187600,100
Equipment,UR,Necklace,3,20160,32154,225100,200
Equipment,UR,Necklace,4,26880,37513,262600,300
Equipment,UR,Necklace,5,33600,42872,300100,400
Equipment,UR,Necklace,6,40320,48231,337600,500
Equipment,UR,Necklace,7,47040,53590,375100,600
Equipment,UR,Necklace,8,53760,58949,412600,700
Equipment,UR,Necklace,9,60480,64308,450200,800
Equipment,UR,Necklace,10,67200,69667,487700,900
Equipment,UR,Necklace,11,73920,75026,525200,1000
Equipment,UR,Necklace,12,80640,80385,562700,1100
Equipment,UR,Necklace,13,87360,85744,600200,1200
Equipment,UR,Necklace,14,94080,91103,637700,1300
Equipment,UR,Necklace,15,100800,96462,675200,1400
Equipment,UR,Necklace,16,107520,101821,712700,1500
Equipment,UR,Necklace,17,114240,107180,750300,1600
Equipment,UR,Necklace,18,120960,112539,787800,1700
Equipment,UR,Necklace,19,127680,117898,825300,1800
Equipment,UR,Necklace,20,134400,123257,862800,1900
Equipment,UR,Necklace,21,141120,128616,900300,2000
Equipment,UR,Necklace,22,147840,133975,937800,2100
Equipment,UR,Necklace,23,154560,139334,975300,2200
Equipment,UR,Necklace,24,161280,144693,1012900,2300
Equipment,UR,Necklace,25,168000,150052,1050400,2400
Equipment,UR,Necklace,26,174720,155411,1087900,2500
Equipment,UR,Necklace,27,181440,160770,1125400,2600
Equipment,UR,Necklace,28,188160,166129,1162900,2700
Equipment,UR,Necklace,29,194880,171488,1200400,2800
Equipment,UR,Necklace,30,201600,176847,1237900,2900
Equipment,UR,Necklace,31,208320,182206,1275400,3150
Equipment,UR,Necklace,32,215040,187565,1313000,3400
Equipment,UR,Necklace,33,221760,192924,1350500,3650
Equipment,UR,Necklace,34,228480,198283,1388000,3900
Equipment,UR,Necklace,35,235200,203642,1425500,4150
Equipment,UR,Necklace,36,241920,209001,1463000,4400
Equipment,UR,Necklace,37,248640,214360,1500500,4650
Equipment,UR,Necklace,38,255360,219719,1538000,4900
Equipment,UR,Necklace,39,262080,225078,1575500,5150
Equipment,UR,Necklace,40,268800,230437,1613100,5400
SoulCrystal,C,,1,250,175,700,0
SoulCrystal,C,,2,430,301,1300,2500
SoulCrystal,C,,3,610,427,1800,5000
SoulCrystal,C,,4,790,553,2300,7500
SoulCrystal,C,,5,970,679,2800,10000
SoulCrystal,B,,1,675,472.5,1800,0
SoulCrystal,B,,2,1161,812.7,3100,2400
SoulCrystal,B,,3,1647,1152.9,4400,4800
SoulCrystal,B,,4,2133,1493.1,5700,7200
SoulCrystal,B,,5,2619,1833.3,7000,9600
SoulCrystal,A,,1,1750,1225,4400,0
SoulCrystal,A,,2,3010,2107,7600,2300
SoulCrystal,A,,3,4270,2989,10800,4600
SoulCrystal,A,,4,5530,3871,14000,6900
SoulCrystal,A,,5,6790,4753,17100,9200
SoulCrystal,S,,1,4750,3325,11000,0
SoulCrystal,S,,2,8170,5719,19000,2200
SoulCrystal,S,,3,11590,8113,26900,4400
SoulCrystal,S,,4,15010,10507,34800,6600
SoulCrystal,S,,5,18430,12901,42700,8800
SoulCrystal,R,,1,12750,8925,25000,0
SoulCrystal,R,,2,21930,15351,43000,2100
SoulCrystal,R,,3,31110,21777,61000,4200
SoulCrystal,R,,4,40290,28203,79000,6300
SoulCrystal,R,,5,49470,34629,97000,8400
SoulCrystal,SR,,1,34500,24150,55000,0
SoulCrystal,SR,,2,59340,41538,94600,2000
SoulCrystal,SR,,3,84180,58926,134200,4000
SoulCrystal,SR,,4,109020,76314,173800,6000
SoulCrystal,SR,,5,133860,93702,213400,8000
PetEquipment,C,,1,40,70,900,0
PetEquipment,C,,2,80,88,1100,1500
PetEquipment,C,,3,120,105,1400,3000
PetEquipment,C,,4,160,123,1600,4500
PetEquipment,C,,5,200,140,1800,6000
PetEquipment,C,,6,240,158,2000,7500
PetEquipment,C,,7,280,175,2300,9000
PetEquipment,C,,8,320,193,2500,10500
PetEquipment,C,,9,360,210,2700,12000
PetEquipment,C,,10,400,228,2900,13500
PetEquipment,C,,11,440,245,3200,15000
PetEquipment,C,,12,480,263,3400,16500
PetEquipment,C,,13,520,280,3600,18000
PetEquipment,C,,14,560,298,3800,19500
PetEquipment,C,,15,600,315,4100,21000
PetEquipment,C,,16,640,333,4300,22500
PetEquipment,C,,17,680,350,4500,24000
PetEquipment,C,,18,720,368,4700,25500
PetEquipment,C,,19,760,385,5000,27000
PetEquipment,C,,20,800,403,5200,28500
PetEquipment,B,,1,100,212,2600,0
PetEquipment,B,,2,200,265,3200,700
PetEquipment,B,,3,300,318,3900,1400
PetEquipment,B,,4,400,371,4500,2100
PetEquipment,B,,5,500,424,5200,2800
PetEquipment,B,,6,600,477,5800,3500
PetEquipment,B,,7,700,530,6500,4200
PetEquipment,B,,8,800,583,7100,4900
PetEquipment,B,,9,900,636,7800,5600
PetEquipment,B,,10,1000,689,8400,6300
PetEquipment,B,,11,1100,742,9100,7000
PetEquipment,B,,12,1200,795,9700,7700
PetEquipment,B,,13,1300,848,10400,8400
PetEquipment,B,,14,1400,901,11000,9100
PetEquipment,B,,15,1500,954,11700,9800
PetEquipment,B,,16,1600,1007,12300,10500
PetEquipment,B,,17,1700,1060,12900,11200
PetEquipment,B,,18,1800,1113,13600,11900
PetEquipment,B,,19,1900,1166,14200,12600
PetEquipment,B,,20,2000,1219,14900,13300
PetEquipment,A,,1,250,655,7600,0
PetEquipment,A,,2,500,819,9500,400
PetEquipment,A,,3,750,983,11400,800
PetEquipment,A,,4,1000,1146,13300,1200
PetEquipment,A,,5,1250,1310,15200,1600
PetEquipment,A,,6,1500,1474,17100,2000
PetEquipment,A,,7,1750,1638,19000,2400
PetEquipment,A,,8,2000,1801,20800,2800
PetEquipment,A,,9,2250,1965,22700,3200
PetEquipment,A,,10,2500,2129,24600,3600
PetEquipment,A,,11,2750,2293,26500,4000
PetEquipment,A,,12,3000,2456,28400,4400
PetEquipment,A,,13,3250,2620,30300,4800
PetEquipment,A,,14,3500,2784,32200,5200
PetEquipment,A,,15,3750,2948,34100,5600
PetEquipment,A,,16,4000,3111,36000,6000
PetEquipment,A,,17,4250,3275,37900,6400
PetEquipment,A,,18,4500,3439,39800,6800
PetEquipment,A,,19,4750,3603,41700,7200
PetEquipment,A,,20,5000,3766,43600,7600
PetEquipment,S,,1,630,1820,19900,0
PetEquipment,S,,2,1260,2275,24900,300
PetEquipment,S,,3,1890,2730,29800,600
PetEquipment,S,,4,2520,3185,34800,900
PetEquipment,S,,5,3150,3640,39800,1200
PetEquipment,S,,6,3780,4095,44800,1500
PetEquipment,S,,7,4410,4550,49700,1800
PetEquipment,S,,8,5040,5005,54700,2100
PetEquipment,S,,9,5670,5460,59700,2400
PetEquipment,S,,10,6300,5915,64600,2700
PetEquipment,S,,11,6930,6370,69600,3000
PetEquipment,S,,12,7560,6825,74600,3300
PetEquipment,S,,13,8190,7280,79600,3600
PetEquipment,S,,14,8820,7735,84500,3900
PetEquipment,S,,15,9450,8190,89500,4200
PetEquipment,S,,16,10080,8645,94500,4500
PetEquipment,S,,17,10710,9100,99500,4800
PetEquipment,S,,18,11340,9555,104400,5100
PetEquipment,S,,19,11970,10010,109400,5400
PetEquipment,S,,20,12600,10465,114400,5700
PetEquipment,R,,1,1580,4724,48600,0
PetEquipment,R,,2,3160,5905,60700,250
PetEquipment,R,,3,4740,7086,72900,500
PetEquipment,R,,4,6320,8267,85000,750
